,ds,population,temp,rain,hum,week_weekend,st,holiday,y,warning
5269,2017-08-08 14:00:00,60359.0,32.1,0.0,62.0,0,34.3,0,496.0,warning
5270,2017-08-08 15:00:00,60359.0,32.2,0.0,59.0,0,34.3,0,516.0,warning
5271,2017-08-08 16:00:00,60359.0,32.0,0.0,55.0,0,34.3,0,659.0,warning
5272,2017-08-08 17:00:00,60359.0,31.2,0.0,63.0,0,34.3,0,478.0,not
5273,2017-08-08 18:00:00,60359.0,30.2,0.0,70.0,0,34.3,0,550.0,not
5274,2017-08-08 19:00:00,60359.0,28.8,0.0,82.0,0,34.3,0,639.0,not
5275,2017-08-08 20:00:00,60359.0,28.1,0.0,85.0,0,34.3,0,496.0,not
5276,2017-08-08 21:00:00,60359.0,27.4,0.0,89.0,0,34.3,0,556.0,not
5277,2017-08-08 22:00:00,60359.0,26.8,0.0,92.0,0,34.3,0,410.0,not
5278,2017-08-08 23:00:00,60359.0,26.5,0.0,93.0,0,34.3,0,656.0,not
5279,2017-08-09 00:00:00,60359.0,26.3,0.0,95.0,0,30.0,0,401.0,not
5280,2017-08-09 01:00:00,60359.0,26.3,0.0,95.0,0,30.0,0,374.0,not
5281,2017-08-09 02:00:00,60359.0,26.0,0.0,97.0,0,30.0,0,689.0,not
5282,2017-08-09 03:00:00,60359.0,25.8,0.0,97.0,0,30.0,0,391.0,not
5283,2017-08-09 04:00:00,60359.0,25.5,0.0,98.0,0,30.0,0,451.0,not
5284,2017-08-09 05:00:00,60359.0,26.3,0.0,96.0,0,30.0,0,596.0,not
5285,2017-08-09 06:00:00,60359.0,24.3,0.6,99.0,0,30.0,0,359.0,not
5286,2017-08-09 07:00:00,60359.0,24.1,1.3,99.0,0,30.0,0,590.0,not
5287,2017-08-09 08:00:00,60359.0,24.2,1.0,99.0,0,30.0,0,327.0,not
5288,2017-08-09 09:00:00,60359.0,23.8,0.1,99.0,0,30.0,0,480.0,not
5289,2017-08-09 10:00:00,60359.0,24.8,0.0,98.0,0,30.0,0,718.0,not
5290,2017-08-09 11:00:00,60359.0,25.3,0.0,98.0,0,30.0,0,340.0,not
5291,2017-08-09 12:00:00,60359.0,25.8,0.0,98.0,0,30.0,0,575.0,not
5292,2017-08-09 13:00:00,60359.0,25.7,0.0,98.0,0,30.0,0,642.0,not
5293,2017-08-09 14:00:00,60359.0,25.2,0.2,99.0,0,30.0,0,533.0,not
5294,2017-08-09 15:00:00,60359.0,25.4,0.0,99.0,0,30.0,0,499.0,not
5295,2017-08-09 16:00:00,60359.0,25.7,0.0,98.0,0,30.0,0,471.0,not
5296,2017-08-09 17:00:00,60359.0,25.8,0.0,99.0,0,30.0,0,491.0,not
5297,2017-08-09 18:00:00,60359.0,25.1,0.0,99.0,0,30.0,0,494.0,not
5298,2017-08-09 19:00:00,60359.0,24.7,0.0,99.0,0,30.0,0,575.0,not
5299,2017-08-09 20:00:00,60359.0,25.0,0.0,99.0,0,30.0,0,598.0,not
5300,2017-08-09 21:00:00,60359.0,24.8,0.0,99.0,0,30.0,0,384.0,not
5301,2017-08-09 22:00:00,60359.0,24.6,0.2,99.0,0,30.0,0,326.0,not
5302,2017-08-09 23:00:00,60359.0,24.9,0.1,99.0,0,30.0,0,679.0,not
5303,2017-08-10 00:00:00,60359.0,24.6,0.2,99.0,0,31.0,0,345.0,not
5304,2017-08-10 01:00:00,60359.0,24.3,0.8,99.0,0,31.0,0,605.0,not
5305,2017-08-10 02:00:00,60359.0,24.4,0.6,99.0,0,31.0,0,515.0,not
5306,2017-08-10 03:00:00,60359.0,24.5,0.0,99.0,0,31.0,0,481.0,not
5307,2017-08-10 04:00:00,60359.0,24.2,0.7,99.0,0,31.0,0,328.0,not
5308,2017-08-10 05:00:00,60359.0,23.9,9.0,99.0,0,31.0,0,451.0,not
5309,2017-08-10 06:00:00,60359.0,23.9,1.8,99.0,0,31.0,0,407.0,not
5310,2017-08-10 07:00:00,60359.0,24.0,1.2,99.0,0,31.0,0,522.0,not
5311,2017-08-10 08:00:00,60359.0,24.3,0.0,99.0,0,31.0,0,432.0,not
5312,2017-08-10 09:00:00,60359.0,24.5,0.0,99.0,0,31.0,0,395.0,not
5313,2017-08-10 10:00:00,60359.0,25.0,0.0,99.0,0,31.0,0,694.0,not
5314,2017-08-10 11:00:00,60359.0,25.6,0.0,99.0,0,31.0,0,443.0,not
5315,2017-08-10 12:00:00,60359.0,25.7,0.0,99.0,0,31.0,0,554.0,not
5316,2017-08-10 13:00:00,60359.0,26.5,0.0,98.0,0,31.0,0,593.0,not
5317,2017-08-10 14:00:00,60359.0,26.7,0.0,97.0,0,31.0,0,516.0,not
5318,2017-08-10 15:00:00,60359.0,27.3,0.0,96.0,0,31.0,0,705.0,not
5319,2017-08-10 16:00:00,60359.0,26.7,0.0,97.0,0,31.0,0,296.0,not
5320,2017-08-10 17:00:00,60359.0,26.6,0.0,97.0,0,31.0,0,545.0,not
5321,2017-08-10 18:00:00,60359.0,26.9,0.0,96.0,0,31.0,0,612.0,not
5322,2017-08-10 19:00:00,60359.0,26.2,0.0,98.0,0,31.0,0,402.0,not
5323,2017-08-10 20:00:00,60359.0,24.7,0.0,99.0,0,31.0,0,503.0,not
5324,2017-08-10 21:00:00,60359.0,25.0,0.0,99.0,0,31.0,0,725.0,not
5325,2017-08-10 22:00:00,60359.0,24.6,0.0,99.0,0,31.0,0,462.0,not
5326,2017-08-10 23:00:00,60359.0,24.2,0.0,99.0,0,31.0,0,460.0,not
5327,2017-08-11 00:00:00,60359.0,23.5,0.0,99.0,0,33.3,0,614.0,not
5328,2017-08-11 01:00:00,60359.0,23.7,0.0,99.0,0,33.3,0,375.0,not
5329,2017-08-11 02:00:00,60359.0,23.2,0.0,99.0,0,33.3,0,440.0,not
5330,2017-08-11 03:00:00,60359.0,22.9,0.0,99.0,0,33.3,0,534.0,not
5331,2017-08-11 04:00:00,60359.0,22.5,0.0,99.0,0,33.3,0,458.0,not
5332,2017-08-11 05:00:00,60359.0,22.3,0.0,99.0,0,33.3,0,558.0,not
5333,2017-08-11 06:00:00,60359.0,22.7,0.0,99.0,0,33.3,0,328.0,not
5334,2017-08-11 07:00:00,60359.0,23.3,0.0,99.0,0,33.3,0,795.0,not
5335,2017-08-11 08:00:00,60359.0,23.8,0.0,99.0,0,33.3,0,298.0,not
5336,2017-08-11 09:00:00,60359.0,25.3,0.0,98.0,0,33.3,0,451.0,not
5337,2017-08-11 10:00:00,60359.0,26.2,0.0,92.0,0,33.3,0,527.0,not
5338,2017-08-11 11:00:00,60359.0,27.4,0.0,84.0,0,33.3,0,599.0,not
5339,2017-08-11 12:00:00,60359.0,29.6,0.0,75.0,0,33.3,0,615.0,not
5340,2017-08-11 13:00:00,60359.0,30.2,0.0,72.0,0,33.3,0,667.0,not
5341,2017-08-11 14:00:00,60359.0,31.5,0.0,65.0,0,33.3,0,562.0,not
5342,2017-08-11 15:00:00,60359.0,28.3,0.0,77.0,0,33.3,0,590.0,not
5343,2017-08-11 16:00:00,60359.0,29.4,0.0,75.0,0,33.3,0,693.0,warning
5344,2017-08-11 17:00:00,60359.0,29.2,0.0,70.0,0,33.3,0,381.0,warning
5345,2017-08-11 18:00:00,60359.0,28.7,0.0,76.0,0,33.3,0,596.0,warning
5346,2017-08-11 19:00:00,60359.0,27.7,0.0,77.0,0,33.3,0,546.0,warning
5347,2017-08-11 20:00:00,60359.0,25.7,0.0,94.0,0,33.3,0,592.0,warning
5348,2017-08-11 21:00:00,60359.0,25.9,0.0,93.0,0,33.3,0,644.0,warning
5349,2017-08-11 22:00:00,60359.0,25.5,0.0,92.0,0,33.3,0,203.0,warning
5350,2017-08-11 23:00:00,60359.0,23.7,0.0,99.0,0,33.3,0,707.0,warning
5351,2017-08-12 00:00:00,60359.0,23.4,0.0,98.0,1,32.1,0,309.0,warning
5352,2017-08-12 01:00:00,60359.0,22.5,0.0,99.0,1,32.1,0,648.0,warning
5353,2017-08-12 02:00:00,60359.0,22.4,0.0,99.0,1,32.1,0,302.0,warning
5354,2017-08-12 03:00:00,60359.0,21.6,0.0,99.0,1,32.1,0,624.0,warning
5355,2017-08-12 04:00:00,60359.0,21.3,0.0,99.0,1,32.1,0,476.0,warning
5356,2017-08-12 05:00:00,60359.0,20.9,0.0,99.0,1,32.1,0,370.0,warning
5357,2017-08-12 06:00:00,60359.0,20.9,0.0,99.0,1,32.1,0,670.0,warning
5358,2017-08-12 07:00:00,60359.0,22.1,0.0,99.0,1,32.1,0,315.0,warning
5359,2017-08-12 08:00:00,60359.0,24.3,0.0,97.0,1,32.1,0,309.0,warning
5360,2017-08-12 09:00:00,60359.0,25.8,0.0,80.0,1,32.1,0,617.0,warning
5361,2017-08-12 10:00:00,60359.0,27.2,0.0,71.0,1,32.1,0,510.0,warning
5362,2017-08-12 11:00:00,60359.0,27.6,0.0,73.0,1,32.1,0,532.0,warning
5363,2017-08-12 12:00:00,60359.0,27.9,0.0,70.0,1,32.1,0,530.0,warning
5364,2017-08-12 13:00:00,60359.0,29.7,0.0,60.0,1,32.1,0,612.0,warning
5365,2017-08-12 14:00:00,60359.0,30.1,0.0,63.0,1,32.1,0,646.0,warning
5366,2017-08-12 15:00:00,60359.0,29.9,0.0,62.0,1,32.1,0,589.0,warning
5367,2017-08-12 16:00:00,60359.0,29.6,0.0,64.0,1,32.1,0,560.0,warning
5368,2017-08-12 17:00:00,60359.0,29.0,0.0,68.0,1,32.1,0,576.0,not
5369,2017-08-12 18:00:00,60359.0,28.6,0.0,70.0,1,32.1,0,615.0,not
5370,2017-08-12 19:00:00,60359.0,27.6,0.0,80.0,1,32.1,0,505.0,not
5371,2017-08-12 20:00:00,60359.0,26.4,0.0,83.0,1,32.1,0,587.0,not
5372,2017-08-12 21:00:00,60359.0,25.5,0.0,85.0,1,32.1,0,304.0,not
5373,2017-08-12 22:00:00,60359.0,24.3,0.0,91.0,1,32.1,0,637.0,not
5374,2017-08-12 23:00:00,60359.0,23.7,0.0,94.0,1,32.1,0,474.0,not
5375,2017-08-13 00:00:00,60359.0,22.3,0.0,99.0,1,29.3,0,378.0,not
5376,2017-08-13 01:00:00,60359.0,21.5,0.0,99.0,1,29.3,0,674.0,not
5377,2017-08-13 02:00:00,60359.0,21.0,0.0,99.0,1,29.3,0,628.0,not
5378,2017-08-13 03:00:00,60359.0,20.7,0.0,99.0,1,29.3,0,344.0,not
5379,2017-08-13 04:00:00,60359.0,20.3,0.0,99.0,1,29.3,0,293.0,not
5380,2017-08-13 05:00:00,60359.0,20.4,0.0,99.0,1,29.3,0,654.0,not
5381,2017-08-13 06:00:00,60359.0,20.6,0.0,99.0,1,29.3,0,413.0,not
5382,2017-08-13 07:00:00,60359.0,21.7,0.0,99.0,1,29.3,0,280.0,not
5383,2017-08-13 08:00:00,60359.0,23.2,0.0,94.0,1,29.3,0,600.0,not
5384,2017-08-13 09:00:00,60359.0,23.8,0.0,89.0,1,29.3,0,338.0,not
5385,2017-08-13 10:00:00,60359.0,24.1,0.0,89.0,1,29.3,0,457.0,not
5386,2017-08-13 11:00:00,60359.0,25.5,0.0,82.0,1,29.3,0,564.0,not
5387,2017-08-13 12:00:00,60359.0,26.2,0.0,77.0,1,29.3,0,436.0,not
5388,2017-08-13 13:00:00,60359.0,26.8,0.0,75.0,1,29.3,0,464.0,not
5389,2017-08-13 14:00:00,60359.0,26.5,0.0,72.0,1,29.3,0,632.0,not
5390,2017-08-13 15:00:00,60359.0,26.6,0.0,77.0,1,29.3,0,512.0,not
5391,2017-08-13 16:00:00,60359.0,25.7,0.0,84.0,1,29.3,0,436.0,not
5392,2017-08-13 17:00:00,60359.0,26.1,0.0,79.0,1,29.3,0,473.0,not
5393,2017-08-13 18:00:00,60359.0,25.6,0.0,80.0,1,29.3,0,487.0,not
5394,2017-08-13 19:00:00,60359.0,24.8,0.0,83.0,1,29.3,0,395.0,not
5395,2017-08-13 20:00:00,60359.0,24.6,0.0,85.0,1,29.3,0,549.0,not
5396,2017-08-13 21:00:00,60359.0,24.1,0.0,89.0,1,29.3,0,590.0,not
5397,2017-08-13 22:00:00,60359.0,24.0,0.0,85.0,1,29.3,0,311.0,not
5398,2017-08-13 23:00:00,60359.0,23.6,0.0,87.0,1,29.3,0,507.0,not
5399,2017-08-14 00:00:00,60359.0,22.9,0.0,92.0,0,27.6,0,540.0,not
5400,2017-08-14 01:00:00,60359.0,21.7,1.5,99.0,0,27.6,0,402.0,not
5401,2017-08-14 02:00:00,60359.0,21.0,6.2,99.0,0,27.6,0,422.0,not
5402,2017-08-14 03:00:00,60359.0,20.9,10.5,99.0,0,27.6,0,516.0,not
5403,2017-08-14 04:00:00,60359.0,21.1,5.3,99.0,0,27.6,0,416.0,not
5404,2017-08-14 05:00:00,60359.0,21.1,3.3,99.0,0,27.6,0,356.0,not
5405,2017-08-14 06:00:00,60359.0,21.3,3.2,99.0,0,27.6,0,501.0,not
5406,2017-08-14 07:00:00,60359.0,21.3,5.9,99.0,0,27.6,0,273.0,not
5407,2017-08-14 08:00:00,60359.0,21.3,9.7,99.0,0,27.6,0,566.0,not
5408,2017-08-14 09:00:00,60359.0,21.4,14.7,99.0,0,27.6,0,396.0,not
5409,2017-08-14 10:00:00,60359.0,21.5,12.1,99.0,0,27.6,0,312.0,not
5410,2017-08-14 11:00:00,60359.0,21.8,7.2,99.0,0,27.6,0,595.0,not
5411,2017-08-14 12:00:00,60359.0,22.3,2.2,99.0,0,27.6,0,609.0,not
5412,2017-08-14 13:00:00,60359.0,23.0,1.2,99.0,0,27.6,0,436.0,not
5413,2017-08-14 14:00:00,60359.0,23.6,0.0,99.0,0,27.6,0,559.0,not
5414,2017-08-14 15:00:00,60359.0,23.6,0.0,99.0,0,27.6,0,848.0,not
5415,2017-08-14 16:00:00,60359.0,23.4,0.8,99.0,0,27.6,0,300.0,not
5416,2017-08-14 17:00:00,60359.0,23.6,0.2,99.0,0,27.6,0,550.0,not
5417,2017-08-14 18:00:00,60359.0,22.9,0.6,99.0,0,27.6,0,646.0,not
5418,2017-08-14 19:00:00,60359.0,22.5,1.1,99.0,0,27.6,0,341.0,not
5419,2017-08-14 20:00:00,60359.0,22.6,0.2,99.0,0,27.6,0,542.0,not
5420,2017-08-14 21:00:00,60359.0,22.4,0.0,99.0,0,27.6,0,495.0,not
5421,2017-08-14 22:00:00,60359.0,22.2,0.0,99.0,0,27.6,0,434.0,not
5422,2017-08-14 23:00:00,60359.0,22.2,0.0,99.0,0,27.6,0,400.0,not
5423,2017-08-15 00:00:00,60359.0,21.9,0.0,99.0,0,28.0,1,487.0,not
5424,2017-08-15 01:00:00,60359.0,21.8,0.0,99.0,0,28.0,1,385.0,not
5425,2017-08-15 02:00:00,60359.0,21.7,2.9,99.0,0,28.0,1,596.0,not
5426,2017-08-15 03:00:00,60359.0,21.9,2.4,99.0,0,28.0,1,450.0,not
5427,2017-08-15 04:00:00,60359.0,21.7,1.1,99.0,0,28.0,1,350.0,not
5428,2017-08-15 05:00:00,60359.0,21.4,2.0,99.0,0,28.0,1,681.0,not
5429,2017-08-15 06:00:00,60359.0,21.3,1.3,99.0,0,28.0,1,278.0,not
5430,2017-08-15 07:00:00,60359.0,21.8,0.0,99.0,0,28.0,1,407.0,not
5431,2017-08-15 08:00:00,60359.0,22.4,0.0,99.0,0,28.0,1,582.0,not
5432,2017-08-15 09:00:00,60359.0,22.9,0.0,99.0,0,28.0,1,373.0,not
5433,2017-08-15 10:00:00,60359.0,23.3,0.0,99.0,0,28.0,1,288.0,not
5434,2017-08-15 11:00:00,60359.0,23.2,0.0,99.0,0,28.0,1,621.0,not
5435,2017-08-15 12:00:00,60359.0,23.4,0.2,99.0,0,28.0,1,663.0,not
5436,2017-08-15 13:00:00,60359.0,23.3,0.6,99.0,0,28.0,1,328.0,not
5437,2017-08-15 14:00:00,60359.0,23.7,0.4,99.0,0,28.0,1,642.0,not
5438,2017-08-15 15:00:00,60359.0,23.9,0.2,99.0,0,28.0,1,699.0,not
5439,2017-08-15 16:00:00,60359.0,23.8,0.2,99.0,0,28.0,1,447.0,not
5440,2017-08-15 17:00:00,60359.0,24.1,0.1,99.0,0,28.0,1,342.0,not
5441,2017-08-15 18:00:00,60359.0,23.9,0.2,99.0,0,28.0,1,563.0,not
5442,2017-08-15 19:00:00,60359.0,24.1,0.5,99.0,0,28.0,1,644.0,not
5443,2017-08-15 20:00:00,60359.0,23.8,0.2,99.0,0,28.0,1,345.0,not
5444,2017-08-15 21:00:00,60359.0,23.8,0.1,99.0,0,28.0,1,503.0,not
5445,2017-08-15 22:00:00,60359.0,23.8,0.1,99.0,0,28.0,1,425.0,not
5446,2017-08-15 23:00:00,60359.0,23.5,0.1,99.0,0,28.0,1,529.0,not
5447,2017-08-16 00:00:00,60359.0,23.2,1.6,99.0,0,32.5,0,416.0,not
5448,2017-08-16 01:00:00,60359.0,23.0,1.0,99.0,0,32.5,0,428.0,not
5449,2017-08-16 02:00:00,60359.0,22.7,0.9,99.0,0,32.5,0,629.0,not
5450,2017-08-16 03:00:00,60359.0,22.5,0.0,99.0,0,32.5,0,384.0,not
5451,2017-08-16 04:00:00,60359.0,22.1,0.3,99.0,0,32.5,0,374.0,not
5452,2017-08-16 05:00:00,60359.0,22.1,0.0,99.0,0,32.5,0,388.0,not
5453,2017-08-16 06:00:00,60359.0,22.1,0.0,99.0,0,32.5,0,649.0,not
5454,2017-08-16 07:00:00,60359.0,22.2,0.0,99.0,0,32.5,0,410.0,not
5455,2017-08-16 08:00:00,60359.0,23.0,0.0,99.0,0,32.5,0,376.0,not
5456,2017-08-16 09:00:00,60359.0,23.3,0.0,99.0,0,32.5,0,610.0,not
5457,2017-08-16 10:00:00,60359.0,24.3,0.0,98.0,0,32.5,0,344.0,not
5458,2017-08-16 11:00:00,60359.0,24.9,0.0,98.0,0,32.5,0,408.0,not
5459,2017-08-16 12:00:00,60359.0,25.5,0.0,97.0,0,32.5,0,434.0,not
5460,2017-08-16 13:00:00,60359.0,25.8,0.0,97.0,0,32.5,0,725.0,not
5461,2017-08-16 14:00:00,60359.0,26.9,0.0,93.0,0,32.5,0,463.0,not
5462,2017-08-16 15:00:00,60359.0,28.7,0.0,87.0,0,32.5,0,365.0,not
5463,2017-08-16 16:00:00,60359.0,28.5,0.0,93.0,0,32.5,0,755.0,not
5464,2017-08-16 17:00:00,60359.0,28.0,0.0,88.0,0,32.5,0,386.0,not
5465,2017-08-16 18:00:00,60359.0,28.2,0.0,87.0,0,32.5,0,475.0,not
5466,2017-08-16 19:00:00,60359.0,26.5,0.0,91.0,0,32.5,0,483.0,not
5467,2017-08-16 20:00:00,60359.0,25.9,0.0,92.0,0,32.5,0,605.0,not
5468,2017-08-16 21:00:00,60359.0,25.1,0.0,94.0,0,32.5,0,397.0,not
5469,2017-08-16 22:00:00,60359.0,24.7,0.0,96.0,0,32.5,0,347.0,not
5470,2017-08-16 23:00:00,60359.0,24.6,0.0,95.0,0,32.5,0,665.0,not
5471,2017-08-17 00:00:00,60359.0,24.1,0.0,97.0,0,31.6,0,418.0,not
5472,2017-08-17 01:00:00,60359.0,23.7,0.0,98.0,0,31.6,0,387.0,not
5473,2017-08-17 02:00:00,60359.0,23.0,0.0,99.0,0,31.6,0,755.0,not
5474,2017-08-17 03:00:00,60359.0,22.2,1.2,99.0,0,31.6,0,289.0,not
5475,2017-08-17 04:00:00,60359.0,22.2,0.7,99.0,0,31.6,0,460.0,not
5476,2017-08-17 05:00:00,60359.0,22.3,0.0,99.0,0,31.6,0,534.0,not
5477,2017-08-17 06:00:00,60359.0,22.2,0.0,99.0,0,31.6,0,317.0,not
5478,2017-08-17 07:00:00,60359.0,22.1,0.1,99.0,0,31.6,0,479.0,not
5479,2017-08-17 08:00:00,60359.0,22.5,0.0,99.0,0,31.6,0,425.0,not
5480,2017-08-17 09:00:00,60359.0,22.8,0.0,99.0,0,31.6,0,435.0,not
5481,2017-08-17 10:00:00,60359.0,23.6,0.0,99.0,0,31.6,0,354.0,not
5482,2017-08-17 11:00:00,60359.0,24.2,0.0,99.0,0,31.6,0,576.0,not
5483,2017-08-17 12:00:00,60359.0,24.7,0.0,98.0,0,31.6,0,493.0,not
5484,2017-08-17 13:00:00,60359.0,25.0,0.0,96.0,0,31.6,0,377.0,not
5485,2017-08-17 14:00:00,60359.0,25.3,0.0,97.0,0,31.6,0,911.0,not
5486,2017-08-17 15:00:00,60359.0,27.7,0.0,90.0,0,31.6,0,1120.0,not
5487,2017-08-17 16:00:00,60359.0,28.2,0.0,83.0,0,31.6,0,999.0,not
5488,2017-08-17 17:00:00,60359.0,27.6,0.0,84.0,0,31.6,0,942.0,not
5489,2017-08-17 18:00:00,60359.0,27.9,0.0,84.0,0,31.6,0,1118.0,not
5490,2017-08-17 19:00:00,60359.0,25.2,0.0,98.0,0,31.6,0,925.0,not
5491,2017-08-17 20:00:00,60359.0,24.7,0.0,99.0,0,31.6,0,998.0,not
5492,2017-08-17 21:00:00,60359.0,24.5,0.0,99.0,0,31.6,0,744.0,not
5493,2017-08-17 22:00:00,60359.0,24.4,0.0,99.0,0,31.6,0,997.0,not
5494,2017-08-17 23:00:00,60359.0,24.7,0.0,97.0,0,31.6,0,745.0,not
5495,2017-08-18 00:00:00,60359.0,23.1,10.0,99.0,0,33.1,0,957.0,not
5496,2017-08-18 01:00:00,60359.0,22.7,0.5,99.0,0,33.1,0,950.0,not
5497,2017-08-18 02:00:00,60359.0,22.4,0.0,99.0,0,33.1,0,702.0,not
5498,2017-08-18 03:00:00,60359.0,22.2,0.0,99.0,0,33.1,0,875.0,not
5499,2017-08-18 04:00:00,60359.0,22.3,0.0,99.0,0,33.1,0,842.0,not
5500,2017-08-18 05:00:00,60359.0,22.1,0.0,99.0,0,33.1,0,1162.0,not
5501,2017-08-18 06:00:00,60359.0,22.1,0.0,99.0,0,33.1,0,668.0,not
5502,2017-08-18 07:00:00,60359.0,22.6,0.0,99.0,0,33.1,0,916.0,not
5503,2017-08-18 08:00:00,60359.0,23.5,0.0,99.0,0,33.1,0,661.0,not
5504,2017-08-18 09:00:00,60359.0,24.6,0.0,99.0,0,33.1,0,1033.0,not
5505,2017-08-18 10:00:00,60359.0,26.0,0.0,95.0,0,33.1,0,734.0,not
5506,2017-08-18 11:00:00,60359.0,26.5,0.0,90.0,0,33.1,0,981.0,not
5507,2017-08-18 12:00:00,60359.0,27.6,0.0,84.0,0,33.1,0,1118.0,not
5508,2017-08-18 13:00:00,60359.0,29.4,0.0,81.0,0,33.1,0,989.0,not
5509,2017-08-18 14:00:00,60359.0,30.0,0.0,74.0,0,33.1,0,642.0,not
5510,2017-08-18 15:00:00,60359.0,29.9,0.0,74.0,0,33.1,0,1248.0,not
5511,2017-08-18 16:00:00,60359.0,30.3,0.0,65.0,0,33.1,0,1091.0,not
5512,2017-08-18 17:00:00,60359.0,30.3,0.0,69.0,0,33.1,0,835.0,not
5513,2017-08-18 18:00:00,60359.0,28.4,0.0,87.0,0,33.1,0,1248.0,not
5514,2017-08-18 19:00:00,60359.0,26.9,0.0,95.0,0,33.1,0,649.0,not
5515,2017-08-18 20:00:00,60359.0,26.2,0.0,98.0,0,33.1,0,1042.0,not
5516,2017-08-18 21:00:00,60359.0,26.4,0.0,95.0,0,33.1,0,1000.0,not
5517,2017-08-18 22:00:00,60359.0,25.4,0.0,98.0,0,33.1,0,907.0,not
5518,2017-08-18 23:00:00,60359.0,24.7,0.0,99.0,0,33.1,0,851.0,not
5519,2017-08-19 00:00:00,60359.0,24.4,0.2,99.0,1,32.8,0,725.0,not
5520,2017-08-19 01:00:00,60359.0,23.9,0.0,99.0,1,32.8,0,975.0,not
5521,2017-08-19 02:00:00,60359.0,23.4,0.0,99.0,1,32.8,0,1016.0,not
5522,2017-08-19 03:00:00,60359.0,23.2,0.0,99.0,1,32.8,0,585.0,not
5523,2017-08-19 04:00:00,60359.0,23.3,0.0,99.0,1,32.8,0,1091.0,not
5524,2017-08-19 05:00:00,60359.0,23.6,0.0,99.0,1,32.8,0,906.0,not
5525,2017-08-19 06:00:00,60359.0,23.5,0.0,99.0,1,32.8,0,835.0,not
5526,2017-08-19 07:00:00,60359.0,23.8,0.0,99.0,1,32.8,0,963.0,not
5527,2017-08-19 08:00:00,60359.0,24.4,0.0,98.0,1,32.8,0,785.0,not
5528,2017-08-19 09:00:00,60359.0,25.2,0.0,96.0,1,32.8,0,681.0,not
5529,2017-08-19 10:00:00,60359.0,26.9,0.0,88.0,1,32.8,0,923.0,not
5530,2017-08-19 11:00:00,60359.0,27.7,0.0,86.0,1,32.8,0,745.0,not
5531,2017-08-19 12:00:00,60359.0,28.4,0.0,83.0,1,32.8,0,919.0,not
5532,2017-08-19 13:00:00,60359.0,29.7,0.0,68.0,1,32.8,0,766.0,not
5533,2017-08-19 14:00:00,60359.0,30.2,0.0,74.0,1,32.8,0,1159.0,not
5534,2017-08-19 15:00:00,60359.0,29.9,0.0,74.0,1,32.8,0,710.0,not
5535,2017-08-19 16:00:00,60359.0,29.5,0.0,73.0,1,32.8,0,741.0,not
5536,2017-08-19 17:00:00,60359.0,28.1,0.0,90.0,1,32.8,0,1079.0,not
5537,2017-08-19 18:00:00,60359.0,25.3,0.0,92.0,1,32.8,0,1021.0,not
5538,2017-08-19 19:00:00,60359.0,23.4,5.4,99.0,1,32.8,0,598.0,not
5539,2017-08-19 20:00:00,60359.0,22.1,57.2,99.0,1,32.8,0,965.0,not
5540,2017-08-19 21:00:00,60359.0,22.5,3.8,99.0,1,32.8,0,1057.0,not
5541,2017-08-19 22:00:00,60359.0,22.8,2.5,99.0,1,32.8,0,549.0,not
5542,2017-08-19 23:00:00,60359.0,23.0,2.7,99.0,1,32.8,0,1006.0,not
5543,2017-08-20 00:00:00,60359.0,23.1,0.0,99.0,1,31.7,0,655.0,not
5544,2017-08-20 01:00:00,60359.0,23.3,0.0,99.0,1,31.7,0,965.0,not
5545,2017-08-20 02:00:00,60359.0,23.0,0.0,99.0,1,31.7,0,532.0,not
5546,2017-08-20 03:00:00,60359.0,22.9,0.0,99.0,1,31.7,0,1024.0,not
5547,2017-08-20 04:00:00,60359.0,23.0,0.0,99.0,1,31.7,0,510.0,not
5548,2017-08-20 05:00:00,60359.0,23.1,0.0,99.0,1,31.7,0,1004.0,not
5549,2017-08-20 06:00:00,60359.0,23.2,0.0,99.0,1,31.7,0,712.0,not
5550,2017-08-20 07:00:00,60359.0,23.3,0.0,99.0,1,31.7,0,916.0,not
5551,2017-08-20 08:00:00,60359.0,23.5,0.1,99.0,1,31.7,0,639.0,not
5552,2017-08-20 09:00:00,60359.0,23.9,0.2,99.0,1,31.7,0,1005.0,not
5553,2017-08-20 10:00:00,60359.0,24.7,0.0,99.0,1,31.7,0,619.0,not
5554,2017-08-20 11:00:00,60359.0,24.9,0.0,99.0,1,31.7,0,980.0,not
5555,2017-08-20 12:00:00,60359.0,26.6,0.0,97.0,1,31.7,0,1041.0,not
5556,2017-08-20 13:00:00,60359.0,26.4,0.0,97.0,1,31.7,0,719.0,not
5557,2017-08-20 14:00:00,60359.0,27.5,0.0,92.0,1,31.7,0,959.0,not
5558,2017-08-20 15:00:00,60359.0,28.0,0.0,89.0,1,31.7,0,907.0,not
5559,2017-08-20 16:00:00,60359.0,27.1,0.0,93.0,1,31.7,0,942.0,not
5560,2017-08-20 17:00:00,60359.0,25.6,3.1,99.0,1,31.7,0,714.0,not
5561,2017-08-20 18:00:00,60359.0,26.3,0.3,99.0,1,31.7,0,1119.0,not
5562,2017-08-20 19:00:00,60359.0,26.0,0.0,99.0,1,31.7,0,774.0,not
5563,2017-08-20 20:00:00,60359.0,25.2,0.0,99.0,1,31.7,0,829.0,not
5564,2017-08-20 21:00:00,60359.0,25.3,0.0,99.0,1,31.7,0,922.0,not
