Unnamed: 0,ds,y,population,temp,rain,hum,week_weekend,year,month,day,hour,st,holiday
2652,2021-04-21 12:00:00,340.0,76165,24.5,0.0,27.0,0,2021,4,21,12,9.08,0
2653,2021-04-21 13:00:00,288.0,76165,26.9,0.0,22.0,0,2021,4,21,13,9.08,0
2654,2021-04-21 14:00:00,672.0,76165,28.1,0.0,15.0,0,2021,4,21,14,9.08,0
2655,2021-04-21 15:00:00,490.0,76165,28.3,0.0,16.0,0,2021,4,21,15,9.08,0
2656,2021-04-21 16:00:00,450.0,76165,27.9,0.0,16.0,0,2021,4,21,16,9.08,0
2657,2021-04-21 17:00:00,744.0,76165,28.0,0.0,17.0,0,2021,4,21,17,9.08,0
2658,2021-04-21 18:00:00,330.0,76165,26.9,0.0,17.0,0,2021,4,21,18,9.08,0
2659,2021-04-21 19:00:00,322.0,76165,25.4,0.0,21.0,0,2021,4,21,19,9.08,0
2660,2021-04-21 20:00:00,642.0,76165,24.3,0.0,22.0,0,2021,4,21,20,9.08,0
2661,2021-04-21 21:00:00,382.0,76165,23.1,0.0,23.0,0,2021,4,21,21,9.08,0
2662,2021-04-21 22:00:00,240.0,76165,19.5,0.0,37.0,0,2021,4,21,22,9.08,0
2663,2021-04-21 23:00:00,436.0,76165,18.4,0.0,39.0,0,2021,4,21,23,9.08,0
2664,2021-04-22 00:00:00,512.0,76165,17.8,0.0,44.0,0,2021,4,22,0,8.959999999999999,0
2665,2021-04-22 01:00:00,248.0,76165,16.9,0.0,45.0,0,2021,4,22,1,8.959999999999999,0
2666,2021-04-22 02:00:00,370.0,76165,16.4,0.0,49.0,0,2021,4,22,2,8.959999999999999,0
2667,2021-04-22 03:00:00,394.0,76165,15.9,0.0,51.0,0,2021,4,22,3,8.959999999999999,0
2668,2021-04-22 04:00:00,440.0,76165,16.4,0.0,47.0,0,2021,4,22,4,8.959999999999999,0
2669,2021-04-22 05:00:00,292.0,76165,16.3,0.0,50.0,0,2021,4,22,5,8.959999999999999,0
2670,2021-04-22 06:00:00,420.0,76165,15.1,0.0,55.0,0,2021,4,22,6,8.959999999999999,0
2671,2021-04-22 07:00:00,490.0,76165,16.0,0.0,55.0,0,2021,4,22,7,8.959999999999999,0
2672,2021-04-22 08:00:00,326.0,76165,16.5,0.0,54.0,0,2021,4,22,8,8.959999999999999,0
2673,2021-04-22 09:00:00,542.0,76165,18.0,0.0,47.0,0,2021,4,22,9,8.959999999999999,0
2674,2021-04-22 10:00:00,442.0,76165,21.0,0.0,42.0,0,2021,4,22,10,8.959999999999999,0
2675,2021-04-22 11:00:00,340.0,76165,23.2,0.0,24.0,0,2021,4,22,11,8.959999999999999,0
2676,2021-04-22 12:00:00,692.0,76165,25.4,0.0,28.0,0,2021,4,22,12,8.959999999999999,0
2677,2021-04-22 13:00:00,456.0,76165,26.2,0.0,20.0,0,2021,4,22,13,8.959999999999999,0
2678,2021-04-22 14:00:00,348.0,76165,27.1,0.0,18.0,0,2021,4,22,14,8.959999999999999,0
2679,2021-04-22 15:00:00,658.0,76165,27.1,0.0,18.0,0,2021,4,22,15,8.959999999999999,0
2680,2021-04-22 16:00:00,506.0,76165,26.6,0.0,20.0,0,2021,4,22,16,8.959999999999999,0
2681,2021-04-22 17:00:00,492.0,76165,26.6,0.0,20.0,0,2021,4,22,17,8.959999999999999,0
2682,2021-04-22 18:00:00,672.0,76165,25.4,0.0,21.0,0,2021,4,22,18,8.959999999999999,0
2683,2021-04-22 19:00:00,428.0,76165,24.1,0.0,24.0,0,2021,4,22,19,8.959999999999999,0
2684,2021-04-22 20:00:00,235.0,76165,22.1,0.0,28.0,0,2021,4,22,20,8.959999999999999,0
2685,2021-04-22 21:00:00,664.0,76165,21.3,0.0,28.0,0,2021,4,22,21,8.959999999999999,0
2686,2021-04-22 22:00:00,264.0,76165,20.4,0.0,29.0,0,2021,4,22,22,8.959999999999999,0
2687,2021-04-22 23:00:00,314.0,76165,19.5,0.0,30.0,0,2021,4,22,23,8.959999999999999,0
2688,2021-04-23 00:00:00,602.0,76165,18.4,0.0,35.0,0,2021,4,23,0,8.84,0
2689,2021-04-23 01:00:00,398.0,76165,18.1,0.0,33.0,0,2021,4,23,1,8.84,0
2690,2021-04-23 02:00:00,250.0,76165,17.2,0.0,37.0,0,2021,4,23,2,8.84,0
2691,2021-04-23 03:00:00,396.0,76165,16.3,0.0,43.0,0,2021,4,23,3,8.84,0
2692,2021-04-23 04:00:00,624.0,76165,15.5,0.0,49.0,0,2021,4,23,4,8.84,0
2693,2021-04-23 05:00:00,278.0,76165,16.4,0.0,40.0,0,2021,4,23,5,8.84,0
2694,2021-04-23 06:00:00,296.0,76165,15.0,0.0,47.0,0,2021,4,23,6,8.84,0
2695,2021-04-23 07:00:00,582.0,76165,15.0,0.0,48.0,0,2021,4,23,7,8.84,0
2696,2021-04-23 08:00:00,272.0,76165,16.0,0.0,42.0,0,2021,4,23,8,8.84,0
2697,2021-04-23 09:00:00,308.0,76165,16.6,0.0,41.0,0,2021,4,23,9,8.84,0
2698,2021-04-23 10:00:00,688.0,76165,17.0,0.0,38.0,0,2021,4,23,10,8.84,0
2699,2021-04-23 11:00:00,380.0,76165,17.8,0.0,38.0,0,2021,4,23,11,8.84,0
2700,2021-04-23 12:00:00,564.0,76165,18.2,0.0,38.0,0,2021,4,23,12,8.84,0
2701,2021-04-23 13:00:00,524.0,76165,18.4,0.0,39.0,0,2021,4,23,13,8.84,0
2702,2021-04-23 14:00:00,406.0,76165,19.5,0.0,37.0,0,2021,4,23,14,8.84,0
2703,2021-04-23 15:00:00,604.0,76165,20.3,0.0,34.0,0,2021,4,23,15,8.84,0
2704,2021-04-23 16:00:00,608.0,76165,19.9,0.0,33.0,0,2021,4,23,16,8.84,0
2705,2021-04-23 17:00:00,356.0,76165,19.6,0.0,36.0,0,2021,4,23,17,8.84,0
2706,2021-04-23 18:00:00,562.0,76165,18.4,0.0,31.0,0,2021,4,23,18,8.84,0
2707,2021-04-23 19:00:00,636.0,76165,16.8,0.0,34.0,0,2021,4,23,19,8.84,0
2708,2021-04-23 20:00:00,310.0,76165,16.1,0.0,37.0,0,2021,4,23,20,8.84,0
2709,2021-04-23 21:00:00,332.0,76165,15.7,0.0,39.0,0,2021,4,23,21,8.84,0
2710,2021-04-23 22:00:00,516.0,76165,15.3,0.0,41.0,0,2021,4,23,22,8.84,0
2711,2021-04-23 23:00:00,388.0,76165,15.2,0.0,41.0,0,2021,4,23,23,8.84,0
2712,2021-04-24 00:00:00,458.0,76165,15.0,0.0,42.0,1,2021,4,24,0,8.719999999999999,0
2713,2021-04-24 01:00:00,540.0,76165,13.5,0.0,50.0,1,2021,4,24,1,8.719999999999999,0
2714,2021-04-24 02:00:00,516.0,76165,12.3,0.0,58.0,1,2021,4,24,2,8.719999999999999,0
2715,2021-04-24 03:00:00,452.0,76165,12.0,0.0,61.0,1,2021,4,24,3,8.719999999999999,0
2716,2021-04-24 04:00:00,388.0,76165,11.7,0.0,65.0,1,2021,4,24,4,8.719999999999999,0
2717,2021-04-24 05:00:00,340.0,76165,11.5,0.0,66.0,1,2021,4,24,5,8.719999999999999,0
2718,2021-04-24 06:00:00,586.0,76165,11.3,0.0,68.0,1,2021,4,24,6,8.719999999999999,0
2719,2021-04-24 07:00:00,314.0,76165,11.8,0.0,67.0,1,2021,4,24,7,8.719999999999999,0
2720,2021-04-24 08:00:00,184.0,76165,14.1,0.0,57.0,1,2021,4,24,8,8.719999999999999,0
2721,2021-04-24 09:00:00,630.0,76165,17.0,0.0,45.0,1,2021,4,24,9,8.719999999999999,0
2722,2021-04-24 10:00:00,454.0,76165,16.4,0.0,44.0,1,2021,4,24,10,8.719999999999999,0
2723,2021-04-24 11:00:00,260.0,76165,17.9,0.0,37.0,1,2021,4,24,11,8.719999999999999,0
2724,2021-04-24 12:00:00,632.0,76165,19.3,0.0,35.0,1,2021,4,24,12,8.719999999999999,0
2725,2021-04-24 13:00:00,460.0,76165,22.0,0.0,32.0,1,2021,4,24,13,8.719999999999999,0
2726,2021-04-24 14:00:00,350.0,76165,23.7,0.0,32.0,1,2021,4,24,14,8.719999999999999,0
2727,2021-04-24 15:00:00,682.0,76165,22.9,0.0,31.0,1,2021,4,24,15,8.719999999999999,0
2728,2021-04-24 16:00:00,592.0,76165,22.9,0.0,27.0,1,2021,4,24,16,8.719999999999999,0
2729,2021-04-24 17:00:00,376.0,76165,22.7,0.0,30.0,1,2021,4,24,17,8.719999999999999,0
2730,2021-04-24 18:00:00,544.0,76165,22.4,0.0,31.0,1,2021,4,24,18,8.719999999999999,0
2731,2021-04-24 19:00:00,360.0,76165,20.0,0.0,39.0,1,2021,4,24,19,8.719999999999999,0
2732,2021-04-24 20:00:00,532.0,76165,17.9,0.0,49.0,1,2021,4,24,20,8.719999999999999,0
2733,2021-04-24 21:00:00,332.0,76165,16.5,0.0,53.0,1,2021,4,24,21,8.719999999999999,0
2734,2021-04-24 22:00:00,496.0,76165,16.8,0.0,51.0,1,2021,4,24,22,8.719999999999999,0
2735,2021-04-24 23:00:00,512.0,76165,15.3,0.0,58.0,1,2021,4,24,23,8.719999999999999,0
2736,2021-04-25 00:00:00,562.0,76165,14.7,0.0,63.0,1,2021,4,25,0,8.6,0
2737,2021-04-25 01:00:00,370.0,76165,14.2,0.0,64.0,1,2021,4,25,1,8.6,0
2738,2021-04-25 02:00:00,172.0,76165,13.3,0.0,68.0,1,2021,4,25,2,8.6,0
2739,2021-04-25 03:00:00,574.0,76165,11.7,0.0,74.0,1,2021,4,25,3,8.6,0
2740,2021-04-25 04:00:00,334.0,76165,10.9,0.0,76.0,1,2021,4,25,4,8.6,0
2741,2021-04-25 05:00:00,238.0,76165,10.0,0.0,78.0,1,2021,4,25,5,8.6,0
2742,2021-04-25 06:00:00,442.0,76165,9.7,0.0,79.0,1,2021,4,25,6,8.6,0
2743,2021-04-25 07:00:00,454.0,76165,13.5,0.0,64.0,1,2021,4,25,7,8.6,0
2744,2021-04-25 08:00:00,276.0,76165,15.6,0.0,57.0,1,2021,4,25,8,8.6,0
2745,2021-04-25 09:00:00,434.0,76165,17.4,0.0,50.0,1,2021,4,25,9,8.6,0
2746,2021-04-25 10:00:00,556.0,76165,19.1,0.0,41.0,1,2021,4,25,10,8.6,0
2747,2021-04-25 11:00:00,288.0,76165,19.9,0.0,37.0,1,2021,4,25,11,8.6,0
2748,2021-04-25 12:00:00,356.0,76165,21.3,0.0,36.0,1,2021,4,25,12,8.6,0
2749,2021-04-25 13:00:00,618.0,76165,22.4,0.0,33.0,1,2021,4,25,13,8.6,0
2750,2021-04-25 14:00:00,290.0,76165,21.3,0.0,32.0,1,2021,4,25,14,8.6,0
2751,2021-04-25 15:00:00,460.0,76165,22.1,0.0,31.0,1,2021,4,25,15,8.6,0
2752,2021-04-25 16:00:00,506.0,76165,21.2,0.0,31.0,1,2021,4,25,16,8.6,0
2753,2021-04-25 17:00:00,262.0,76165,19.4,0.0,32.0,1,2021,4,25,17,8.6,0
2754,2021-04-25 18:00:00,500.0,76165,18.1,0.0,36.0,1,2021,4,25,18,8.6,0
2755,2021-04-25 19:00:00,376.0,76165,15.7,0.0,43.0,1,2021,4,25,19,8.6,0
2756,2021-04-25 20:00:00,304.0,76165,14.6,0.0,44.0,1,2021,4,25,20,8.6,0
2757,2021-04-25 21:00:00,520.0,76165,13.0,0.0,50.0,1,2021,4,25,21,8.6,0
2758,2021-04-25 22:00:00,424.0,76165,12.2,0.0,56.0,1,2021,4,25,22,8.6,0
2759,2021-04-25 23:00:00,396.0,76165,10.5,0.0,66.0,1,2021,4,25,23,8.6,0
2760,2021-04-26 00:00:00,400.0,76165,9.3,0.0,70.0,0,2021,4,26,0,5.2,0
2761,2021-04-26 01:00:00,456.0,76165,8.8,0.0,73.0,0,2021,4,26,1,5.2,0
2762,2021-04-26 02:00:00,288.0,76165,7.8,0.0,80.0,0,2021,4,26,2,5.2,0
2763,2021-04-26 03:00:00,456.0,76165,6.8,0.0,84.0,0,2021,4,26,3,5.2,0
2764,2021-04-26 04:00:00,338.0,76165,6.5,0.0,85.0,0,2021,4,26,4,5.2,0
2765,2021-04-26 05:00:00,258.0,76165,6.0,0.0,87.0,0,2021,4,26,5,5.2,0
2766,2021-04-26 06:00:00,544.0,76165,5.6,0.0,89.0,0,2021,4,26,6,5.2,0
2767,2021-04-26 07:00:00,300.0,76165,7.8,0.0,79.0,0,2021,4,26,7,5.2,0
2768,2021-04-26 08:00:00,336.0,76165,9.9,0.0,67.0,0,2021,4,26,8,5.2,0
2769,2021-04-26 09:00:00,450.0,76165,12.3,0.0,57.0,0,2021,4,26,9,5.2,0
2770,2021-04-26 10:00:00,472.0,76165,15.0,0.0,45.0,0,2021,4,26,10,5.2,0
2771,2021-04-26 11:00:00,354.0,76165,17.0,0.0,34.0,0,2021,4,26,11,5.2,0
2772,2021-04-26 12:00:00,588.0,76165,18.1,0.0,32.0,0,2021,4,26,12,5.2,0
2773,2021-04-26 13:00:00,416.0,76165,19.5,0.0,29.0,0,2021,4,26,13,5.2,0
2774,2021-04-26 14:00:00,526.0,76165,18.9,0.0,28.0,0,2021,4,26,14,5.2,0
2775,2021-04-26 15:00:00,564.0,76165,20.0,0.0,27.0,0,2021,4,26,15,5.2,0
2776,2021-04-26 16:00:00,456.0,76165,20.1,0.0,25.0,0,2021,4,26,16,5.2,0
2777,2021-04-26 17:00:00,348.0,76165,20.7,0.0,23.0,0,2021,4,26,17,5.2,0
2778,2021-04-26 18:00:00,540.0,76165,19.6,0.0,26.0,0,2021,4,26,18,5.2,0
2779,2021-04-26 19:00:00,364.0,76165,18.2,0.0,32.0,0,2021,4,26,19,5.2,0
2780,2021-04-26 20:00:00,268.0,76165,17.5,0.0,32.0,0,2021,4,26,20,5.2,0
2781,2021-04-26 21:00:00,320.0,76165,16.4,0.0,33.0,0,2021,4,26,21,5.2,0
2782,2021-04-26 22:00:00,544.0,76165,15.6,0.0,37.0,0,2021,4,26,22,5.2,0
2783,2021-04-26 23:00:00,302.0,76165,12.7,0.0,53.0,0,2021,4,26,23,5.2,0
2784,2021-04-27 00:00:00,234.0,76165,11.5,0.0,59.0,0,2021,4,27,0,9.2,0
2785,2021-04-27 01:00:00,464.0,76165,11.1,0.0,62.0,0,2021,4,27,1,9.2,0
2786,2021-04-27 02:00:00,380.0,76165,10.9,0.0,63.0,0,2021,4,27,2,9.2,0
2787,2021-04-27 03:00:00,390.0,76165,10.2,0.0,66.0,0,2021,4,27,3,9.2,0
2788,2021-04-27 04:00:00,438.0,76165,10.0,0.0,69.0,0,2021,4,27,4,9.2,0
2789,2021-04-27 05:00:00,258.0,76165,9.4,0.0,71.0,0,2021,4,27,5,9.2,0
2790,2021-04-27 06:00:00,540.0,76165,9.1,0.0,74.0,0,2021,4,27,6,9.2,0
2791,2021-04-27 07:00:00,328.0,76165,10.6,0.0,68.0,0,2021,4,27,7,9.2,0
2792,2021-04-27 08:00:00,318.0,76165,13.6,0.0,53.0,0,2021,4,27,8,9.2,0
2793,2021-04-27 09:00:00,316.0,76165,14.7,0.0,46.0,0,2021,4,27,9,9.2,0
2794,2021-04-27 10:00:00,552.0,76165,16.3,0.0,43.0,0,2021,4,27,10,9.2,0
2795,2021-04-27 11:00:00,552.0,76165,18.9,0.0,40.0,0,2021,4,27,11,9.2,0
2796,2021-04-27 12:00:00,408.0,76165,20.3,0.0,33.0,0,2021,4,27,12,9.2,0
2797,2021-04-27 13:00:00,408.0,76165,21.9,0.0,27.0,0,2021,4,27,13,9.2,0
2798,2021-04-27 14:00:00,444.0,76165,20.7,0.0,27.0,0,2021,4,27,14,9.2,0
2799,2021-04-27 15:00:00,684.0,76165,20.5,0.0,30.0,0,2021,4,27,15,9.2,0
2800,2021-04-27 16:00:00,384.0,76165,20.2,0.0,34.0,0,2021,4,27,16,9.2,0
2801,2021-04-27 17:00:00,568.0,76165,20.3,0.0,31.0,0,2021,4,27,17,9.2,0
2802,2021-04-27 18:00:00,448.0,76165,19.5,0.0,30.0,0,2021,4,27,18,9.2,0
2803,2021-04-27 19:00:00,360.0,76165,18.9,0.0,32.0,0,2021,4,27,19,9.2,0
2804,2021-04-27 20:00:00,426.0,76165,17.8,0.0,38.0,0,2021,4,27,20,9.2,0
2805,2021-04-27 21:00:00,516.0,76165,16.2,0.0,47.0,0,2021,4,27,21,9.2,0
2806,2021-04-27 22:00:00,434.0,76165,15.3,0.0,50.0,0,2021,4,27,22,9.2,0
2807,2021-04-27 23:00:00,242.0,76165,14.5,0.0,55.0,0,2021,4,27,23,9.2,0
2808,2021-04-28 00:00:00,456.0,76165,14.4,0.0,57.0,0,2021,4,28,0,10.9,0
2809,2021-04-28 01:00:00,590.0,76165,14.0,0.0,61.0,0,2021,4,28,1,10.9,0
2810,2021-04-28 02:00:00,360.0,76165,14.2,0.0,58.0,0,2021,4,28,2,10.9,0
2811,2021-04-28 03:00:00,386.0,76165,12.9,0.0,65.0,0,2021,4,28,3,10.9,0
2812,2021-04-28 04:00:00,306.0,76165,11.7,0.0,71.0,0,2021,4,28,4,10.9,0
2813,2021-04-28 05:00:00,560.0,76165,12.3,0.0,66.0,0,2021,4,28,5,10.9,0
2814,2021-04-28 06:00:00,288.0,76165,11.4,0.0,71.0,0,2021,4,28,6,10.9,0
2815,2021-04-28 07:00:00,456.0,76165,13.9,0.0,64.0,0,2021,4,28,7,10.9,0
2816,2021-04-28 08:00:00,268.0,76165,18.0,0.0,50.0,0,2021,4,28,8,10.9,0
2817,2021-04-28 09:00:00,434.0,76165,19.3,0.0,40.0,0,2021,4,28,9,10.9,0
2818,2021-04-28 10:00:00,662.0,76165,19.5,0.0,35.0,0,2021,4,28,10,10.9,0
2819,2021-04-28 11:00:00,340.0,76165,21.3,0.0,26.0,0,2021,4,28,11,10.9,0
2820,2021-04-28 12:00:00,414.0,76165,22.9,0.0,22.0,0,2021,4,28,12,10.9,0
2821,2021-04-28 13:00:00,386.0,76165,22.3,0.0,22.0,0,2021,4,28,13,10.9,0
2822,2021-04-28 14:00:00,596.0,76165,21.8,0.0,22.0,0,2021,4,28,14,10.9,0
2823,2021-04-28 15:00:00,516.0,76165,22.2,0.0,20.0,0,2021,4,28,15,10.9,0
2824,2021-04-28 16:00:00,460.0,76165,21.3,0.0,24.0,0,2021,4,28,16,10.9,0
2825,2021-04-28 17:00:00,624.0,76165,20.8,0.0,20.0,0,2021,4,28,17,10.9,0
2826,2021-04-28 18:00:00,470.0,76165,20.0,0.0,24.0,0,2021,4,28,18,10.9,0
2827,2021-04-28 19:00:00,556.0,76165,18.6,0.0,29.0,0,2021,4,28,19,10.9,0
2828,2021-04-28 20:00:00,572.0,76165,17.3,0.0,33.0,0,2021,4,28,20,10.9,0
2829,2021-04-28 21:00:00,312.0,76165,15.7,0.0,40.0,0,2021,4,28,21,10.9,0
2830,2021-04-28 22:00:00,386.0,76165,14.8,0.0,44.0,0,2021,4,28,22,10.9,0
2831,2021-04-28 23:00:00,514.0,76165,14.6,0.0,46.0,0,2021,4,28,23,10.9,0
2832,2021-04-29 00:00:00,366.0,76165,13.6,0.0,51.0,0,2021,4,29,0,12.6,0
2833,2021-04-29 01:00:00,452.0,76165,13.2,0.0,56.0,0,2021,4,29,1,12.6,0
2834,2021-04-29 02:00:00,300.0,76165,12.9,0.0,58.0,0,2021,4,29,2,12.6,0
2835,2021-04-29 03:00:00,548.0,76165,12.8,0.0,59.0,0,2021,4,29,3,12.6,0
2836,2021-04-29 04:00:00,356.0,76165,12.5,0.0,57.0,0,2021,4,29,4,12.6,0
2837,2021-04-29 05:00:00,302.0,76165,12.2,0.0,64.0,0,2021,4,29,5,12.6,0
2838,2021-04-29 06:00:00,308.0,76165,12.7,0.0,64.0,0,2021,4,29,6,12.6,0
2839,2021-04-29 07:00:00,634.0,76165,11.8,0.1,79.0,0,2021,4,29,7,12.6,0
2840,2021-04-29 08:00:00,332.0,76165,12.4,0.0,79.0,0,2021,4,29,8,12.6,0
2841,2021-04-29 09:00:00,364.0,76165,13.1,0.0,70.0,0,2021,4,29,9,12.6,0
2842,2021-04-29 10:00:00,714.0,76165,15.8,0.0,63.0,0,2021,4,29,10,12.6,0
2843,2021-04-29 11:00:00,310.0,76165,18.5,0.0,47.0,0,2021,4,29,11,12.6,0
2844,2021-04-29 12:00:00,432.0,76165,20.7,0.0,38.0,0,2021,4,29,12,12.6,0
2845,2021-04-29 13:00:00,556.0,76165,22.9,0.0,26.0,0,2021,4,29,13,12.6,0
2846,2021-04-29 14:00:00,466.0,76165,22.7,0.0,21.0,0,2021,4,29,14,12.6,0
2847,2021-04-29 15:00:00,518.0,76165,23.3,0.0,16.0,0,2021,4,29,15,12.6,0
2848,2021-04-29 16:00:00,704.0,76165,22.6,0.0,16.0,0,2021,4,29,16,12.6,0
2849,2021-04-29 17:00:00,464.0,76165,21.8,0.0,20.0,0,2021,4,29,17,12.6,0
2850,2021-04-29 18:00:00,442.0,76165,20.3,0.0,25.0,0,2021,4,29,18,12.6,0
2851,2021-04-29 19:00:00,366.0,76165,19.2,0.0,29.0,0,2021,4,29,19,12.6,0
2852,2021-04-29 20:00:00,558.0,76165,18.5,0.0,31.0,0,2021,4,29,20,12.6,0
2853,2021-04-29 21:00:00,498.0,76165,16.6,0.0,39.0,0,2021,4,29,21,12.6,0
2854,2021-04-29 22:00:00,280.0,76165,15.8,0.0,42.0,0,2021,4,29,22,12.6,0
2855,2021-04-29 23:00:00,620.0,76165,15.1,0.0,47.0,0,2021,4,29,23,12.6,0
2856,2021-04-30 00:00:00,424.0,76165,16.9,0.0,37.0,0,2021,4,30,0,14.3,0
2857,2021-04-30 01:00:00,380.0,76165,17.5,0.0,29.0,0,2021,4,30,1,14.3,0
2858,2021-04-30 02:00:00,498.0,76165,16.4,0.0,42.0,0,2021,4,30,2,14.3,0
2859,2021-04-30 03:00:00,578.0,76165,14.9,0.0,52.0,0,2021,4,30,3,14.3,0
2860,2021-04-30 04:00:00,292.0,76165,13.8,0.3,63.0,0,2021,4,30,4,14.3,0
2861,2021-04-30 05:00:00,460.0,76165,14.4,0.0,55.0,0,2021,4,30,5,14.3,0
2862,2021-04-30 06:00:00,430.0,76165,14.0,0.0,56.0,0,2021,4,30,6,14.3,0
2863,2021-04-30 07:00:00,302.0,76165,14.5,0.0,53.0,0,2021,4,30,7,14.3,0
2864,2021-04-30 08:00:00,384.0,76165,15.8,0.0,48.0,0,2021,4,30,8,14.3,0
2865,2021-04-30 09:00:00,612.0,76165,16.6,0.0,45.0,0,2021,4,30,9,14.3,0
2866,2021-04-30 10:00:00,288.0,76165,18.0,0.0,40.0,0,2021,4,30,10,14.3,0
2867,2021-04-30 11:00:00,386.0,76165,19.0,0.0,35.0,0,2021,4,30,11,14.3,0
2868,2021-04-30 12:00:00,702.0,76165,19.4,0.0,24.0,0,2021,4,30,12,14.3,0
2869,2021-04-30 13:00:00,362.0,76165,20.9,0.0,23.0,0,2021,4,30,13,14.3,0
2870,2021-04-30 14:00:00,458.0,76165,20.2,0.0,23.0,0,2021,4,30,14,14.3,0
2871,2021-04-30 15:00:00,664.0,76165,19.2,0.0,25.0,0,2021,4,30,15,14.3,0
2872,2021-04-30 16:00:00,404.0,76165,18.5,0.0,31.0,0,2021,4,30,16,14.3,0
2873,2021-04-30 17:00:00,392.0,76165,17.3,0.0,37.0,0,2021,4,30,17,14.3,0
2874,2021-04-30 18:00:00,598.0,76165,16.6,0.0,43.0,0,2021,4,30,18,14.3,0
2875,2021-04-30 19:00:00,346.0,76165,15.4,0.0,47.0,0,2021,4,30,19,14.3,0
2876,2021-04-30 20:00:00,374.0,76165,14.7,0.0,50.0,0,2021,4,30,20,14.3,0
2877,2021-04-30 21:00:00,466.0,76165,13.9,0.0,55.0,0,2021,4,30,21,14.3,0
2878,2021-04-30 22:00:00,488.0,76165,13.7,0.0,56.0,0,2021,4,30,22,14.3,0
2879,2021-04-30 23:00:00,374.0,76165,13.1,0.0,60.0,0,2021,4,30,23,14.3,0
2880,2021-05-01 00:00:00,214.0,76274,13.5,0.0,58.0,1,2021,5,1,0,16.0,0
2881,2021-05-01 01:00:00,508.0,76274,12.9,0.0,61.0,1,2021,5,1,1,16.0,0
2882,2021-05-01 02:00:00,452.0,76274,12.7,0.0,60.0,1,2021,5,1,2,16.0,0
2883,2021-05-01 03:00:00,288.0,76274,12.7,0.0,63.0,1,2021,5,1,3,16.0,0
2884,2021-05-01 04:00:00,256.0,76274,12.0,0.0,62.0,1,2021,5,1,4,16.0,0
2885,2021-05-01 05:00:00,734.0,76274,11.0,0.0,72.0,1,2021,5,1,5,16.0,0
2886,2021-05-01 06:00:00,262.0,76274,10.0,0.3,84.0,1,2021,5,1,6,16.0,0
2887,2021-05-01 07:00:00,342.0,76274,10.0,1.0,88.0,1,2021,5,1,7,16.0,0
2888,2021-05-01 08:00:00,646.0,76274,11.0,0.0,82.0,1,2021,5,1,8,16.0,0
2889,2021-05-01 09:00:00,284.0,76274,11.9,0.0,68.0,1,2021,5,1,9,16.0,0
2890,2021-05-01 10:00:00,248.0,76274,12.5,0.0,60.0,1,2021,5,1,10,16.0,0
2891,2021-05-01 11:00:00,640.0,76274,12.4,0.0,59.0,1,2021,5,1,11,16.0,0
2892,2021-05-01 12:00:00,348.0,76274,13.4,0.0,59.0,1,2021,5,1,12,16.0,0
2893,2021-05-01 13:00:00,352.0,76274,14.1,0.0,52.0,1,2021,5,1,13,16.0,0
2894,2021-05-01 14:00:00,340.0,76274,13.5,0.0,50.0,1,2021,5,1,14,16.0,0
2895,2021-05-01 15:00:00,480.0,76274,14.3,0.0,47.0,1,2021,5,1,15,16.0,0
2896,2021-05-01 16:00:00,452.0,76274,13.2,0.0,47.0,1,2021,5,1,16,16.0,0
2897,2021-05-01 17:00:00,380.0,76274,12.8,0.0,55.0,1,2021,5,1,17,16.0,0
2898,2021-05-01 18:00:00,484.0,76274,12.3,0.0,59.0,1,2021,5,1,18,16.0,0
2899,2021-05-01 19:00:00,336.0,76274,12.1,0.0,57.0,1,2021,5,1,19,16.0,0
2900,2021-05-01 20:00:00,406.0,76274,11.1,0.0,68.0,1,2021,5,1,20,16.0,0
2901,2021-05-01 21:00:00,250.0,76274,11.5,0.0,55.0,1,2021,5,1,21,16.0,0
2902,2021-05-01 22:00:00,456.0,76274,10.9,0.0,58.0,1,2021,5,1,22,16.0,0
2903,2021-05-01 23:00:00,446.0,76274,11.2,0.0,58.0,1,2021,5,1,23,16.0,0
2904,2021-05-02 00:00:00,262.0,76274,10.8,0.0,59.0,1,2021,5,2,0,19.0,0
2905,2021-05-02 01:00:00,306.0,76274,11.2,0.0,57.0,1,2021,5,2,1,19.0,0
2906,2021-05-02 02:00:00,560.0,76274,10.9,0.0,60.0,1,2021,5,2,2,19.0,0
2907,2021-05-02 03:00:00,272.0,76274,9.1,0.5,78.0,1,2021,5,2,3,19.0,0
2908,2021-05-02 04:00:00,302.0,76274,8.5,0.6,81.0,1,2021,5,2,4,19.0,0
2909,2021-05-02 05:00:00,602.0,76274,8.0,0.6,83.0,1,2021,5,2,5,19.0,0
2910,2021-05-02 06:00:00,310.0,76274,8.1,0.6,86.0,1,2021,5,2,6,19.0,0
2911,2021-05-02 07:00:00,230.0,76274,8.7,0.2,85.0,1,2021,5,2,7,19.0,0
2912,2021-05-02 08:00:00,434.0,76274,11.0,0.0,79.0,1,2021,5,2,8,19.0,0
2913,2021-05-02 09:00:00,504.0,76274,12.5,0.0,62.0,1,2021,5,2,9,19.0,0
2914,2021-05-02 10:00:00,192.0,76274,14.3,0.0,55.0,1,2021,5,2,10,19.0,0
2915,2021-05-02 11:00:00,340.0,76274,14.8,0.0,52.0,1,2021,5,2,11,19.0,0
