,ds,y,population,temp,rain,hum,week_weekend,st,holiday,warning
1769,2021-03-15 17:00:00,538.0,76127,17.8,0.0,32.0,0,2.9,0,not
1770,2021-03-15 18:00:00,382.0,76127,17.3,0.0,37.0,0,2.9,0,not
1771,2021-03-15 19:00:00,232.0,76127,16.1,0.0,46.0,0,2.9,0,not
1772,2021-03-15 20:00:00,574.0,76127,15.7,0.0,50.0,0,2.9,0,not
1773,2021-03-15 21:00:00,324.0,76127,14.5,0.0,57.0,0,2.9,0,not
1774,2021-03-15 22:00:00,420.0,76127,13.5,0.0,65.0,0,2.9,0,not
1775,2021-03-15 23:00:00,664.0,76127,13.8,0.0,65.0,0,2.9,0,not
1776,2021-03-16 00:00:00,376.0,76127,13.3,0.0,69.0,0,6.6,0,not
1777,2021-03-16 01:00:00,458.0,76127,13.7,0.0,65.0,0,6.6,0,not
1778,2021-03-16 02:00:00,410.0,76127,13.0,0.0,71.0,0,6.6,0,not
1779,2021-03-16 03:00:00,290.0,76127,12.9,0.0,74.0,0,6.6,0,not
1780,2021-03-16 04:00:00,424.0,76127,11.9,0.0,87.0,0,6.6,0,not
1781,2021-03-16 05:00:00,542.0,76127,11.8,0.0,89.0,0,6.6,0,not
1782,2021-03-16 06:00:00,188.0,76127,12.1,0.0,88.0,0,6.6,0,not
1783,2021-03-16 07:00:00,226.0,76127,13.6,0.0,76.0,0,6.6,0,not
1784,2021-03-16 08:00:00,708.0,76127,13.7,0.0,74.0,0,6.6,0,not
1785,2021-03-16 09:00:00,362.0,76127,13.8,0.0,67.0,0,6.6,0,not
1786,2021-03-16 10:00:00,376.0,76127,14.7,0.0,33.0,0,6.6,0,not
1787,2021-03-16 11:00:00,692.0,76127,15.4,0.0,24.0,0,6.6,0,not
1788,2021-03-16 12:00:00,340.0,76127,17.4,0.0,21.0,0,6.6,0,not
1789,2021-03-16 13:00:00,488.0,76127,18.0,0.0,20.0,0,6.6,0,not
1790,2021-03-16 14:00:00,372.0,76127,18.0,0.0,18.0,0,6.6,0,not
1791,2021-03-16 15:00:00,620.0,76127,18.3,0.0,15.0,0,6.6,0,not
1792,2021-03-16 16:00:00,492.0,76127,18.4,0.0,14.0,0,6.6,0,not
1793,2021-03-16 17:00:00,452.0,76127,17.7,0.0,14.0,0,6.6,0,not
1794,2021-03-16 18:00:00,582.0,76127,15.8,0.0,16.0,0,6.6,0,not
1795,2021-03-16 19:00:00,274.0,76127,14.3,0.0,19.0,0,6.6,0,not
1796,2021-03-16 20:00:00,260.0,76127,12.6,0.0,26.0,0,6.6,0,not
1797,2021-03-16 21:00:00,618.0,76127,11.0,0.0,34.0,0,6.6,0,not
1798,2021-03-16 22:00:00,378.0,76127,10.4,0.0,33.0,0,6.6,0,not
1799,2021-03-16 23:00:00,280.0,76127,8.9,0.0,38.0,0,6.6,0,not
1800,2021-03-17 00:00:00,612.0,76127,8.2,0.0,39.0,0,1.4,0,not
1801,2021-03-17 01:00:00,372.0,76127,6.6,0.0,46.0,0,1.4,0,not
1802,2021-03-17 02:00:00,388.0,76127,5.5,0.0,50.0,0,1.4,0,not
1803,2021-03-17 03:00:00,306.0,76127,4.3,0.0,58.0,0,1.4,0,not
1804,2021-03-17 04:00:00,342.0,76127,4.5,0.0,55.0,0,1.4,0,not
1805,2021-03-17 05:00:00,496.0,76127,3.5,0.0,60.0,0,1.4,0,not
1806,2021-03-17 06:00:00,384.0,76127,3.1,0.0,63.0,0,1.4,0,not
1807,2021-03-17 07:00:00,244.0,76127,2.4,0.0,68.0,0,1.4,0,not
1808,2021-03-17 08:00:00,440.0,76127,4.5,0.0,60.0,0,1.4,0,not
1809,2021-03-17 09:00:00,478.0,76127,7.8,0.0,42.0,0,1.4,0,not
1810,2021-03-17 10:00:00,270.0,76127,9.6,0.0,39.0,0,1.4,0,not
1811,2021-03-17 11:00:00,672.0,76127,12.0,0.0,33.0,0,1.4,0,not
1812,2021-03-17 12:00:00,448.0,76127,13.9,0.0,32.0,0,1.4,0,not
1813,2021-03-17 13:00:00,258.0,76127,14.8,0.0,30.0,0,1.4,0,not
1814,2021-03-17 14:00:00,550.0,76127,17.2,0.0,26.0,0,1.4,0,not
1815,2021-03-17 15:00:00,492.0,76127,17.3,0.0,21.0,0,1.4,0,not
1816,2021-03-17 16:00:00,476.0,76127,17.6,0.0,22.0,0,1.4,0,not
1817,2021-03-17 17:00:00,298.0,76127,17.9,0.0,21.0,0,1.4,0,not
1818,2021-03-17 18:00:00,494.0,76127,15.8,0.0,31.0,0,1.4,0,not
1819,2021-03-17 19:00:00,424.0,76127,13.0,0.0,42.0,0,1.4,0,not
1820,2021-03-17 20:00:00,300.0,76127,14.6,0.0,47.0,0,1.4,0,not
1821,2021-03-17 21:00:00,638.0,76127,12.9,0.0,55.0,0,1.4,0,not
1822,2021-03-17 22:00:00,414.0,76127,12.0,0.0,59.0,0,1.4,0,not
1823,2021-03-17 23:00:00,588.0,76127,11.4,0.0,60.0,0,1.4,0,not
1824,2021-03-18 00:00:00,268.0,76127,8.0,0.0,73.0,0,4.0,0,not
1825,2021-03-18 01:00:00,408.0,76127,9.9,0.0,68.0,0,4.0,0,not
1826,2021-03-18 02:00:00,528.0,76127,6.7,0.0,81.0,0,4.0,0,not
1827,2021-03-18 03:00:00,218.0,76127,5.9,0.0,85.0,0,4.0,0,not
1828,2021-03-18 04:00:00,210.0,76127,5.3,0.0,88.0,0,4.0,0,not
1829,2021-03-18 05:00:00,508.0,76127,4.9,0.0,90.0,0,4.0,0,not
1830,2021-03-18 06:00:00,404.0,76127,4.5,0.0,91.0,0,4.0,0,not
1831,2021-03-18 07:00:00,228.0,76127,4.6,0.0,92.0,0,4.0,0,not
1832,2021-03-18 08:00:00,384.0,76127,6.1,0.0,86.0,0,4.0,0,not
1833,2021-03-18 09:00:00,564.0,76127,8.6,0.0,72.0,0,4.0,0,not
1834,2021-03-18 10:00:00,292.0,76127,10.8,0.0,62.0,0,4.0,0,not
1835,2021-03-18 11:00:00,588.0,76127,13.1,0.0,55.0,0,4.0,0,not
1836,2021-03-18 12:00:00,412.0,76127,14.8,0.0,49.0,0,4.0,0,not
1837,2021-03-18 13:00:00,388.0,76127,15.1,0.0,46.0,0,4.0,0,not
1838,2021-03-18 14:00:00,660.0,76127,17.3,0.0,41.0,0,4.0,0,not
1839,2021-03-18 15:00:00,300.0,76127,17.5,0.0,40.0,0,4.0,0,not
1840,2021-03-18 16:00:00,440.0,76127,18.2,0.0,40.0,0,4.0,0,not
1841,2021-03-18 17:00:00,360.0,76127,17.2,0.0,42.0,0,4.0,0,not
1842,2021-03-18 18:00:00,500.0,76127,16.0,0.0,45.0,0,4.0,0,not
1843,2021-03-18 19:00:00,596.0,76127,14.6,0.0,50.0,0,4.0,0,not
1844,2021-03-18 20:00:00,292.0,76127,12.7,0.0,55.0,0,4.0,0,not
1845,2021-03-18 21:00:00,408.0,76127,11.6,0.0,59.0,0,4.0,0,not
1846,2021-03-18 22:00:00,476.0,76127,10.8,0.0,62.0,0,4.0,0,not
1847,2021-03-18 23:00:00,420.0,76127,10.1,0.0,64.0,0,4.0,0,not
1848,2021-03-19 00:00:00,604.0,76127,9.4,0.0,68.0,0,6.9,0,not
1849,2021-03-19 01:00:00,320.0,76127,8.3,0.0,75.0,0,6.9,0,not
1850,2021-03-19 02:00:00,284.0,76127,8.5,0.0,75.0,0,6.9,0,not
1851,2021-03-19 03:00:00,572.0,76127,7.8,0.0,77.0,0,6.9,0,not
1852,2021-03-19 04:00:00,458.0,76127,7.9,0.0,77.0,0,6.9,0,not
1853,2021-03-19 05:00:00,288.0,76127,8.6,0.0,69.0,0,6.9,0,not
1854,2021-03-19 06:00:00,452.0,76127,8.2,0.0,72.0,0,6.9,0,not
1855,2021-03-19 07:00:00,406.0,76127,8.5,0.0,69.0,0,6.9,0,not
1856,2021-03-19 08:00:00,528.0,76127,8.8,0.0,67.0,0,6.9,0,not
1857,2021-03-19 09:00:00,352.0,76127,9.7,0.0,65.0,0,6.9,0,not
1858,2021-03-19 10:00:00,420.0,76127,11.2,0.0,58.0,0,6.9,0,not
1859,2021-03-19 11:00:00,324.0,76127,12.4,0.0,53.0,0,6.9,0,not
1860,2021-03-19 12:00:00,494.0,76127,13.9,0.0,50.0,0,6.9,0,not
1861,2021-03-19 13:00:00,610.0,76127,15.2,0.0,45.0,0,6.9,0,not
1862,2021-03-19 14:00:00,324.0,76127,16.2,0.0,41.0,0,6.9,0,not
1863,2021-03-19 15:00:00,588.0,76127,16.5,0.0,41.0,0,6.9,0,not
1864,2021-03-19 16:00:00,658.0,76127,16.3,0.0,40.0,0,6.9,0,not
1865,2021-03-19 17:00:00,358.0,76127,15.7,0.0,43.0,0,6.9,0,not
1866,2021-03-19 18:00:00,444.0,76127,13.6,0.0,50.0,0,6.9,0,not
1867,2021-03-19 19:00:00,346.0,76127,12.1,0.0,56.0,0,6.9,0,not
1868,2021-03-19 20:00:00,556.0,76127,11.6,0.0,58.0,0,6.9,0,not
1869,2021-03-19 21:00:00,230.0,76127,11.2,0.0,58.0,0,6.9,0,not
1870,2021-03-19 22:00:00,418.0,76127,10.9,0.0,61.0,0,6.9,0,not
1871,2021-03-19 23:00:00,566.0,76127,10.7,0.0,61.0,0,6.9,0,not
1872,2021-03-20 00:00:00,332.0,76127,10.5,0.0,62.0,1,5.3,0,not
1873,2021-03-20 01:00:00,474.0,76127,9.4,0.0,67.0,1,5.3,0,not
1874,2021-03-20 02:00:00,294.0,76127,7.6,0.0,77.0,1,5.3,0,not
1875,2021-03-20 03:00:00,328.0,76127,6.7,0.0,82.0,1,5.3,0,not
1876,2021-03-20 04:00:00,348.0,76127,7.1,0.0,80.0,1,5.3,0,not
1877,2021-03-20 05:00:00,312.0,76127,8.4,0.0,74.0,1,5.3,0,not
1878,2021-03-20 06:00:00,548.0,76127,8.0,0.1,82.0,1,5.3,0,not
1879,2021-03-20 07:00:00,390.0,76127,7.4,0.0,91.0,1,5.3,0,not
1880,2021-03-20 08:00:00,290.0,76127,7.7,0.0,92.0,1,5.3,0,not
1881,2021-03-20 09:00:00,456.0,76127,7.6,1.2,92.0,1,5.3,0,not
1882,2021-03-20 10:00:00,412.0,76127,8.0,0.0,88.0,1,5.3,0,not
1883,2021-03-20 11:00:00,418.0,76127,8.3,0.0,90.0,1,5.3,0,not
1884,2021-03-20 12:00:00,254.0,76127,8.4,0.8,92.0,1,5.3,0,not
1885,2021-03-20 13:00:00,260.0,76127,8.7,0.0,91.0,1,5.3,0,not
1886,2021-03-20 14:00:00,664.0,76127,9.3,0.0,87.0,1,5.3,0,not
1887,2021-03-20 15:00:00,440.0,76127,9.9,0.1,86.0,1,5.3,0,not
1888,2021-03-20 16:00:00,300.0,76127,10.1,0.0,85.0,1,5.3,0,not
1889,2021-03-20 17:00:00,500.0,76127,10.5,0.0,82.0,1,5.3,0,not
1890,2021-03-20 18:00:00,440.0,76127,10.2,0.0,84.0,1,5.3,0,not
1891,2021-03-20 19:00:00,314.0,76127,10.2,0.0,86.0,1,5.3,0,not
1892,2021-03-20 20:00:00,262.0,76127,10.3,0.0,87.0,1,5.3,0,not
1893,2021-03-20 21:00:00,596.0,76127,10.4,0.0,85.0,1,5.3,0,not
1894,2021-03-20 22:00:00,328.0,76127,10.4,0.0,81.0,1,5.3,0,not
1895,2021-03-20 23:00:00,260.0,76127,10.2,0.0,83.0,1,5.3,0,not
1896,2021-03-21 00:00:00,532.0,76127,10.2,0.0,81.0,1,2.0,0,not
1897,2021-03-21 01:00:00,432.0,76127,10.1,0.0,82.0,1,2.0,0,not
1898,2021-03-21 02:00:00,310.0,76127,9.6,0.0,82.0,1,2.0,0,not
1899,2021-03-21 03:00:00,308.0,76127,8.9,0.0,76.0,1,2.0,0,not
1900,2021-03-21 04:00:00,496.0,76127,8.4,0.0,72.0,1,2.0,0,not
1901,2021-03-21 05:00:00,338.0,76127,7.8,0.0,73.0,1,2.0,0,not
1902,2021-03-21 06:00:00,224.0,76127,7.4,0.0,75.0,1,2.0,0,not
1903,2021-03-21 07:00:00,252.0,76127,7.5,0.0,70.0,1,2.0,0,not
1904,2021-03-21 08:00:00,514.0,76127,7.8,0.0,65.0,1,2.0,0,not
1905,2021-03-21 09:00:00,390.0,76127,8.9,0.0,60.0,1,2.0,0,not
1906,2021-03-21 10:00:00,220.0,76127,8.8,0.0,60.0,1,2.0,0,not
1907,2021-03-21 11:00:00,272.0,76127,9.3,0.0,57.0,1,2.0,0,not
1908,2021-03-21 12:00:00,600.0,76127,9.3,0.0,54.0,1,2.0,0,not
1909,2021-03-21 13:00:00,384.0,76127,9.8,0.0,49.0,1,2.0,0,not
1910,2021-03-21 14:00:00,248.0,76127,11.2,0.0,40.0,1,2.0,0,not
1911,2021-03-21 15:00:00,300.0,76127,11.4,0.0,34.0,1,2.0,0,not
1912,2021-03-21 16:00:00,408.0,76127,11.3,0.0,28.0,1,2.0,0,not
1913,2021-03-21 17:00:00,468.0,76127,10.4,0.0,30.0,1,2.0,0,not
1914,2021-03-21 18:00:00,190.0,76127,9.1,0.0,34.0,1,2.0,0,not
1915,2021-03-21 19:00:00,326.0,76127,7.5,0.0,40.0,1,2.0,0,not
1916,2021-03-21 20:00:00,264.0,76127,6.3,0.0,43.0,1,2.0,0,not
1917,2021-03-21 21:00:00,544.0,76127,6.1,0.0,48.0,1,2.0,0,not
1918,2021-03-21 22:00:00,444.0,76127,5.8,0.0,50.0,1,2.0,0,not
1919,2021-03-21 23:00:00,392.0,76127,5.1,0.0,52.0,1,2.0,0,not
1920,2021-03-22 00:00:00,344.0,76127,5.2,0.0,51.0,0,0.2,0,not
1921,2021-03-22 01:00:00,384.0,76127,5.0,0.0,53.0,0,0.2,0,not
1922,2021-03-22 02:00:00,356.0,76127,4.7,0.0,53.0,0,0.2,0,not
1923,2021-03-22 03:00:00,340.0,76127,4.6,0.0,52.0,0,0.2,0,not
1924,2021-03-22 04:00:00,424.0,76127,4.2,0.0,49.0,0,0.2,0,not
1925,2021-03-22 05:00:00,364.0,76127,3.9,0.0,49.0,0,0.2,0,not
1926,2021-03-22 06:00:00,340.0,76127,3.1,0.0,52.0,0,0.2,0,not
1927,2021-03-22 07:00:00,244.0,76127,3.3,0.0,54.0,0,0.2,0,not
1928,2021-03-22 08:00:00,266.0,76127,5.1,0.0,46.0,0,0.2,0,not
1929,2021-03-22 09:00:00,482.0,76127,6.6,0.0,40.0,0,0.2,0,not
1930,2021-03-22 10:00:00,392.0,76127,8.0,0.0,30.0,0,0.2,0,not
1931,2021-03-22 11:00:00,332.0,76127,10.4,0.0,25.0,0,0.2,0,not
1932,2021-03-22 12:00:00,276.0,76127,11.5,0.0,20.0,0,0.2,0,not
1933,2021-03-22 13:00:00,440.0,76127,12.3,0.0,20.0,0,0.2,0,not
1934,2021-03-22 14:00:00,356.0,76127,12.2,0.0,23.0,0,0.2,0,not
1935,2021-03-22 15:00:00,244.0,76127,11.8,0.0,25.0,0,0.2,0,not
1936,2021-03-22 16:00:00,574.0,76127,12.4,0.0,25.0,0,0.2,0,not
1937,2021-03-22 17:00:00,450.0,76127,10.6,0.0,29.0,0,0.2,0,not
1938,2021-03-22 18:00:00,280.0,76127,11.0,0.0,23.0,0,0.2,0,not
1939,2021-03-22 19:00:00,284.0,76127,10.1,0.0,29.0,0,0.2,0,not
1940,2021-03-22 20:00:00,322.0,76127,8.9,0.0,33.0,0,0.2,0,not
1941,2021-03-22 21:00:00,570.0,76127,8.5,0.0,30.0,0,0.2,0,not
1942,2021-03-22 22:00:00,324.0,76127,7.7,0.0,34.0,0,0.2,0,not
1943,2021-03-22 23:00:00,416.0,76127,6.4,0.0,42.0,0,0.2,0,not
1944,2021-03-23 00:00:00,692.0,76127,5.1,0.0,52.0,0,-0.2,0,not
1945,2021-03-23 01:00:00,316.0,76127,5.2,0.0,56.0,0,-0.2,0,not
1946,2021-03-23 02:00:00,308.0,76127,5.6,0.0,55.0,0,-0.2,0,not
1947,2021-03-23 03:00:00,376.0,76127,3.5,0.0,65.0,0,-0.2,0,not
1948,2021-03-23 04:00:00,400.0,76127,2.4,0.0,70.0,0,-0.2,0,not
1949,2021-03-23 05:00:00,620.0,76127,1.7,0.0,71.0,0,-0.2,0,not
1950,2021-03-23 06:00:00,304.0,76127,0.7,0.0,77.0,0,-0.2,0,not
1951,2021-03-23 07:00:00,252.0,76127,0.8,0.0,76.0,0,-0.2,0,not
1952,2021-03-23 08:00:00,644.0,76127,3.4,0.0,65.0,0,-0.2,0,not
1953,2021-03-23 09:00:00,386.0,76127,6.2,0.0,61.0,0,-0.2,0,not
1954,2021-03-23 10:00:00,330.0,76127,10.2,0.0,41.0,0,-0.2,0,not
1955,2021-03-23 11:00:00,262.0,76127,12.6,0.0,29.0,0,-0.2,0,not
1956,2021-03-23 12:00:00,526.0,76127,14.7,0.0,24.0,0,-0.2,0,not
1957,2021-03-23 13:00:00,536.0,76127,17.8,0.0,16.0,0,-0.2,0,not
1958,2021-03-23 14:00:00,408.0,76127,18.4,0.0,18.0,0,-0.2,0,not
1959,2021-03-23 15:00:00,454.0,76127,19.3,0.0,18.0,0,-0.2,0,not
1960,2021-03-23 16:00:00,354.0,76127,18.9,0.0,22.0,0,-0.2,0,not
1961,2021-03-23 17:00:00,602.0,76127,17.6,0.0,24.0,0,-0.2,0,not
1962,2021-03-23 18:00:00,386.0,76127,16.1,0.0,24.0,0,-0.2,0,not
1963,2021-03-23 19:00:00,400.0,76127,14.5,0.0,30.0,0,-0.2,0,not
1964,2021-03-23 20:00:00,374.0,76127,11.8,0.0,40.0,0,-0.2,0,not
1965,2021-03-23 21:00:00,354.0,76127,9.9,0.0,48.0,0,-0.2,0,not
1966,2021-03-23 22:00:00,608.0,76127,8.2,0.0,55.0,0,-0.2,0,not
1967,2021-03-23 23:00:00,444.0,76127,7.4,0.0,58.0,0,-0.2,0,not
1968,2021-03-24 00:00:00,396.0,76127,6.6,0.0,59.0,0,1.8,0,not
1969,2021-03-24 01:00:00,432.0,76127,5.3,0.0,63.0,0,1.8,0,not
1970,2021-03-24 02:00:00,368.0,76127,4.7,0.0,63.0,0,1.8,0,not
1971,2021-03-24 03:00:00,386.0,76127,4.2,0.0,67.0,0,1.8,0,not
1972,2021-03-24 04:00:00,316.0,76127,3.4,0.0,71.0,0,1.8,0,not
1973,2021-03-24 05:00:00,396.0,76127,2.9,0.0,73.0,0,1.8,0,not
1974,2021-03-24 06:00:00,594.0,76127,2.6,0.0,74.0,0,1.8,0,not
1975,2021-03-24 07:00:00,278.0,76127,2.4,0.0,75.0,0,1.8,0,not
1976,2021-03-24 08:00:00,418.0,76127,4.8,0.0,66.0,0,1.8,0,not
1977,2021-03-24 09:00:00,428.0,76127,7.9,0.0,56.0,0,1.8,0,not
1978,2021-03-24 10:00:00,336.0,76127,10.7,0.0,47.0,0,1.8,0,not
1979,2021-03-24 11:00:00,368.0,76127,13.0,0.0,31.0,0,1.8,0,not
1980,2021-03-24 12:00:00,522.0,76127,15.4,0.0,26.0,0,1.8,0,not
1981,2021-03-24 13:00:00,530.0,76127,16.1,0.0,24.0,0,1.8,0,not
1982,2021-03-24 14:00:00,306.0,76127,17.7,0.0,19.0,0,1.8,0,not
1983,2021-03-24 15:00:00,318.0,76127,17.0,0.0,24.0,0,1.8,0,not
1984,2021-03-24 16:00:00,416.0,76127,16.3,0.0,26.0,0,1.8,0,not
1985,2021-03-24 17:00:00,580.0,76127,16.2,0.0,24.0,0,1.8,0,not
1986,2021-03-24 18:00:00,344.0,76127,16.3,0.0,24.0,0,1.8,0,not
1987,2021-03-24 19:00:00,366.0,76127,15.5,0.0,26.0,0,1.8,0,not
1988,2021-03-24 20:00:00,272.0,76127,12.9,0.0,37.0,0,1.8,0,not
1989,2021-03-24 21:00:00,546.0,76127,10.8,0.0,40.0,0,1.8,0,not
1990,2021-03-24 22:00:00,224.0,76127,9.8,0.0,43.0,0,1.8,0,not
1991,2021-03-24 23:00:00,612.0,76127,8.7,0.0,48.0,0,1.8,0,not
1992,2021-03-25 00:00:00,296.0,76127,8.5,0.0,54.0,0,4.6,0,not
1993,2021-03-25 01:00:00,262.0,76127,7.1,0.0,63.0,0,4.6,0,not
1994,2021-03-25 02:00:00,492.0,76127,7.1,0.0,64.0,0,4.6,0,not
1995,2021-03-25 03:00:00,426.0,76127,7.0,0.0,67.0,0,4.6,0,not
1996,2021-03-25 04:00:00,260.0,76127,6.2,0.0,70.0,0,4.6,0,not
1997,2021-03-25 05:00:00,260.0,76127,5.3,0.0,75.0,0,4.6,0,not
1998,2021-03-25 06:00:00,532.0,76127,5.5,0.0,77.0,0,4.6,0,not
1999,2021-03-25 07:00:00,296.0,76127,4.7,0.0,84.0,0,4.6,0,not
2000,2021-03-25 08:00:00,352.0,76127,7.9,0.0,67.0,0,4.6,0,not
2001,2021-03-25 09:00:00,288.0,76127,11.1,0.0,56.0,0,4.6,0,not
2002,2021-03-25 10:00:00,476.0,76127,14.3,0.0,47.0,0,4.6,0,not
2003,2021-03-25 11:00:00,558.0,76127,16.2,0.0,40.0,0,4.6,0,not
2004,2021-03-25 12:00:00,344.0,76127,18.9,0.0,33.0,0,4.6,0,not
2005,2021-03-25 13:00:00,386.0,76127,19.5,0.0,29.0,0,4.6,0,not
2006,2021-03-25 14:00:00,400.0,76127,21.0,0.0,24.0,0,4.6,0,not
2007,2021-03-25 15:00:00,522.0,76127,21.3,0.0,22.0,0,4.6,0,not
2008,2021-03-25 16:00:00,436.0,76127,21.3,0.0,20.0,0,4.6,0,not
2009,2021-03-25 17:00:00,592.0,76127,21.5,0.0,17.0,0,4.6,0,not
2010,2021-03-25 18:00:00,518.0,76127,20.2,0.0,18.0,0,4.6,0,not
2011,2021-03-25 19:00:00,310.0,76127,17.6,0.0,25.0,0,4.6,0,not
2012,2021-03-25 20:00:00,390.0,76127,15.6,0.0,31.0,0,4.6,0,not
2013,2021-03-25 21:00:00,528.0,76127,13.6,0.0,39.0,0,4.6,0,not
2014,2021-03-25 22:00:00,364.0,76127,14.7,0.0,46.0,0,4.6,0,not
2015,2021-03-25 23:00:00,640.0,76127,12.6,0.0,56.0,0,4.6,0,not
2016,2021-03-26 00:00:00,500.0,76127,11.0,0.0,64.0,0,5.2,0,not
2017,2021-03-26 01:00:00,248.0,76127,9.8,0.0,69.0,0,5.2,0,not
2018,2021-03-26 02:00:00,548.0,76127,9.0,0.0,71.0,0,5.2,0,not
2019,2021-03-26 03:00:00,312.0,76127,8.6,0.0,74.0,0,5.2,0,not
2020,2021-03-26 04:00:00,418.0,76127,7.5,0.0,77.0,0,5.2,0,not
2021,2021-03-26 05:00:00,354.0,76127,7.0,0.0,77.0,0,5.2,0,not
2022,2021-03-26 06:00:00,360.0,76127,5.8,0.0,82.0,0,5.2,0,not
2023,2021-03-26 07:00:00,444.0,76127,6.0,0.0,80.0,0,5.2,0,not
2024,2021-03-26 08:00:00,354.0,76127,8.7,0.0,70.0,0,5.2,0,not
2025,2021-03-26 09:00:00,282.0,76127,12.1,0.0,55.0,0,5.2,0,not
2026,2021-03-26 10:00:00,210.0,76127,14.5,0.0,47.0,0,5.2,0,not
2027,2021-03-26 11:00:00,758.0,76127,18.7,0.0,27.0,0,5.2,0,not
2028,2021-03-26 12:00:00,362.0,76127,21.0,0.0,14.0,0,5.2,0,not
2029,2021-03-26 13:00:00,416.0,76127,21.5,0.0,11.0,0,5.2,0,not
2030,2021-03-26 14:00:00,352.0,76127,22.1,0.0,10.0,0,5.2,0,not
2031,2021-03-26 15:00:00,598.0,76127,22.9,0.0,11.0,0,5.2,0,not
2032,2021-03-26 16:00:00,448.0,76127,22.6,0.0,11.0,0,5.2,0,not
2033,2021-03-26 17:00:00,298.0,76127,22.4,0.0,11.0,0,5.2,0,not
2034,2021-03-26 18:00:00,346.0,76127,22.0,0.0,15.0,0,5.2,0,not
2035,2021-03-26 19:00:00,552.0,76127,20.3,0.0,25.0,0,5.2,0,not
2036,2021-03-26 20:00:00,464.0,76127,18.4,0.0,30.0,0,5.2,0,not
2037,2021-03-26 21:00:00,316.0,76127,17.6,0.0,24.0,0,5.2,0,not
2038,2021-03-26 22:00:00,340.0,76127,16.7,0.0,28.0,0,5.2,0,not
2039,2021-03-26 23:00:00,652.0,76127,16.4,0.0,33.0,0,5.2,0,not
2040,2021-03-27 00:00:00,416.0,76127,15.8,0.0,38.0,1,9.4,0,not
2041,2021-03-27 01:00:00,372.0,76127,15.1,0.0,41.0,1,9.4,0,not
2042,2021-03-27 02:00:00,348.0,76127,13.5,0.0,48.0,1,9.4,0,not
2043,2021-03-27 03:00:00,454.0,76127,12.9,0.0,52.0,1,9.4,0,not
2044,2021-03-27 04:00:00,588.0,76127,12.3,0.0,53.0,1,9.4,0,not
2045,2021-03-27 05:00:00,274.0,76127,11.4,0.0,57.0,1,9.4,0,not
2046,2021-03-27 06:00:00,422.0,76127,10.9,0.0,60.0,1,9.4,0,not
2047,2021-03-27 07:00:00,482.0,76127,10.3,0.0,63.0,1,9.4,0,not
2048,2021-03-27 08:00:00,272.0,76127,11.1,0.0,62.0,1,9.4,0,not
2049,2021-03-27 09:00:00,304.0,76127,12.7,0.0,55.0,1,9.4,0,not
2050,2021-03-27 10:00:00,356.0,76127,14.0,0.0,50.0,1,9.4,0,not
2051,2021-03-27 11:00:00,398.0,76127,14.6,0.0,46.0,1,9.4,0,not
2052,2021-03-27 12:00:00,450.0,76127,15.7,0.0,49.0,1,9.4,0,not
2053,2021-03-27 13:00:00,276.0,76127,15.4,0.0,53.0,1,9.4,0,not
2054,2021-03-27 14:00:00,230.0,76127,14.3,0.0,67.0,1,9.4,0,not
2055,2021-03-27 15:00:00,718.0,76127,13.5,1.5,83.0,1,9.4,0,not
2056,2021-03-27 16:00:00,336.0,76127,12.4,0.0,91.0,1,9.4,0,not
2057,2021-03-27 17:00:00,268.0,76127,12.3,0.0,93.0,1,9.4,0,not
2058,2021-03-27 18:00:00,504.0,76127,12.4,3.1,92.0,1,9.4,0,not
2059,2021-03-27 19:00:00,184.0,76127,13.0,0.0,93.0,1,9.4,0,not
2060,2021-03-27 20:00:00,528.0,76127,14.7,0.0,89.0,1,9.4,0,not
2061,2021-03-27 21:00:00,438.0,76127,14.7,4.6,90.0,1,9.4,0,not
2062,2021-03-27 22:00:00,174.0,76127,15.1,0.0,91.0,1,9.4,0,not
2063,2021-03-27 23:00:00,316.0,76127,15.4,0.0,90.0,1,9.4,0,not
2064,2021-03-28 00:00:00,346.0,76127,15.6,6.9,90.0,1,7.9,0,not
2065,2021-03-28 01:00:00,520.0,76127,15.7,0.0,92.0,1,7.9,0,not
2066,2021-03-28 02:00:00,260.0,76127,15.6,0.0,93.0,1,7.9,0,not
2067,2021-03-28 03:00:00,298.0,76127,14.8,0.7,95.0,1,7.9,0,not
2068,2021-03-28 04:00:00,372.0,76127,14.6,0.0,96.0,1,7.9,0,not
2069,2021-03-28 05:00:00,260.0,76127,14.3,0.0,96.0,1,7.9,0,not
2070,2021-03-28 06:00:00,428.0,76127,14.6,0.4,82.0,1,7.9,0,not
2071,2021-03-28 07:00:00,244.0,76127,12.8,0.0,82.0,1,7.9,0,not
2072,2021-03-28 08:00:00,312.0,76127,12.8,0.0,73.0,1,7.9,0,not
2073,2021-03-28 09:00:00,392.0,76127,12.3,0.0,75.0,1,7.9,0,not
2074,2021-03-28 10:00:00,376.0,76127,13.8,0.0,67.0,1,7.9,0,not
2075,2021-03-28 11:00:00,260.0,76127,14.2,0.0,66.0,1,7.9,0,not
2076,2021-03-28 12:00:00,366.0,76127,14.7,0.0,66.0,1,7.9,0,not
2077,2021-03-28 13:00:00,600.0,76127,14.9,0.0,65.0,1,7.9,0,not
