,ds,y,week,population,temp,rain,hum,st
2296,2017-04-06 17:00:00,51.0,weekday,"18,106",17.1,0.0,66.9,6.433333333333334
2297,2017-04-06 18:00:00,196.0,weekday,"18,106",16.4,0.0,64.8,6.433333333333334
2298,2017-04-06 19:00:00,202.0,weekday,"18,106",15.8,0.0,64.1,6.433333333333334
2299,2017-04-06 20:00:00,372.0,weekday,"18,106",14.5,0.0,67.4,6.433333333333334
2300,2017-04-06 21:00:00,383.0,weekday,"18,106",11.6,0.0,84.8,6.433333333333334
2301,2017-04-06 22:00:00,496.0,weekday,"18,106",10.7,0.0,89.8,6.433333333333334
2302,2017-04-06 23:00:00,177.0,weekday,"18,106",9.0,0.0,95.0,6.433333333333334
2303,2017-04-07 00:00:00,48.0,weekday,"18,106",8.2,0.0,96.3,8.3
2304,2017-04-07 01:00:00,64.0,weekday,"18,106",7.0,0.0,97.1,8.3
2305,2017-04-07 02:00:00,181.0,weekday,"18,106",7.5,0.0,97.2,8.3
2306,2017-04-07 03:00:00,63.0,weekday,"18,106",6.8,0.0,97.5,8.3
2307,2017-04-07 04:00:00,173.0,weekday,"18,106",6.3,0.0,97.4,8.3
2308,2017-04-07 05:00:00,149.0,weekday,"18,106",5.5,0.0,97.4,8.3
2309,2017-04-07 06:00:00,132.0,weekday,"18,106",5.3,0.0,97.7,8.3
2310,2017-04-07 07:00:00,60.0,weekday,"18,106",5.4,0.0,97.4,8.3
2311,2017-04-07 08:00:00,258.0,weekday,"18,106",6.8,0.0,97.4,8.3
2312,2017-04-07 09:00:00,187.0,weekday,"18,106",10.7,0.0,97.9,8.3
2313,2017-04-07 10:00:00,204.0,weekday,"18,106",14.4,0.0,77.5,8.3
2314,2017-04-07 11:00:00,444.0,weekday,"18,106",16.5,0.0,54.0,8.3
2315,2017-04-07 12:00:00,527.0,weekday,"18,106",18.7,0.0,41.6,8.3
2316,2017-04-07 13:00:00,304.0,weekday,"18,106",20.4,0.0,41.4,8.3
2317,2017-04-07 14:00:00,430.0,weekday,"18,106",22.6,0.0,37.3,8.3
2318,2017-04-07 15:00:00,145.0,weekday,"18,106",23.2,0.0,36.2,8.3
2319,2017-04-07 16:00:00,78.0,weekday,"18,106",24.5,0.0,33.8,8.3
2320,2017-04-07 17:00:00,64.0,weekday,"18,106",24.0,0.0,30.6,8.3
2321,2017-04-07 18:00:00,60.0,weekday,"18,106",22.4,0.0,35.9,8.3
2322,2017-04-07 19:00:00,184.0,weekday,"18,106",18.1,0.0,46.6,8.3
2323,2017-04-07 20:00:00,370.0,weekday,"18,106",15.6,0.0,56.7,8.3
2324,2017-04-07 21:00:00,300.0,weekday,"18,106",13.1,0.0,70.4,8.3
2325,2017-04-07 22:00:00,104.0,weekday,"18,106",11.4,0.0,78.2,8.3
2326,2017-04-07 23:00:00,312.0,weekday,"18,106",10.5,0.0,80.4,8.3
2327,2017-04-08 00:00:00,169.0,weekend,"18,106",9.4,0.0,85.2,9.3
2328,2017-04-08 01:00:00,147.0,weekend,"18,106",8.8,0.0,87.5,9.3
2329,2017-04-08 02:00:00,121.0,weekend,"18,106",8.3,0.0,90.6,9.3
2330,2017-04-08 03:00:00,91.0,weekend,"18,106",7.5,0.0,94.3,9.3
2331,2017-04-08 04:00:00,298.0,weekend,"18,106",6.7,0.0,95.8,9.3
2332,2017-04-08 05:00:00,16.0,weekend,"18,106",6.5,0.0,96.3,9.3
2333,2017-04-08 06:00:00,17.0,weekend,"18,106",6.2,0.0,96.7,9.3
2334,2017-04-08 07:00:00,21.0,weekend,"18,106",6.7,0.0,96.5,9.3
2335,2017-04-08 08:00:00,28.0,weekend,"18,106",9.8,0.0,93.6,9.3
2336,2017-04-08 09:00:00,128.0,weekend,"18,106",14.0,0.0,72.5,9.3
2337,2017-04-08 10:00:00,152.0,weekend,"18,106",19.1,0.0,50.3,9.3
2338,2017-04-08 11:00:00,357.0,weekend,"18,106",21.7,0.0,40.9,9.3
2339,2017-04-08 12:00:00,242.0,weekend,"18,106",22.7,0.0,35.2,9.3
2340,2017-04-08 13:00:00,251.0,weekend,"18,106",25.3,0.0,24.2,9.3
2341,2017-04-08 14:00:00,225.0,weekend,"18,106",25.4,0.0,19.3,9.3
2342,2017-04-08 15:00:00,217.0,weekend,"18,106",25.8,0.0,13.4,9.3
2343,2017-04-08 16:00:00,255.0,weekend,"18,106",25.6,0.0,14.0,9.3
2344,2017-04-08 17:00:00,347.0,weekend,"18,106",24.7,0.0,16.7,9.3
2345,2017-04-08 18:00:00,309.0,weekend,"18,106",23.2,0.0,21.3,9.3
2346,2017-04-08 19:00:00,87.0,weekend,"18,106",21.1,0.0,28.1,9.3
2347,2017-04-08 20:00:00,62.0,weekend,"18,106",20.7,0.0,37.8,9.3
2348,2017-04-08 21:00:00,161.0,weekend,"18,106",19.2,0.0,42.1,9.3
2349,2017-04-08 22:00:00,119.0,weekend,"18,106",18.2,0.0,44.5,9.3
2350,2017-04-08 23:00:00,101.0,weekend,"18,106",15.2,0.0,53.7,9.3
2351,2017-04-09 00:00:00,165.0,weekend,"18,106",13.2,0.0,66.7,8.0
2352,2017-04-09 01:00:00,155.0,weekend,"18,106",13.3,0.0,65.0,8.0
2353,2017-04-09 02:00:00,271.0,weekend,"18,106",15.5,0.0,50.8,8.0
2354,2017-04-09 03:00:00,16.0,weekend,"18,106",15.1,0.0,54.3,8.0
2355,2017-04-09 04:00:00,58.0,weekend,"18,106",14.4,0.0,55.8,8.0
2356,2017-04-09 05:00:00,64.0,weekend,"18,106",13.1,0.0,64.8,8.0
2357,2017-04-09 06:00:00,16.0,weekend,"18,106",12.4,0.0,69.3,8.0
2358,2017-04-09 07:00:00,33.0,weekend,"18,106",13.9,0.0,59.4,8.0
2359,2017-04-09 08:00:00,192.0,weekend,"18,106",14.7,0.0,59.5,8.0
2360,2017-04-09 09:00:00,156.0,weekend,"18,106",16.3,0.0,51.2,8.0
2361,2017-04-09 10:00:00,116.0,weekend,"18,106",16.5,0.0,52.2,8.0
2362,2017-04-09 11:00:00,259.0,weekend,"18,106",16.6,0.0,53.1,8.0
2363,2017-04-09 12:00:00,268.0,weekend,"18,106",14.3,0.0,60.1,8.0
2364,2017-04-09 13:00:00,308.0,weekend,"18,106",11.9,0.0,74.4,8.0
2365,2017-04-09 14:00:00,288.0,weekend,"18,106",11.8,0.0,70.9,8.0
2366,2017-04-09 15:00:00,129.0,weekend,"18,106",12.7,0.0,54.1,8.0
2367,2017-04-09 16:00:00,230.0,weekend,"18,106",13.0,0.0,49.4,8.0
2368,2017-04-09 17:00:00,218.0,weekend,"18,106",13.1,0.0,46.5,8.0
2369,2017-04-09 18:00:00,190.0,weekend,"18,106",13.3,0.0,46.1,8.0
2370,2017-04-09 19:00:00,460.0,weekend,"18,106",12.6,0.0,45.0,8.0
2371,2017-04-09 20:00:00,177.0,weekend,"18,106",11.4,0.0,46.3,8.0
2372,2017-04-09 21:00:00,135.0,weekend,"18,106",8.6,0.0,67.4,8.0
2373,2017-04-09 22:00:00,285.0,weekend,"18,106",7.9,0.0,67.4,8.0
2374,2017-04-09 23:00:00,634.0,weekend,"18,106",6.9,0.0,74.9,8.0
2375,2017-04-10 00:00:00,202.0,weekday,"18,106",6.4,0.0,75.2,5.5
2376,2017-04-10 01:00:00,104.0,weekday,"18,106",5.1,0.0,84.2,5.5
2377,2017-04-10 02:00:00,77.0,weekday,"18,106",4.6,0.0,84.9,5.5
2378,2017-04-10 03:00:00,15.0,weekday,"18,106",3.8,0.0,86.3,5.5
2379,2017-04-10 04:00:00,19.0,weekday,"18,106",3.5,0.0,89.0,5.5
2380,2017-04-10 05:00:00,14.0,weekday,"18,106",2.8,0.0,90.8,5.5
2381,2017-04-10 06:00:00,15.0,weekday,"18,106",2.4,0.0,93.0,5.5
2382,2017-04-10 07:00:00,22.0,weekday,"18,106",3.2,0.0,93.6,5.5
2383,2017-04-10 08:00:00,56.0,weekday,"18,106",8.3,0.0,72.8,5.5
2384,2017-04-10 09:00:00,306.0,weekday,"18,106",10.7,0.0,49.4,5.5
2385,2017-04-10 10:00:00,394.0,weekday,"18,106",13.0,0.0,41.2,5.5
2386,2017-04-10 11:00:00,220.0,weekday,"18,106",14.1,0.0,39.1,5.5
2387,2017-04-10 12:00:00,132.0,weekday,"18,106",16.1,0.0,35.9,5.5
2388,2017-04-10 13:00:00,171.0,weekday,"18,106",17.9,0.0,29.2,5.5
2389,2017-04-10 14:00:00,237.0,weekday,"18,106",18.9,0.0,23.1,5.5
2390,2017-04-10 15:00:00,220.0,weekday,"18,106",19.2,0.0,16.2,5.5
2391,2017-04-10 16:00:00,254.0,weekday,"18,106",19.3,0.0,16.9,5.5
2392,2017-04-10 17:00:00,345.0,weekday,"18,106",19.3,0.0,15.4,5.5
2393,2017-04-10 18:00:00,255.0,weekday,"18,106",16.8,0.0,19.1,5.5
2394,2017-04-10 19:00:00,123.0,weekday,"18,106",14.7,0.0,37.2,5.5
2395,2017-04-10 20:00:00,302.0,weekday,"18,106",13.4,0.0,43.3,5.5
2396,2017-04-10 21:00:00,408.0,weekday,"18,106",12.4,0.0,47.4,5.5
2397,2017-04-10 22:00:00,268.0,weekday,"18,106",11.8,0.0,49.9,5.5
2398,2017-04-10 23:00:00,158.0,weekday,"18,106",11.3,0.0,56.6,5.5
2399,2017-04-11 00:00:00,290.0,weekday,"18,106",8.8,1.0,85.3,6.6
2400,2017-04-11 01:00:00,133.0,weekday,"18,106",8.2,3.0,86.5,6.6
2401,2017-04-11 02:00:00,36.0,weekday,"18,106",7.8,4.0,92.3,6.6
2402,2017-04-11 03:00:00,32.0,weekday,"18,106",7.7,3.0,94.6,6.6
2403,2017-04-11 04:00:00,50.0,weekday,"18,106",7.7,2.0,97.0,6.6
2404,2017-04-11 05:00:00,74.0,weekday,"18,106",7.5,2.5,97.2,6.6
2405,2017-04-11 06:00:00,99.0,weekday,"18,106",7.7,0.5,91.6,6.6
2406,2017-04-11 07:00:00,232.0,weekday,"18,106",8.3,1.0,88.7,6.6
2407,2017-04-11 08:00:00,353.0,weekday,"18,106",8.5,1.5,82.4,6.6
2408,2017-04-11 09:00:00,367.0,weekday,"18,106",8.3,0.5,80.6,6.6
2409,2017-04-11 10:00:00,314.0,weekday,"18,106",8.9,0.5,75.0,6.6
2410,2017-04-11 11:00:00,230.0,weekday,"18,106",10.9,0.5,65.5,6.6
2411,2017-04-11 12:00:00,136.0,weekday,"18,106",12.0,0.0,61.9,6.6
2412,2017-04-11 13:00:00,79.0,weekday,"18,106",14.6,0.0,52.7,6.6
2413,2017-04-11 14:00:00,200.0,weekday,"18,106",16.8,0.0,43.4,6.6
2414,2017-04-11 15:00:00,570.0,weekday,"18,106",17.8,0.0,39.3,6.6
2415,2017-04-11 16:00:00,133.0,weekday,"18,106",19.3,0.0,38.5,6.6
2416,2017-04-11 17:00:00,382.0,weekday,"18,106",19.1,0.0,38.6,6.6
2417,2017-04-11 18:00:00,324.0,weekday,"18,106",17.4,0.0,42.7,6.6
2418,2017-04-11 19:00:00,143.0,weekday,"18,106",15.8,0.0,46.1,6.6
2419,2017-04-11 20:00:00,135.0,weekday,"18,106",14.7,0.0,46.8,6.6
2420,2017-04-11 21:00:00,234.0,weekday,"18,106",10.2,0.0,66.7,6.6
2421,2017-04-11 22:00:00,75.0,weekday,"18,106",9.8,0.0,66.2,6.6
2422,2017-04-11 23:00:00,371.0,weekday,"18,106",13.7,0.0,38.2,6.6
2423,2017-04-12 00:00:00,328.0,weekday,"18,106",13.0,0.0,33.3,6.35
2424,2017-04-12 01:00:00,151.0,weekday,"18,106",12.5,0.0,24.4,6.35
2425,2017-04-12 02:00:00,110.0,weekday,"18,106",12.1,0.0,20.1,6.35
2426,2017-04-12 03:00:00,65.0,weekday,"18,106",11.4,0.0,20.2,6.35
2427,2017-04-12 04:00:00,27.0,weekday,"18,106",11.0,0.0,19.4,6.35
2428,2017-04-12 05:00:00,28.0,weekday,"18,106",10.5,0.0,19.1,6.35
2429,2017-04-12 06:00:00,154.0,weekday,"18,106",9.9,0.0,19.0,6.35
2430,2017-04-12 07:00:00,177.0,weekday,"18,106",9.3,0.0,22.1,6.35
2431,2017-04-12 08:00:00,378.0,weekday,"18,106",10.6,0.0,21.8,6.35
2432,2017-04-12 09:00:00,177.0,weekday,"18,106",12.5,0.0,18.8,6.35
2433,2017-04-12 10:00:00,290.0,weekday,"18,106",16.6,0.0,13.7,6.35
2434,2017-04-12 11:00:00,244.0,weekday,"18,106",16.6,0.0,11.9,6.35
2435,2017-04-12 12:00:00,139.0,weekday,"18,106",17.0,0.0,12.1,6.35
2436,2017-04-12 13:00:00,192.0,weekday,"18,106",17.4,0.0,11.9,6.35
2437,2017-04-12 14:00:00,220.0,weekday,"18,106",18.8,0.0,11.6,6.35
2438,2017-04-12 15:00:00,72.0,weekday,"18,106",18.2,0.0,11.7,6.35
2439,2017-04-12 16:00:00,125.0,weekday,"18,106",17.9,0.0,12.3,6.35
2440,2017-04-12 17:00:00,205.0,weekday,"18,106",17.7,0.0,12.1,6.35
2441,2017-04-12 18:00:00,365.0,weekday,"18,106",16.6,0.0,12.1,6.35
2442,2017-04-12 19:00:00,419.0,weekday,"18,106",14.8,0.0,14.1,6.35
2443,2017-04-12 20:00:00,87.0,weekday,"18,106",14.3,0.0,13.7,6.35
2444,2017-04-12 21:00:00,368.0,weekday,"18,106",12.7,0.0,16.0,6.35
2445,2017-04-12 22:00:00,380.0,weekday,"18,106",12.3,0.0,17.2,6.35
2446,2017-04-12 23:00:00,402.0,weekday,"18,106",8.7,0.0,28.6,6.35
2447,2017-04-13 00:00:00,168.0,weekday,"18,106",5.7,0.0,46.5,6.1
2448,2017-04-13 01:00:00,80.0,weekday,"18,106",5.0,0.0,48.0,6.1
2449,2017-04-13 02:00:00,125.0,weekday,"18,106",3.3,0.0,54.4,6.1
2450,2017-04-13 03:00:00,102.0,weekday,"18,106",2.6,0.0,55.7,6.1
2451,2017-04-13 04:00:00,65.0,weekday,"18,106",2.0,0.0,57.7,6.1
2452,2017-04-13 05:00:00,155.0,weekday,"18,106",0.8,0.0,66.4,6.1
2453,2017-04-13 06:00:00,72.0,weekday,"18,106",0.4,0.0,64.5,6.1
2454,2017-04-13 07:00:00,36.0,weekday,"18,106",2.1,0.0,62.8,6.1
2455,2017-04-13 08:00:00,271.0,weekday,"18,106",7.0,0.0,50.1,6.1
2456,2017-04-13 09:00:00,284.0,weekday,"18,106",12.2,0.0,37.5,6.1
2457,2017-04-13 10:00:00,496.0,weekday,"18,106",14.5,0.0,32.4,6.1
2458,2017-04-13 11:00:00,230.0,weekday,"18,106",16.7,0.0,22.5,6.1
2459,2017-04-13 12:00:00,139.0,weekday,"18,106",18.3,0.0,18.2,6.1
2460,2017-04-13 13:00:00,92.0,weekday,"18,106",20.6,0.0,19.5,6.1
2461,2017-04-13 14:00:00,141.0,weekday,"18,106",23.0,0.0,13.4,6.1
2462,2017-04-13 15:00:00,129.0,weekday,"18,106",22.9,0.0,16.6,6.1
2463,2017-04-13 16:00:00,384.0,weekday,"18,106",22.2,0.0,18.4,6.1
2464,2017-04-13 17:00:00,262.0,weekday,"18,106",21.8,0.0,20.8,6.1
2465,2017-04-13 18:00:00,223.0,weekday,"18,106",20.7,0.0,20.4,6.1
2466,2017-04-13 19:00:00,65.0,weekday,"18,106",18.7,0.0,23.3,6.1
2467,2017-04-13 20:00:00,195.0,weekday,"18,106",17.4,0.0,33.9,6.1
2468,2017-04-13 21:00:00,162.0,weekday,"18,106",14.6,0.0,43.8,6.1
2469,2017-04-13 22:00:00,318.0,weekday,"18,106",13.6,0.0,47.3,6.1
2470,2017-04-13 23:00:00,183.0,weekday,"18,106",12.0,0.0,50.2,6.1
2471,2017-04-14 00:00:00,405.0,weekday,"18,106",10.4,0.0,56.0,7.7
2472,2017-04-14 01:00:00,248.0,weekday,"18,106",8.4,0.0,56.5,7.7
2473,2017-04-14 02:00:00,308.0,weekday,"18,106",6.6,0.0,66.3,7.7
2474,2017-04-14 03:00:00,140.0,weekday,"18,106",6.0,0.0,60.7,7.7
2475,2017-04-14 04:00:00,29.0,weekday,"18,106",5.7,0.0,58.7,7.7
2476,2017-04-14 05:00:00,20.0,weekday,"18,106",5.5,0.0,58.5,7.7
2477,2017-04-14 06:00:00,41.0,weekday,"18,106",5.9,0.0,56.9,7.7
2478,2017-04-14 07:00:00,258.0,weekday,"18,106",7.2,0.0,56.6,7.7
2479,2017-04-14 08:00:00,142.0,weekday,"18,106",11.3,0.0,49.1,7.7
2480,2017-04-14 09:00:00,134.0,weekday,"18,106",15.7,0.0,36.5,7.7
2481,2017-04-14 10:00:00,209.0,weekday,"18,106",19.4,0.0,19.1,7.7
2482,2017-04-14 11:00:00,221.0,weekday,"18,106",21.1,0.0,11.7,7.7
2483,2017-04-14 12:00:00,220.0,weekday,"18,106",22.4,0.0,12.7,7.7
2484,2017-04-14 13:00:00,315.0,weekday,"18,106",22.0,0.0,14.0,7.7
2485,2017-04-14 14:00:00,191.0,weekday,"18,106",19.8,0.0,32.9,7.7
2486,2017-04-14 15:00:00,171.0,weekday,"18,106",20.5,0.0,34.2,7.7
2487,2017-04-14 16:00:00,192.0,weekday,"18,106",20.8,0.0,33.8,7.7
2488,2017-04-14 17:00:00,255.0,weekday,"18,106",21.2,0.0,32.6,7.7
2489,2017-04-14 18:00:00,280.0,weekday,"18,106",19.7,0.0,35.8,7.7
2490,2017-04-14 19:00:00,409.0,weekday,"18,106",17.3,0.0,42.7,7.7
2491,2017-04-14 20:00:00,267.0,weekday,"18,106",13.9,0.0,53.0,7.7
2492,2017-04-14 21:00:00,79.0,weekday,"18,106",11.7,0.0,67.3,7.7
2493,2017-04-14 22:00:00,134.0,weekday,"18,106",10.5,0.0,73.8,7.7
2494,2017-04-14 23:00:00,157.0,weekday,"18,106",10.3,0.0,75.7,7.7
2495,2017-04-15 00:00:00,326.0,weekend,"18,106",10.0,0.0,78.9,8.75
2496,2017-04-15 01:00:00,159.0,weekend,"18,106",9.4,0.0,79.5,8.75
2497,2017-04-15 02:00:00,129.0,weekend,"18,106",10.4,0.0,78.0,8.75
2498,2017-04-15 03:00:00,24.0,weekend,"18,106",10.7,0.0,77.1,8.75
2499,2017-04-15 04:00:00,37.0,weekend,"18,106",9.4,0.0,83.2,8.75
2500,2017-04-15 05:00:00,14.0,weekend,"18,106",8.5,0.0,85.6,8.75
2501,2017-04-15 06:00:00,17.0,weekend,"18,106",7.8,0.0,88.3,8.75
2502,2017-04-15 07:00:00,129.0,weekend,"18,106",9.3,0.0,86.1,8.75
2503,2017-04-15 08:00:00,224.0,weekend,"18,106",13.9,0.0,66.7,8.75
2504,2017-04-15 09:00:00,194.0,weekend,"18,106",16.7,0.0,56.1,8.75
2505,2017-04-15 10:00:00,217.0,weekend,"18,106",20.4,0.0,41.6,8.75
2506,2017-04-15 11:00:00,463.0,weekend,"18,106",22.7,0.0,36.3,8.75
2507,2017-04-15 12:00:00,467.0,weekend,"18,106",24.2,0.0,32.1,8.75
2508,2017-04-15 13:00:00,177.0,weekend,"18,106",26.4,0.0,19.2,8.75
2509,2017-04-15 14:00:00,127.0,weekend,"18,106",27.6,0.0,13.4,8.75
2510,2017-04-15 15:00:00,227.0,weekend,"18,106",26.7,0.0,11.8,8.75
2511,2017-04-15 16:00:00,334.0,weekend,"18,106",26.6,0.0,12.4,8.75
2512,2017-04-15 17:00:00,258.0,weekend,"18,106",25.9,0.0,14.0,8.75
2513,2017-04-15 18:00:00,177.0,weekend,"18,106",24.8,0.0,14.3,8.75
2514,2017-04-15 19:00:00,69.0,weekend,"18,106",21.6,0.0,18.2,8.75
2515,2017-04-15 20:00:00,60.0,weekend,"18,106",16.4,0.0,39.4,8.75
2516,2017-04-15 21:00:00,159.0,weekend,"18,106",13.7,0.0,45.7,8.75
2517,2017-04-15 22:00:00,285.0,weekend,"18,106",12.3,0.0,52.5,8.75
2518,2017-04-15 23:00:00,82.0,weekend,"18,106",10.7,0.0,60.6,8.75
2519,2017-04-16 00:00:00,117.0,weekend,"18,106",9.4,0.0,65.7,9.8
2520,2017-04-16 01:00:00,329.0,weekend,"18,106",8.1,0.0,75.3,9.8
2521,2017-04-16 02:00:00,215.0,weekend,"18,106",7.4,0.0,79.7,9.8
2522,2017-04-16 03:00:00,72.0,weekend,"18,106",7.2,0.0,80.3,9.8
2523,2017-04-16 04:00:00,32.0,weekend,"18,106",6.5,0.0,82.8,9.8
2524,2017-04-16 05:00:00,25.0,weekend,"18,106",5.5,0.0,86.9,9.8
2525,2017-04-16 06:00:00,15.0,weekend,"18,106",5.2,0.0,88.1,9.8
2526,2017-04-16 07:00:00,42.0,weekend,"18,106",6.3,0.0,86.5,9.8
2527,2017-04-16 08:00:00,44.0,weekend,"18,106",10.9,0.0,65.2,9.8
2528,2017-04-16 09:00:00,127.0,weekend,"18,106",16.6,0.0,43.7,9.8
2529,2017-04-16 10:00:00,154.0,weekend,"18,106",20.7,0.0,31.9,9.8
2530,2017-04-16 11:00:00,516.0,weekend,"18,106",22.6,0.0,30.0,9.8
2531,2017-04-16 12:00:00,321.0,weekend,"18,106",25.4,0.0,17.1,9.8
2532,2017-04-16 13:00:00,395.0,weekend,"18,106",26.8,0.0,12.0,9.8
2533,2017-04-16 14:00:00,251.0,weekend,"18,106",28.1,0.0,10.7,9.8
2534,2017-04-16 15:00:00,249.0,weekend,"18,106",28.6,0.0,10.5,9.8
2535,2017-04-16 16:00:00,67.0,weekend,"18,106",28.8,0.0,11.0,9.8
2536,2017-04-16 17:00:00,219.0,weekend,"18,106",28.4,0.0,11.3,9.8
2537,2017-04-16 18:00:00,327.0,weekend,"18,106",26.7,0.0,11.2,9.8
2538,2017-04-16 19:00:00,194.0,weekend,"18,106",21.4,0.0,21.0,9.8
2539,2017-04-16 20:00:00,105.0,weekend,"18,106",16.3,0.0,41.5,9.8
2540,2017-04-16 21:00:00,94.0,weekend,"18,106",15.1,0.0,46.0,9.8
2541,2017-04-16 22:00:00,379.0,weekend,"18,106",13.8,0.0,50.0,9.8
2542,2017-04-16 23:00:00,413.0,weekend,"18,106",12.5,0.0,54.3,9.8
2543,2017-04-17 00:00:00,95.0,weekday,"18,106",11.6,0.0,56.3,9.55
2544,2017-04-17 01:00:00,64.0,weekday,"18,106",10.9,0.0,61.8,9.55
2545,2017-04-17 02:00:00,166.0,weekday,"18,106",9.7,0.0,65.5,9.55
2546,2017-04-17 03:00:00,28.0,weekday,"18,106",9.3,0.0,69.5,9.55
2547,2017-04-17 04:00:00,28.0,weekday,"18,106",9.8,0.0,62.2,9.55
2548,2017-04-17 05:00:00,27.0,weekday,"18,106",9.4,0.0,67.9,9.55
2549,2017-04-17 06:00:00,29.0,weekday,"18,106",9.8,0.0,66.9,9.55
2550,2017-04-17 07:00:00,26.0,weekday,"18,106",11.1,0.0,58.6,9.55
2551,2017-04-17 08:00:00,63.0,weekday,"18,106",12.0,0.0,55.6,9.55
2552,2017-04-17 09:00:00,492.0,weekday,"18,106",12.2,0.0,58.6,9.55
2553,2017-04-17 10:00:00,413.0,weekday,"18,106",11.0,0.0,83.0,9.55
2554,2017-04-17 11:00:00,363.0,weekday,"18,106",11.4,1.0,84.1,9.55
2555,2017-04-17 12:00:00,146.0,weekday,"18,106",11.5,0.0,87.1,9.55
2556,2017-04-17 13:00:00,114.0,weekday,"18,106",11.6,1.5,91.2,9.55
2557,2017-04-17 14:00:00,157.0,weekday,"18,106",11.7,2.5,96.3,9.55
2558,2017-04-17 15:00:00,332.0,weekday,"18,106",11.7,2.5,97.3,9.55
2559,2017-04-17 16:00:00,191.0,weekday,"18,106",12.6,3.0,91.2,9.55
2560,2017-04-17 17:00:00,196.0,weekday,"18,106",12.4,0.0,96.8,9.55
2561,2017-04-17 18:00:00,176.0,weekday,"18,106",13.3,0.0,86.4,9.55
2562,2017-04-17 19:00:00,127.0,weekday,"18,106",12.7,0.5,90.5,9.55
2563,2017-04-17 20:00:00,107.0,weekday,"18,106",12.3,0.0,95.8,9.55
2564,2017-04-17 21:00:00,167.0,weekday,"18,106",12.8,0.0,89.9,9.55
2565,2017-04-17 22:00:00,190.0,weekday,"18,106",13.8,0.0,73.9,9.55
2566,2017-04-17 23:00:00,268.0,weekday,"18,106",12.2,0.0,85.7,9.55
2567,2017-04-18 00:00:00,340.0,weekday,"18,106",11.5,0.0,89.6,9.3
2568,2017-04-18 01:00:00,211.0,weekday,"18,106",12.2,0.0,78.6,9.3
2569,2017-04-18 02:00:00,45.0,weekday,"18,106",11.1,0.0,87.7,9.3
2570,2017-04-18 03:00:00,29.0,weekday,"18,106",10.0,0.0,94.9,9.3
2571,2017-04-18 04:00:00,14.0,weekday,"18,106",8.5,0.0,95.8,9.3
2572,2017-04-18 05:00:00,16.0,weekday,"18,106",7.3,0.0,96.4,9.3
2573,2017-04-18 06:00:00,48.0,weekday,"18,106",7.1,0.0,96.6,9.3
2574,2017-04-18 07:00:00,163.0,weekday,"18,106",8.1,0.0,96.5,9.3
2575,2017-04-18 08:00:00,199.0,weekday,"18,106",11.2,0.0,96.5,9.3
2576,2017-04-18 09:00:00,396.0,weekday,"18,106",14.8,0.0,72.2,9.3
2577,2017-04-18 10:00:00,475.0,weekday,"18,106",17.6,0.0,52.2,9.3
2578,2017-04-18 11:00:00,382.0,weekday,"18,106",19.4,0.0,46.1,9.3
2579,2017-04-18 12:00:00,196.0,weekday,"18,106",20.4,0.0,45.5,9.3
2580,2017-04-18 13:00:00,260.0,weekday,"18,106",21.5,0.0,45.0,9.3
2581,2017-04-18 14:00:00,452.0,weekday,"18,106",23.8,0.0,34.1,9.3
2582,2017-04-18 15:00:00,502.0,weekday,"18,106",24.0,0.0,30.7,9.3
2583,2017-04-18 16:00:00,264.0,weekday,"18,106",20.0,0.0,47.4,9.3
2584,2017-04-18 17:00:00,138.0,weekday,"18,106",15.9,1.5,59.1,9.3
2585,2017-04-18 18:00:00,287.0,weekday,"18,106",14.9,0.5,84.3,9.3
2586,2017-04-18 19:00:00,308.0,weekday,"18,106",13.9,0.0,54.5,9.3
2587,2017-04-18 20:00:00,138.0,weekday,"18,106",13.0,0.0,51.6,9.3
2588,2017-04-18 21:00:00,237.0,weekday,"18,106",13.6,0.0,41.8,9.3
2589,2017-04-18 22:00:00,96.0,weekday,"18,106",12.8,0.0,44.0,9.3
2590,2017-04-18 23:00:00,282.0,weekday,"18,106",12.3,0.0,37.9,9.3
2591,2017-04-19 00:00:00,241.0,weekday,"18,106",12.0,0.0,36.6,8.4
2592,2017-04-19 01:00:00,61.0,weekday,"18,106",10.7,0.0,44.6,8.4
2593,2017-04-19 02:00:00,76.0,weekday,"18,106",10.7,0.0,44.0,8.4
2594,2017-04-19 03:00:00,69.0,weekday,"18,106",9.6,0.0,49.5,8.4
2595,2017-04-19 04:00:00,13.0,weekday,"18,106",7.8,0.0,54.9,8.4
2596,2017-04-19 05:00:00,14.0,weekday,"18,106",7.9,0.0,54.1,8.4
2597,2017-04-19 06:00:00,103.0,weekday,"18,106",7.6,0.0,53.9,8.4
2598,2017-04-19 07:00:00,65.0,weekday,"18,106",9.1,0.0,50.6,8.4
2599,2017-04-19 08:00:00,460.0,weekday,"18,106",13.0,0.0,42.3,8.4
2600,2017-04-19 09:00:00,283.0,weekday,"18,106",14.5,0.0,31.9,8.4
2601,2017-04-19 10:00:00,453.0,weekday,"18,106",15.3,0.0,33.5,8.4
2602,2017-04-19 11:00:00,429.0,weekday,"18,106",16.6,0.0,29.2,8.4
2603,2017-04-19 12:00:00,141.0,weekday,"18,106",17.4,0.0,24.5,8.4
2604,2017-04-19 13:00:00,77.0,weekday,"18,106",18.2,0.0,27.9,8.4
2605,2017-04-19 14:00:00,345.0,weekday,"18,106",19.0,0.0,24.5,8.4
