,index,ds,week_weekday,population,temp,rain,hum,st,holiday,warning,y
2240,2240,2021-04-04 08:00:00,0,7023.0,10.3,1.0,90.3,6.8,0,not,119.0
2241,2241,2021-04-04 09:00:00,0,7023.0,9.7,0.5,90.8,6.8,0,not,237.0
2242,2242,2021-04-04 10:00:00,0,7023.0,9.5,0.0,86.9,6.8,0,not,126.0
2243,2243,2021-04-04 11:00:00,0,7023.0,10.4,0.0,84.1,6.8,0,not,99.0
2244,2244,2021-04-04 12:00:00,0,7023.0,10.6,0.0,77.4,6.8,0,not,96.0
2245,2245,2021-04-04 13:00:00,0,7023.0,11.1,0.0,76.7,6.8,0,not,95.0
2246,2246,2021-04-04 14:00:00,0,7023.0,10.9,0.0,75.2,6.8,0,not,95.0
2247,2247,2021-04-04 15:00:00,0,7023.0,11.3,0.0,74.4,6.8,0,not,134.0
2248,2248,2021-04-04 16:00:00,0,7023.0,11.8,0.0,69.5,6.8,0,not,217.0
2249,2249,2021-04-04 17:00:00,0,7023.0,11.2,0.0,70.2,6.8,0,not,93.0
2250,2250,2021-04-04 18:00:00,0,7023.0,10.8,0.0,72.5,6.8,0,not,100.0
2251,2251,2021-04-04 19:00:00,0,7023.0,9.7,0.0,78.0,6.8,0,not,99.0
2252,2252,2021-04-04 20:00:00,0,7023.0,9.6,0.0,80.0,6.8,0,not,95.0
2253,2253,2021-04-04 21:00:00,0,7023.0,9.1,0.0,84.8,6.8,0,not,86.0
2254,2254,2021-04-04 22:00:00,0,7023.0,7.9,0.0,88.5,6.8,0,not,140.0
2255,2255,2021-04-04 23:00:00,0,7023.0,7.0,0.0,94.4,6.8,0,not,184.0
2256,2256,2021-04-05 00:00:00,1,7023.0,5.3,0.0,96.6,1.8,0,not,60.0
2257,2257,2021-04-05 01:00:00,1,7023.0,4.5,0.0,97.5,1.8,0,not,53.0
2258,2258,2021-04-05 02:00:00,1,7023.0,3.7,0.0,97.9,1.8,0,not,48.0
2259,2259,2021-04-05 03:00:00,1,7023.0,4.1,0.0,98.7,1.8,0,not,48.0
2260,2260,2021-04-05 04:00:00,1,7023.0,4.5,0.0,98.9,1.8,0,not,49.0
2261,2261,2021-04-05 05:00:00,1,7023.0,4.4,0.0,99.7,1.8,0,not,55.0
2262,2262,2021-04-05 06:00:00,1,7023.0,3.9,0.0,99.7,1.8,0,not,60.0
2263,2263,2021-04-05 07:00:00,1,7023.0,3.6,0.0,99.4,1.8,0,not,87.0
2264,2264,2021-04-05 08:00:00,1,7023.0,4.4,0.0,98.0,1.8,0,not,107.0
2265,2265,2021-04-05 09:00:00,1,7023.0,8.0,0.0,82.5,1.8,0,not,109.0
2266,2266,2021-04-05 10:00:00,1,7023.0,10.8,0.0,41.4,1.8,0,not,112.0
2267,2267,2021-04-05 11:00:00,1,7023.0,12.0,0.0,40.4,1.8,0,not,193.0
2268,2268,2021-04-05 12:00:00,1,7023.0,13.1,0.0,40.0,1.8,0,not,204.0
2269,2269,2021-04-05 13:00:00,1,7023.0,14.3,0.0,40.0,1.8,0,not,111.0
2270,2270,2021-04-05 14:00:00,1,7023.0,15.3,0.0,35.7,1.8,0,not,97.0
2271,2271,2021-04-05 15:00:00,1,7023.0,16.2,0.0,34.2,1.8,0,not,96.0
2272,2272,2021-04-05 16:00:00,1,7023.0,16.4,0.0,31.4,1.8,0,not,87.0
2273,2273,2021-04-05 17:00:00,1,7023.0,16.8,0.0,34.4,1.8,0,not,85.0
2274,2274,2021-04-05 18:00:00,1,7023.0,15.8,0.0,35.6,1.8,0,not,96.0
2275,2275,2021-04-05 19:00:00,1,7023.0,11.9,0.0,51.6,1.8,0,not,101.0
2276,2276,2021-04-05 20:00:00,1,7023.0,9.7,0.0,57.9,1.8,0,not,124.0
2277,2277,2021-04-05 21:00:00,1,7023.0,7.9,0.0,67.3,1.8,0,not,224.0
2278,2278,2021-04-05 22:00:00,1,7023.0,5.7,0.0,73.1,1.8,0,not,123.0
2279,2279,2021-04-05 23:00:00,1,7023.0,4.3,0.0,84.9,1.8,0,not,75.0
2280,2280,2021-04-06 00:00:00,1,7023.0,3.6,0.0,83.3,3.6,0,not,62.0
2281,2281,2021-04-06 01:00:00,1,7023.0,3.2,0.0,85.5,3.6,0,not,55.0
2282,2282,2021-04-06 02:00:00,1,7023.0,2.4,0.0,88.6,3.6,0,not,50.0
2283,2283,2021-04-06 03:00:00,1,7023.0,1.2,0.0,91.1,3.6,0,not,50.0
2284,2284,2021-04-06 04:00:00,1,7023.0,0.5,0.0,93.8,3.6,0,not,51.0
2285,2285,2021-04-06 05:00:00,1,7023.0,0.0,0.0,94.8,3.6,0,not,55.0
2286,2286,2021-04-06 06:00:00,1,7023.0,0.6,0.0,94.2,3.6,0,not,60.0
2287,2287,2021-04-06 07:00:00,1,7023.0,1.2,0.0,94.0,3.6,0,not,93.0
2288,2288,2021-04-06 08:00:00,1,7023.0,4.2,0.0,85.6,3.6,0,not,114.0
2289,2289,2021-04-06 09:00:00,1,7023.0,8.1,0.0,69.0,3.6,0,not,140.0
2290,2290,2021-04-06 10:00:00,1,7023.0,11.2,0.0,53.4,3.6,0,not,245.0
2291,2291,2021-04-06 11:00:00,1,7023.0,14.9,0.0,45.3,3.6,0,not,105.0
2292,2292,2021-04-06 12:00:00,1,7023.0,17.8,0.0,27.2,3.6,0,not,97.0
2293,2293,2021-04-06 13:00:00,1,7023.0,19.2,0.0,25.3,3.6,0,not,106.0
2294,2294,2021-04-06 14:00:00,1,7023.0,19.9,0.0,24.4,3.6,0,not,102.0
2295,2295,2021-04-06 15:00:00,1,7023.0,20.8,0.0,24.3,3.6,0,not,92.0
2296,2296,2021-04-06 16:00:00,1,7023.0,20.6,0.0,22.2,3.6,0,not,90.0
2297,2297,2021-04-06 17:00:00,1,7023.0,19.9,0.0,21.4,3.6,0,not,87.0
2298,2298,2021-04-06 18:00:00,1,7023.0,18.7,0.0,25.6,3.6,0,not,95.0
2299,2299,2021-04-06 19:00:00,1,7023.0,17.1,0.0,28.1,3.6,0,not,154.0
2300,2300,2021-04-06 20:00:00,1,7023.0,16.0,0.0,32.3,3.6,0,not,239.0
2301,2301,2021-04-06 21:00:00,1,7023.0,15.4,0.0,37.5,3.6,0,not,99.0
2302,2302,2021-04-06 22:00:00,1,7023.0,13.2,0.0,44.3,3.6,0,not,87.0
2303,2303,2021-04-06 23:00:00,1,7023.0,9.9,0.0,59.8,3.6,0,not,77.0
2304,2304,2021-04-07 00:00:00,1,7023.0,8.8,0.0,62.5,8.8,0,not,62.0
2305,2305,2021-04-07 01:00:00,1,7023.0,9.2,0.0,57.9,8.8,0,not,57.0
2306,2306,2021-04-07 02:00:00,1,7023.0,8.1,0.0,63.0,8.8,0,not,50.0
2307,2307,2021-04-07 03:00:00,1,7023.0,6.5,0.0,69.4,8.8,0,not,50.0
2308,2308,2021-04-07 04:00:00,1,7023.0,4.7,0.0,76.7,8.8,0,not,53.0
2309,2309,2021-04-07 05:00:00,1,7023.0,3.8,0.0,81.1,8.8,0,not,55.0
2310,2310,2021-04-07 06:00:00,1,7023.0,3.4,0.0,83.6,8.8,0,not,60.0
2311,2311,2021-04-07 07:00:00,1,7023.0,3.6,0.0,83.3,8.8,0,not,97.0
2312,2312,2021-04-07 08:00:00,1,7023.0,8.2,0.0,69.1,8.8,0,not,204.0
2313,2313,2021-04-07 09:00:00,1,7023.0,13.6,0.0,51.2,8.8,0,not,216.0
2314,2314,2021-04-07 10:00:00,1,7023.0,16.9,0.0,37.4,8.8,0,not,109.0
2315,2315,2021-04-07 11:00:00,1,7023.0,19.2,0.0,30.8,8.8,0,not,106.0
2316,2316,2021-04-07 12:00:00,1,7023.0,20.2,0.0,25.9,8.8,0,not,98.0
2317,2317,2021-04-07 13:00:00,1,7023.0,22.3,0.0,22.6,8.8,0,not,105.0
2318,2318,2021-04-07 14:00:00,1,7023.0,23.0,0.0,20.5,8.8,0,not,101.0
2319,2319,2021-04-07 15:00:00,1,7023.0,23.0,0.0,20.3,8.8,0,not,97.0
2320,2320,2021-04-07 16:00:00,1,7023.0,22.6,0.0,20.6,8.8,0,not,89.0
2321,2321,2021-04-07 17:00:00,1,7023.0,21.8,0.0,17.7,8.8,0,not,85.0
2322,2322,2021-04-07 18:00:00,1,7023.0,20.6,0.0,20.5,8.8,0,not,107.0
2323,2323,2021-04-07 19:00:00,1,7023.0,19.0,0.0,25.1,8.8,0,not,240.0
2324,2324,2021-04-07 20:00:00,1,7023.0,17.4,0.0,27.9,8.8,0,not,149.0
2325,2325,2021-04-07 21:00:00,1,7023.0,16.6,0.0,26.3,8.8,0,not,93.0
2326,2326,2021-04-07 22:00:00,1,7023.0,13.8,0.0,37.1,8.8,0,not,84.0
2327,2327,2021-04-07 23:00:00,1,7023.0,11.8,0.0,43.5,8.8,0,not,73.0
2328,2328,2021-04-08 00:00:00,1,7023.0,9.7,0.0,54.0,7.050000000000001,0,not,62.0
2329,2329,2021-04-08 01:00:00,1,7023.0,7.9,0.0,60.2,7.050000000000001,0,not,55.0
2330,2330,2021-04-08 02:00:00,1,7023.0,7.1,0.0,65.4,7.050000000000001,0,not,49.0
2331,2331,2021-04-08 03:00:00,1,7023.0,6.3,0.0,70.7,7.050000000000001,0,not,51.0
2332,2332,2021-04-08 04:00:00,1,7023.0,6.1,0.0,71.3,7.050000000000001,0,not,52.0
2333,2333,2021-04-08 05:00:00,1,7023.0,5.3,0.0,74.3,7.050000000000001,0,not,53.0
2334,2334,2021-04-08 06:00:00,1,7023.0,4.8,0.0,77.8,7.050000000000001,0,not,60.0
2335,2335,2021-04-08 07:00:00,1,7023.0,5.1,0.0,79.0,7.050000000000001,0,not,152.0
2336,2336,2021-04-08 08:00:00,1,7023.0,8.2,0.0,69.4,7.050000000000001,0,not,250.0
2337,2337,2021-04-08 09:00:00,1,7023.0,13.3,0.0,40.2,7.050000000000001,0,not,115.0
2338,2338,2021-04-08 10:00:00,1,7023.0,16.1,0.0,26.1,7.050000000000001,0,not,116.0
2339,2339,2021-04-08 11:00:00,1,7023.0,18.0,0.0,21.6,7.050000000000001,0,not,115.0
2340,2340,2021-04-08 12:00:00,1,7023.0,19.1,0.0,21.5,7.050000000000001,0,not,101.0
2341,2341,2021-04-08 13:00:00,1,7023.0,19.1,0.0,19.3,7.050000000000001,0,not,106.0
2342,2342,2021-04-08 14:00:00,1,7023.0,20.2,0.0,19.5,7.050000000000001,0,not,108.0
2343,2343,2021-04-08 15:00:00,1,7023.0,20.0,0.0,16.9,7.050000000000001,0,not,99.0
2344,2344,2021-04-08 16:00:00,1,7023.0,19.8,0.0,19.7,7.050000000000001,0,not,86.0
2345,2345,2021-04-08 17:00:00,1,7023.0,19.3,0.0,20.7,7.050000000000001,0,not,120.0
2346,2346,2021-04-08 18:00:00,1,7023.0,18.4,0.0,22.5,7.050000000000001,0,not,232.0
2347,2347,2021-04-08 19:00:00,1,7023.0,16.6,0.0,24.9,7.050000000000001,0,not,117.0
2348,2348,2021-04-08 20:00:00,1,7023.0,15.3,0.0,27.1,7.050000000000001,0,not,111.0
2349,2349,2021-04-08 21:00:00,1,7023.0,13.9,0.0,30.0,7.050000000000001,0,not,92.0
2350,2350,2021-04-08 22:00:00,1,7023.0,12.1,0.0,34.7,7.050000000000001,0,not,82.0
2351,2351,2021-04-08 23:00:00,1,7023.0,12.3,0.0,33.3,7.050000000000001,0,not,74.0
2352,2352,2021-04-09 00:00:00,1,7023.0,7.7,0.0,51.4,5.3,0,not,61.0
2353,2353,2021-04-09 01:00:00,1,7023.0,5.4,0.0,62.8,5.3,0,not,55.0
2354,2354,2021-04-09 02:00:00,1,7023.0,3.8,0.0,68.9,5.3,0,not,79.0
2355,2355,2021-04-09 03:00:00,1,7023.0,2.9,0.0,73.0,5.3,0,not,168.0
2356,2356,2021-04-09 04:00:00,1,7023.0,1.6,0.0,78.4,5.3,0,not,48.0
2357,2357,2021-04-09 05:00:00,1,7023.0,1.0,0.0,80.3,5.3,0,not,50.0
2358,2358,2021-04-09 06:00:00,1,7023.0,0.3,0.0,83.1,5.3,0,not,62.0
2359,2359,2021-04-09 07:00:00,1,7023.0,1.2,0.0,81.6,5.3,0,not,99.0
2360,2360,2021-04-09 08:00:00,1,7023.0,5.5,0.0,68.8,5.3,0,not,120.0
2361,2361,2021-04-09 09:00:00,1,7023.0,11.3,0.0,50.5,5.3,0,not,113.0
2362,2362,2021-04-09 10:00:00,1,7023.0,13.8,0.0,47.4,5.3,0,not,102.0
2363,2363,2021-04-09 11:00:00,1,7023.0,14.5,0.0,54.4,5.3,0,not,107.0
2364,2364,2021-04-09 12:00:00,1,7023.0,15.3,0.0,52.1,5.3,0,not,199.0
2365,2365,2021-04-09 13:00:00,1,7023.0,15.4,0.0,49.3,5.3,0,not,173.0
2366,2366,2021-04-09 14:00:00,1,7023.0,14.4,0.0,50.4,5.3,0,not,106.0
2367,2367,2021-04-09 15:00:00,1,7023.0,14.0,0.0,51.5,5.3,0,not,100.0
2368,2368,2021-04-09 16:00:00,1,7023.0,13.6,0.0,52.9,5.3,0,not,85.0
2369,2369,2021-04-09 17:00:00,1,7023.0,13.2,0.0,52.3,5.3,0,not,90.0
2370,2370,2021-04-09 18:00:00,1,7023.0,12.1,0.0,54.2,5.3,0,not,95.0
2371,2371,2021-04-09 19:00:00,1,7023.0,10.8,0.0,55.0,5.3,0,not,102.0
2372,2372,2021-04-09 20:00:00,1,7023.0,10.0,0.0,55.9,5.3,0,not,103.0
2373,2373,2021-04-09 21:00:00,1,7023.0,9.3,0.0,56.6,5.3,0,not,161.0
2374,2374,2021-04-09 22:00:00,1,7023.0,9.0,0.0,56.1,5.3,0,not,178.0
2375,2375,2021-04-09 23:00:00,1,7023.0,8.1,0.0,59.1,5.3,0,not,69.0
2376,2376,2021-04-10 00:00:00,0,7023.0,5.3,0.0,73.0,2.7,0,not,63.0
2377,2377,2021-04-10 01:00:00,0,7023.0,4.3,0.0,76.3,2.7,0,not,54.0
2378,2378,2021-04-10 02:00:00,0,7023.0,2.9,0.0,82.2,2.7,0,not,50.0
2379,2379,2021-04-10 03:00:00,0,7023.0,1.8,0.0,86.3,2.7,0,not,53.0
2380,2380,2021-04-10 04:00:00,0,7023.0,1.0,0.0,89.1,2.7,0,not,51.0
2381,2381,2021-04-10 05:00:00,0,7023.0,0.4,0.0,91.4,2.7,0,not,51.0
2382,2382,2021-04-10 06:00:00,0,7023.0,-0.2,0.0,93.5,2.7,0,not,59.0
2383,2383,2021-04-10 07:00:00,0,7023.0,0.6,0.0,93.7,2.7,0,not,89.0
2384,2384,2021-04-10 08:00:00,0,7023.0,4.2,0.0,82.2,2.7,0,not,103.0
2385,2385,2021-04-10 09:00:00,0,7023.0,8.0,0.0,67.7,2.7,0,not,103.0
2386,2386,2021-04-10 10:00:00,0,7023.0,8.434375,0.0,66.3875,2.7,0,not,168.0
2387,2387,2021-04-10 11:00:00,0,7023.0,8.86875,0.0,65.075,2.7,0,not,222.0
2388,2388,2021-04-10 12:00:00,0,7023.0,9.303125,0.0,63.7625,2.7,0,not,94.0
2389,2389,2021-04-10 13:00:00,0,7023.0,9.7375,0.0,62.45,2.7,0,not,102.0
2390,2390,2021-04-10 14:00:00,0,7023.0,10.171875,0.0,61.1375,2.7,0,not,98.0
2391,2391,2021-04-10 15:00:00,0,7023.0,10.60625,0.0,59.825,2.7,0,not,92.0
2392,2392,2021-04-10 16:00:00,0,7023.0,11.040624999999999,0.0,58.5125,2.7,0,not,88.0
2393,2393,2021-04-10 17:00:00,0,7023.0,11.475,0.0,57.2,2.7,0,not,94.0
2394,2394,2021-04-10 18:00:00,0,7023.0,11.909375,0.0,55.8875,2.7,0,not,125.0
2395,2395,2021-04-10 19:00:00,0,7023.0,12.34375,0.0,54.575,2.7,0,not,243.0
2396,2396,2021-04-10 20:00:00,0,7023.0,12.778125,0.0,53.2625,2.7,0,not,119.0
2397,2397,2021-04-10 21:00:00,0,7023.0,13.212499999999999,0.0,51.95,2.7,0,not,90.0
2398,2398,2021-04-10 22:00:00,0,7023.0,13.646875,0.0,50.6375,2.7,0,not,83.0
2399,2399,2021-04-10 23:00:00,0,7023.0,14.081249999999999,0.0,49.325,2.7,0,not,74.0
2400,2400,2021-04-11 00:00:00,0,7023.0,14.515625,0.0,48.0125,5.6,0,not,61.0
2401,2401,2021-04-11 01:00:00,0,7023.0,14.95,0.0,46.7,5.6,0,not,55.0
2402,2402,2021-04-11 02:00:00,0,7023.0,15.384374999999999,0.0,45.3875,5.6,0,not,49.0
2403,2403,2021-04-11 03:00:00,0,7023.0,15.81875,0.0,44.075,5.6,0,not,47.0
2404,2404,2021-04-11 04:00:00,0,7023.0,16.253124999999997,0.0,42.7625,5.6,0,not,47.0
2405,2405,2021-04-11 05:00:00,0,7023.0,16.6875,0.0,41.45,5.6,0,not,52.0
2406,2406,2021-04-11 06:00:00,0,7023.0,17.121875,0.0,40.1375,5.6,0,not,59.0
2407,2407,2021-04-11 07:00:00,0,7023.0,17.55625,0.0,38.825,5.6,0,not,86.0
2408,2408,2021-04-11 08:00:00,0,7023.0,17.990625,0.0,37.5125,5.6,0,not,223.0
2409,2409,2021-04-11 09:00:00,0,7023.0,18.424999999999997,0.0,36.2,5.6,0,not,155.0
2410,2410,2021-04-11 10:00:00,0,7023.0,18.859375,0.0,34.8875,5.6,0,not,106.0
2411,2411,2021-04-11 11:00:00,0,7023.0,19.29375,0.0,33.575,5.6,0,not,108.0
2412,2412,2021-04-11 12:00:00,0,7023.0,19.728125,0.0,32.2625,5.6,0,not,103.0
2413,2413,2021-04-11 13:00:00,0,7023.0,20.162499999999998,0.0,30.950000000000003,5.6,0,not,110.0
2414,2414,2021-04-11 14:00:00,0,7023.0,20.596874999999997,0.0,29.637500000000003,5.6,0,not,200.0
2415,2415,2021-04-11 15:00:00,0,7023.0,21.03125,0.0,28.325000000000003,5.6,0,not,203.0
2416,2416,2021-04-11 16:00:00,0,7023.0,21.465625,0.0,27.012500000000003,5.6,0,not,87.0
2417,2417,2021-04-11 17:00:00,0,7023.0,21.9,0.0,25.7,5.6,0,not,86.0
2418,2418,2021-04-11 18:00:00,0,7023.0,20.2,0.0,28.3,5.6,0,not,101.0
2419,2419,2021-04-11 19:00:00,0,7023.0,16.5,0.0,38.3,5.6,0,not,112.0
2420,2420,2021-04-11 20:00:00,0,7023.0,12.6,0.0,51.6,5.6,0,not,107.0
2421,2421,2021-04-11 21:00:00,0,7023.0,11.4,0.0,57.3,5.6,0,not,226.0
2422,2422,2021-04-11 22:00:00,0,7023.0,10.5,0.0,59.6,5.6,0,not,133.0
2423,2423,2021-04-11 23:00:00,0,7023.0,9.4,0.0,69.7,5.6,0,not,69.0
2424,2424,2021-04-12 00:00:00,1,7023.0,10.3,0.0,64.4,5.3,0,not,60.0
2425,2425,2021-04-12 01:00:00,1,7023.0,9.1,0.0,71.1,5.3,0,not,56.0
2426,2426,2021-04-12 02:00:00,1,7023.0,8.9,0.0,72.6,5.3,0,not,50.0
2427,2427,2021-04-12 03:00:00,1,7023.0,8.8,0.0,72.1,5.3,0,not,47.0
2428,2428,2021-04-12 04:00:00,1,7023.0,8.7,0.0,72.3,5.3,0,not,48.0
2429,2429,2021-04-12 05:00:00,1,7023.0,8.2,0.0,74.0,5.3,0,not,50.0
2430,2430,2021-04-12 06:00:00,1,7023.0,8.1,0.0,76.4,5.3,0,not,58.0
2431,2431,2021-04-12 07:00:00,1,7023.0,8.6,0.0,75.4,5.3,0,not,90.0
2432,2432,2021-04-12 08:00:00,1,7023.0,10.3,0.0,67.9,5.3,0,not,105.0
2433,2433,2021-04-12 09:00:00,1,7023.0,11.2,0.0,64.4,5.3,0,not,104.0
2434,2434,2021-04-12 10:00:00,1,7023.0,13.1,0.0,56.9,5.3,0,not,213.0
2435,2435,2021-04-12 11:00:00,1,7023.0,12.9,0.0,64.9,5.3,0,not,168.0
2436,2436,2021-04-12 12:00:00,1,7023.0,12.2,0.5,81.0,5.3,0,not,100.0
2437,2437,2021-04-12 13:00:00,1,7023.0,11.8,0.5,86.0,5.3,0,not,100.0
2438,2438,2021-04-12 14:00:00,1,7023.0,12.3,0.5,87.8,5.3,0,not,96.0
2439,2439,2021-04-12 15:00:00,1,7023.0,11.5,1.0,90.7,5.3,0,not,93.0
2440,2440,2021-04-12 16:00:00,1,7023.0,11.6,1.0,92.5,5.3,0,not,80.0
2441,2441,2021-04-12 17:00:00,1,7023.0,11.4,2.5,94.0,5.3,0,not,84.0
2442,2442,2021-04-12 18:00:00,1,7023.0,11.3,3.0,96.5,5.3,0,not,95.0
2443,2443,2021-04-12 19:00:00,1,7023.0,11.3,2.0,98.0,5.3,0,not,110.0
2444,2444,2021-04-12 20:00:00,1,7023.0,11.4,1.5,98.5,5.3,0,not,186.0
2445,2445,2021-04-12 21:00:00,1,7023.0,11.5,1.0,98.9,5.3,0,not,183.0
2446,2446,2021-04-12 22:00:00,1,7023.0,11.7,0.0,99.1,5.3,0,not,79.0
2447,2447,2021-04-12 23:00:00,1,7023.0,11.9,0.0,99.3,5.3,0,not,76.0
2448,2448,2021-04-13 00:00:00,1,7023.0,12.1,0.0,99.3,5.0,0,not,65.0
2449,2449,2021-04-13 01:00:00,1,7023.0,12.3,0.0,99.3,5.0,0,not,60.0
2450,2450,2021-04-13 02:00:00,1,7023.0,12.3,0.0,99.2,5.0,0,not,56.0
2451,2451,2021-04-13 03:00:00,1,7023.0,12.5,0.0,99.5,5.0,0,not,52.0
2452,2452,2021-04-13 04:00:00,1,7023.0,12.8,0.0,99.5,5.0,0,not,53.0
2453,2453,2021-04-13 05:00:00,1,7023.0,12.9,0.0,99.5,5.0,0,not,54.0
2454,2454,2021-04-13 06:00:00,1,7023.0,13.3,0.0,93.9,5.0,0,not,62.0
2455,2455,2021-04-13 07:00:00,1,7023.0,13.0,0.0,94.7,5.0,0,not,93.0
2456,2456,2021-04-13 08:00:00,1,7023.0,13.9,0.0,84.4,5.0,0,not,115.0
2457,2457,2021-04-13 09:00:00,1,7023.0,14.3,0.0,76.6,5.0,0,not,151.0
2458,2458,2021-04-13 10:00:00,1,7023.0,15.0,0.0,75.8,5.0,0,not,238.0
2459,2459,2021-04-13 11:00:00,1,7023.0,16.0,0.0,68.9,5.0,0,not,98.0
2460,2460,2021-04-13 12:00:00,1,7023.0,17.0,0.0,61.3,5.0,0,not,96.0
2461,2461,2021-04-13 13:00:00,1,7023.0,17.5,0.0,54.0,5.0,0,not,108.0
2462,2462,2021-04-13 14:00:00,1,7023.0,17.3,0.0,49.9,5.0,0,not,102.0
2463,2463,2021-04-13 15:00:00,1,7023.0,18.2,0.0,43.2,5.0,0,not,94.0
2464,2464,2021-04-13 16:00:00,1,7023.0,17.9,0.0,36.4,5.0,0,not,82.0
2465,2465,2021-04-13 17:00:00,1,7023.0,16.1,0.0,38.0,5.0,0,not,87.0
2466,2466,2021-04-13 18:00:00,1,7023.0,13.6,0.0,49.3,5.0,0,not,96.0
2467,2467,2021-04-13 19:00:00,1,7023.0,11.9,0.0,49.5,5.0,0,not,197.0
2468,2468,2021-04-13 20:00:00,1,7023.0,9.9,0.0,53.0,5.0,0,not,197.0
2469,2469,2021-04-13 21:00:00,1,7023.0,7.9,0.0,60.2,5.0,0,not,89.0
2470,2470,2021-04-13 22:00:00,1,7023.0,7.0,0.0,62.9,5.0,0,not,82.0
2471,2471,2021-04-13 23:00:00,1,7023.0,6.0,0.0,64.1,5.0,0,not,74.0
2472,2472,2021-04-14 00:00:00,1,7023.0,5.6,0.0,62.0,3.6,0,not,63.0
2473,2473,2021-04-14 01:00:00,1,7023.0,5.3,0.0,65.9,3.6,0,not,57.0
2474,2474,2021-04-14 02:00:00,1,7023.0,5.1,0.0,66.2,3.6,0,not,55.0
2475,2475,2021-04-14 03:00:00,1,7023.0,5.2,0.0,66.6,3.6,0,not,52.0
2476,2476,2021-04-14 04:00:00,1,7023.0,4.9,0.0,66.8,3.6,0,not,50.0
2477,2477,2021-04-14 05:00:00,1,7023.0,4.6,0.0,67.6,3.6,0,not,53.0
2478,2478,2021-04-14 06:00:00,1,7023.0,4.3,0.0,68.6,3.6,0,not,64.0
2479,2479,2021-04-14 07:00:00,1,7023.0,4.2,0.0,68.7,3.6,0,not,97.0
2480,2480,2021-04-14 08:00:00,1,7023.0,6.2,0.0,58.7,3.6,0,not,248.0
2481,2481,2021-04-14 09:00:00,1,7023.0,8.3,0.0,51.1,3.6,0,not,160.0
2482,2482,2021-04-14 10:00:00,1,7023.0,10.4,0.0,43.7,3.6,0,not,106.0
2483,2483,2021-04-14 11:00:00,1,7023.0,12.1,0.0,37.9,3.6,0,not,106.0
2484,2484,2021-04-14 12:00:00,1,7023.0,14.4,0.0,32.5,3.6,0,not,101.0
2485,2485,2021-04-14 13:00:00,1,7023.0,14.7,0.0,27.4,3.6,0,not,103.0
2486,2486,2021-04-14 14:00:00,1,7023.0,15.4,0.0,27.3,3.6,0,not,101.0
2487,2487,2021-04-14 15:00:00,1,7023.0,16.5,0.0,23.9,3.6,0,not,92.0
2488,2488,2021-04-14 16:00:00,1,7023.0,16.1,0.0,21.3,3.6,0,not,79.0
2489,2489,2021-04-14 17:00:00,1,7023.0,15.6,0.0,21.9,3.6,0,not,92.0
2490,2490,2021-04-14 18:00:00,1,7023.0,14.8,0.0,26.9,3.6,0,not,232.0
2491,2491,2021-04-14 19:00:00,1,7023.0,13.4,0.0,24.6,3.6,0,not,127.0
2492,2492,2021-04-14 20:00:00,1,7023.0,9.6,0.0,40.0,3.6,0,not,111.0
2493,2493,2021-04-14 21:00:00,1,7023.0,7.1,0.0,53.0,3.6,0,not,96.0
2494,2494,2021-04-14 22:00:00,1,7023.0,6.0,0.0,59.2,3.6,0,not,83.0
2495,2495,2021-04-14 23:00:00,1,7023.0,4.6,0.0,65.3,3.6,0,not,72.0
2496,2496,2021-04-15 00:00:00,1,7023.0,3.1,0.0,72.2,2.6,0,not,63.0
2497,2497,2021-04-15 01:00:00,1,7023.0,1.7,0.0,79.1,2.6,0,not,124.0
2498,2498,2021-04-15 02:00:00,1,7023.0,0.7,0.0,82.7,2.6,0,not,139.0
2499,2499,2021-04-15 03:00:00,1,7023.0,-0.2,0.0,86.2,2.6,0,not,53.0
2500,2500,2021-04-15 04:00:00,1,7023.0,-0.4,0.0,86.3,2.6,0,not,49.0
2501,2501,2021-04-15 05:00:00,1,7023.0,-1.8,0.0,91.1,2.6,0,not,50.0
2502,2502,2021-04-15 06:00:00,1,7023.0,-1.7,0.0,90.9,2.6,0,not,62.0
2503,2503,2021-04-15 07:00:00,1,7023.0,-0.2,0.0,89.0,2.6,0,not,96.0
2504,2504,2021-04-15 08:00:00,1,7023.0,4.1,0.0,69.2,2.6,0,not,111.0
2505,2505,2021-04-15 09:00:00,1,7023.0,7.5,0.0,56.5,2.6,0,not,112.0
2506,2506,2021-04-15 10:00:00,1,7023.0,12.1,0.0,43.1,2.6,0,not,118.0
2507,2507,2021-04-15 11:00:00,1,7023.0,14.8,0.0,31.6,2.6,0,not,105.0
2508,2508,2021-04-15 12:00:00,1,7023.0,15.5,0.0,25.4,2.6,0,not,102.0
2509,2509,2021-04-15 13:00:00,1,7023.0,16.5,0.0,22.6,2.6,0,not,197.0
2510,2510,2021-04-15 14:00:00,1,7023.0,18.0,0.0,21.7,2.6,0,not,178.0
2511,2511,2021-04-15 15:00:00,1,7023.0,18.3,0.0,20.5,2.6,0,not,98.0
2512,2512,2021-04-15 16:00:00,1,7023.0,18.8,0.0,22.2,2.6,0,not,84.0
2513,2513,2021-04-15 17:00:00,1,7023.0,18.8,0.0,25.1,2.6,0,not,79.0
2514,2514,2021-04-15 18:00:00,1,7023.0,17.3,0.0,27.2,2.6,0,not,97.0
