,ds,week_weekday,population,temp,rain,hum,st,holiday,warning,y
1364,2021-02-26 20:00:00,1,22531.0,7.9,0.0,49.3,1.4,0,not,90.0
1365,2021-02-26 21:00:00,1,22531.0,6.0,0.0,57.6,1.4,0,not,200.0
1366,2021-02-26 22:00:00,1,22531.0,4.9,0.0,63.5,1.4,0,not,501.0
1367,2021-02-26 23:00:00,1,22531.0,5.7,0.0,58.9,1.4,0,not,657.0
1368,2021-02-27 00:00:00,0,22531.0,2.9,0.0,70.5,1.0,0,not,145.0
1369,2021-02-27 01:00:00,0,22531.0,1.2,0.0,77.6,1.0,0,not,204.0
1370,2021-02-27 02:00:00,0,22531.0,-0.3,0.0,81.4,1.0,0,not,106.0
1371,2021-02-27 03:00:00,0,22531.0,-0.3,0.0,84.5,1.0,0,not,141.0
1372,2021-02-27 04:00:00,0,22531.0,0.4,0.0,84.4,1.0,0,not,69.0
1373,2021-02-27 05:00:00,0,22531.0,0.8,0.0,84.9,1.0,0,not,48.0
1374,2021-02-27 06:00:00,0,22531.0,1.5,0.0,82.3,1.0,0,not,67.0
1375,2021-02-27 07:00:00,0,22531.0,1.8,0.0,82.8,1.0,0,not,33.0
1376,2021-02-27 08:00:00,0,22531.0,2.3,0.0,80.9,1.0,0,not,70.0
1377,2021-02-27 09:00:00,0,22531.0,3.9,0.0,77.7,1.0,0,not,132.0
1378,2021-02-27 10:00:00,0,22531.0,6.1,0.0,68.8,1.0,0,not,135.0
1379,2021-02-27 11:00:00,0,22531.0,8.4,0.0,55.9,1.0,0,not,146.0
1380,2021-02-27 12:00:00,0,22531.0,9.3,0.0,48.4,1.0,0,not,265.0
1381,2021-02-27 13:00:00,0,22531.0,10.0,0.0,45.7,1.0,0,not,556.0
1382,2021-02-27 14:00:00,0,22531.0,10.4,0.0,44.3,1.0,0,not,586.0
1383,2021-02-27 15:00:00,0,22531.0,11.6,0.0,43.2,1.0,0,not,161.0
1384,2021-02-27 16:00:00,0,22531.0,11.0,0.0,42.7,1.0,0,not,187.0
1385,2021-02-27 17:00:00,0,22531.0,10.1,0.0,44.4,1.0,0,not,196.0
1386,2021-02-27 18:00:00,0,22531.0,8.1,0.0,49.5,1.0,0,not,87.0
1387,2021-02-27 19:00:00,0,22531.0,5.7,0.0,59.0,1.0,0,not,177.0
1388,2021-02-27 20:00:00,0,22531.0,3.7,0.0,65.6,1.0,0,not,365.0
1389,2021-02-27 21:00:00,0,22531.0,1.5,0.0,73.9,1.0,0,not,525.0
1390,2021-02-27 22:00:00,0,22531.0,0.3,0.0,78.7,1.0,0,not,311.0
1391,2021-02-27 23:00:00,0,22531.0,-0.1,0.0,79.8,1.0,0,not,469.0
1392,2021-02-28 00:00:00,0,22531.0,-0.8,0.0,82.9,-1.2,0,not,182.0
1393,2021-02-28 01:00:00,0,22531.0,-1.6,0.0,85.2,-1.2,0,not,98.0
1394,2021-02-28 02:00:00,0,22531.0,-2.1,0.0,88.0,-1.2,0,not,124.0
1395,2021-02-28 03:00:00,0,22531.0,-2.5,0.0,89.8,-1.2,0,not,97.0
1396,2021-02-28 04:00:00,0,22531.0,-2.5,0.0,91.1,-1.2,0,not,77.0
1397,2021-02-28 05:00:00,0,22531.0,-2.9,0.0,89.9,-1.2,0,not,37.0
1398,2021-02-28 06:00:00,0,22531.0,-3.4,0.0,92.7,-1.2,0,not,26.0
1399,2021-02-28 07:00:00,0,22531.0,-3.4,0.0,92.1,-1.2,0,not,85.0
1400,2021-02-28 08:00:00,0,22531.0,-3.1,0.0,92.1,-1.2,0,not,98.0
1401,2021-02-28 09:00:00,0,22531.0,-0.6,0.0,88.7,-1.2,0,not,67.0
1402,2021-02-28 10:00:00,0,22531.0,3.6,0.0,72.1,-1.2,0,not,269.0
1403,2021-02-28 11:00:00,0,22531.0,6.9,0.0,62.9,-1.2,0,not,249.0
1404,2021-02-28 12:00:00,0,22531.0,7.5,0.0,60.4,-1.2,0,not,386.0
1405,2021-02-28 13:00:00,0,22531.0,9.0,0.0,57.1,-1.2,0,not,440.0
1406,2021-02-28 14:00:00,0,22531.0,10.2,0.0,54.1,-1.2,0,not,512.0
1407,2021-02-28 15:00:00,0,22531.0,9.7,0.0,56.6,-1.2,0,not,285.0
1408,2021-02-28 16:00:00,0,22531.0,10.1,0.0,55.9,-1.2,0,not,228.0
1409,2021-02-28 17:00:00,0,22531.0,9.9,0.0,56.8,-1.2,0,not,259.0
1410,2021-02-28 18:00:00,0,22531.0,9.4,0.0,62.7,-1.2,0,not,257.0
1411,2021-02-28 19:00:00,0,22531.0,8.6,0.0,67.3,-1.2,0,not,357.0
1412,2021-02-28 20:00:00,0,22531.0,7.7,0.0,80.7,-1.2,0,not,295.0
1413,2021-02-28 21:00:00,0,22531.0,6.8,0.0,90.3,-1.2,0,not,252.0
1414,2021-02-28 22:00:00,0,22531.0,6.5,0.0,93.6,-1.2,0,not,502.0
1415,2021-02-28 23:00:00,0,22531.0,6.2,0.0,94.2,-1.2,0,not,398.0
1416,2021-03-01 00:00:00,1,22620.0,6.4,0.0,93.6,1.2,1,not,126.0
1417,2021-03-01 01:00:00,1,22620.0,5.8,0.0,92.7,1.2,1,not,166.0
1418,2021-03-01 02:00:00,1,22620.0,5.5,0.0,95.1,1.2,1,not,99.0
1419,2021-03-01 03:00:00,1,22620.0,5.6,0.0,95.1,1.2,1,not,96.0
1420,2021-03-01 04:00:00,1,22620.0,5.5,0.0,94.5,1.2,1,not,77.0
1421,2021-03-01 05:00:00,1,22620.0,5.5,0.0,96.5,1.2,1,not,40.0
1422,2021-03-01 06:00:00,1,22620.0,5.6,0.0,96.1,1.2,1,not,26.0
1423,2021-03-01 07:00:00,1,22620.0,5.8,0.0,95.9,1.2,1,not,137.0
1424,2021-03-01 08:00:00,1,22620.0,6.0,0.0,95.5,1.2,1,not,49.0
1425,2021-03-01 09:00:00,1,22620.0,6.5,0.0,92.5,1.2,1,not,88.0
1426,2021-03-01 10:00:00,1,22620.0,7.7,0.0,90.2,1.2,1,not,121.0
1427,2021-03-01 11:00:00,1,22620.0,9.3,0.0,90.0,1.2,1,not,195.0
1428,2021-03-01 12:00:00,1,22620.0,10.1,0.5,93.8,1.2,1,not,267.0
1429,2021-03-01 13:00:00,1,22620.0,12.0,0.5,94.8,1.2,1,not,522.0
1430,2021-03-01 14:00:00,1,22620.0,13.0,0.0,93.7,1.2,1,not,530.0
1431,2021-03-01 15:00:00,1,22620.0,13.3,0.5,96.0,1.2,1,not,352.0
1432,2021-03-01 16:00:00,1,22620.0,13.9,2.5,95.2,1.2,1,not,149.0
1433,2021-03-01 17:00:00,1,22620.0,12.3,6.0,97.6,1.2,1,not,236.0
1434,2021-03-01 18:00:00,1,22620.0,11.7,5.5,98.7,1.2,1,not,377.0
1435,2021-03-01 19:00:00,1,22620.0,10.8,3.5,98.9,1.2,1,not,333.0
1436,2021-03-01 20:00:00,1,22620.0,9.9,4.5,97.0,1.2,1,not,367.0
1437,2021-03-01 21:00:00,1,22620.0,7.5,5.0,96.1,1.2,1,not,574.0
1438,2021-03-01 22:00:00,1,22620.0,6.0,3.5,95.2,1.2,1,not,315.0
1439,2021-03-01 23:00:00,1,22620.0,4.9,1.5,94.8,1.2,1,not,407.0
1440,2021-03-02 00:00:00,1,22620.0,3.6,1.5,91.4,-1.4,0,not,57.0
1441,2021-03-02 01:00:00,1,22620.0,2.7,1.0,94.0,-1.4,0,not,82.0
1442,2021-03-02 02:00:00,1,22620.0,1.8,0.5,94.6,-1.4,0,not,98.0
1443,2021-03-02 03:00:00,1,22620.0,1.4,0.5,95.5,-1.4,0,not,96.0
1444,2021-03-02 04:00:00,1,22620.0,1.1,0.0,96.3,-1.4,0,not,78.0
1445,2021-03-02 05:00:00,1,22620.0,1.3,0.0,97.1,-1.4,0,not,88.0
1446,2021-03-02 06:00:00,1,22620.0,0.9,0.0,96.5,-1.4,0,not,51.0
1447,2021-03-02 07:00:00,1,22620.0,1.1,0.0,97.3,-1.4,0,not,164.0
1448,2021-03-02 08:00:00,1,22620.0,1.4,0.0,96.2,-1.4,0,not,313.0
1449,2021-03-02 09:00:00,1,22620.0,1.7,0.0,86.6,-1.4,0,not,308.0
1450,2021-03-02 10:00:00,1,22620.0,2.1,0.0,81.3,-1.4,0,not,439.0
1451,2021-03-02 11:00:00,1,22620.0,3.0,0.0,78.6,-1.4,0,not,369.0
1452,2021-03-02 12:00:00,1,22620.0,4.1,0.0,71.4,-1.4,0,not,344.0
1453,2021-03-02 13:00:00,1,22620.0,4.0,0.0,68.9,-1.4,0,not,411.0
1454,2021-03-02 14:00:00,1,22620.0,5.4,0.0,62.6,-1.4,0,not,212.0
1455,2021-03-02 15:00:00,1,22620.0,5.4,0.0,60.7,-1.4,0,not,139.0
1456,2021-03-02 16:00:00,1,22620.0,5.6,0.0,56.3,-1.4,0,not,288.0
1457,2021-03-02 17:00:00,1,22620.0,5.8,0.0,57.4,-1.4,0,not,193.0
1458,2021-03-02 18:00:00,1,22620.0,4.2,0.0,60.6,-1.4,0,not,175.0
1459,2021-03-02 19:00:00,1,22620.0,2.9,0.0,62.2,-1.4,0,not,167.0
1460,2021-03-02 20:00:00,1,22620.0,-0.2,0.0,76.9,-1.4,0,not,532.0
1461,2021-03-02 21:00:00,1,22620.0,-1.5,0.0,85.0,-1.4,0,not,665.0
1462,2021-03-02 22:00:00,1,22620.0,-2.7,0.0,88.8,-1.4,0,not,434.0
1463,2021-03-02 23:00:00,1,22620.0,-3.4,0.0,92.0,-1.4,0,not,160.0
1464,2021-03-03 00:00:00,1,22620.0,-3.8,0.0,93.4,-3.0,0,not,101.0
1465,2021-03-03 01:00:00,1,22620.0,-4.4,0.0,94.6,-3.0,0,not,169.0
1466,2021-03-03 02:00:00,1,22620.0,-4.6,0.0,95.4,-3.0,0,not,128.0
1467,2021-03-03 03:00:00,1,22620.0,-4.8,0.0,95.5,-3.0,0,not,143.0
1468,2021-03-03 04:00:00,1,22620.0,-5.5,0.0,94.7,-3.0,0,not,60.0
1469,2021-03-03 05:00:00,1,22620.0,-5.7,0.0,95.1,-3.0,0,not,45.0
1470,2021-03-03 06:00:00,1,22620.0,-6.0,0.0,94.5,-3.0,0,not,49.0
1471,2021-03-03 07:00:00,1,22620.0,-6.2,0.0,94.4,-3.0,0,not,109.0
1472,2021-03-03 08:00:00,1,22620.0,-5.5,0.0,95.0,-3.0,0,not,353.0
1473,2021-03-03 09:00:00,1,22620.0,-2.6,0.0,94.1,-3.0,0,not,327.0
1474,2021-03-03 10:00:00,1,22620.0,1.3,0.0,80.4,-3.0,0,not,330.0
1475,2021-03-03 11:00:00,1,22620.0,2.2,0.0,81.4,-3.0,0,not,439.0
1476,2021-03-03 12:00:00,1,22620.0,5.2,0.0,64.7,-3.0,0,not,509.0
1477,2021-03-03 13:00:00,1,22620.0,6.9,0.0,61.6,-3.0,0,not,608.0
1478,2021-03-03 14:00:00,1,22620.0,8.4,0.0,55.7,-3.0,0,not,389.0
1479,2021-03-03 15:00:00,1,22620.0,8.4,0.0,52.3,-3.0,0,not,301.0
1480,2021-03-03 16:00:00,1,22620.0,8.2,0.0,54.9,-3.0,0,not,132.0
1481,2021-03-03 17:00:00,1,22620.0,8.3,0.0,56.2,-3.0,0,not,179.0
1482,2021-03-03 18:00:00,1,22620.0,7.2,0.0,57.3,-3.0,0,not,147.0
1483,2021-03-03 19:00:00,1,22620.0,5.0,0.0,67.3,-3.0,0,not,185.0
1484,2021-03-03 20:00:00,1,22620.0,3.4,0.0,75.4,-3.0,0,not,335.0
1485,2021-03-03 21:00:00,1,22620.0,2.1,0.0,80.2,-3.0,0,not,379.0
1486,2021-03-03 22:00:00,1,22620.0,0.6,0.0,86.0,-3.0,0,not,307.0
1487,2021-03-03 23:00:00,1,22620.0,0.0,0.0,89.4,-3.0,0,not,386.0
1488,2021-03-04 00:00:00,1,22620.0,-1.0,0.0,91.8,-0.5,0,not,201.0
1489,2021-03-04 01:00:00,1,22620.0,-1.5,0.0,94.1,-0.5,0,not,186.0
1490,2021-03-04 02:00:00,1,22620.0,-2.2,0.0,94.9,-0.5,0,not,133.0
1491,2021-03-04 03:00:00,1,22620.0,-2.4,0.0,95.8,-0.5,0,not,49.0
1492,2021-03-04 04:00:00,1,22620.0,-2.6,0.0,95.7,-0.5,0,not,48.0
1493,2021-03-04 05:00:00,1,22620.0,-2.6,0.0,96.3,-0.5,0,not,49.0
1494,2021-03-04 06:00:00,1,22620.0,-2.8,0.0,96.7,-0.5,0,not,71.0
1495,2021-03-04 07:00:00,1,22620.0,-2.8,0.0,96.7,-0.5,0,not,77.0
1496,2021-03-04 08:00:00,1,22620.0,-1.9,0.0,96.8,-0.5,0,not,190.0
1497,2021-03-04 09:00:00,1,22620.0,-0.1,0.0,93.8,-0.5,0,not,467.0
1498,2021-03-04 10:00:00,1,22620.0,2.6,0.0,84.3,-0.5,0,not,467.0
1499,2021-03-04 11:00:00,1,22620.0,5.5,0.0,70.0,-0.5,0,not,286.0
1500,2021-03-04 12:00:00,1,22620.0,8.2,0.0,60.9,-0.5,0,not,76.0
1501,2021-03-04 13:00:00,1,22620.0,9.1,0.0,56.7,-0.5,0,not,0.0
1502,2021-03-04 14:00:00,1,22620.0,10.2,0.0,54.3,-0.5,0,not,1350.0
1503,2021-03-04 15:00:00,1,22620.0,10.0,0.0,49.7,-0.5,0,not,151.0
1504,2021-03-04 16:00:00,1,22620.0,10.0,0.0,55.3,-0.5,0,not,191.0
1505,2021-03-04 17:00:00,1,22620.0,8.9,0.0,66.0,-0.5,0,not,103.0
1506,2021-03-04 18:00:00,1,22620.0,6.8,0.5,93.7,-0.5,0,not,92.0
1507,2021-03-04 19:00:00,1,22620.0,6.1,1.0,97.0,-0.5,0,not,337.0
1508,2021-03-04 20:00:00,1,22620.0,5.7,1.0,98.0,-0.5,0,not,511.0
1509,2021-03-04 21:00:00,1,22620.0,5.4,0.5,98.5,-0.5,0,not,606.0
1510,2021-03-04 22:00:00,1,22620.0,5.0,0.0,98.8,-0.5,0,not,305.0
1511,2021-03-04 23:00:00,1,22620.0,4.8,0.0,99.0,-0.5,0,not,292.0
1512,2021-03-05 00:00:00,1,22620.0,4.3,0.0,99.3,3.2,0,not,110.0
1513,2021-03-05 01:00:00,1,22620.0,4.2,0.0,99.4,3.2,0,not,162.0
1514,2021-03-05 02:00:00,1,22620.0,4.3,0.0,99.7,3.2,0,not,148.0
1515,2021-03-05 03:00:00,1,22620.0,4.1,0.0,99.7,3.2,0,not,93.0
1516,2021-03-05 04:00:00,1,22620.0,4.2,0.0,99.7,3.2,0,not,48.0
1517,2021-03-05 05:00:00,1,22620.0,3.5,0.0,99.0,3.2,0,not,48.0
1518,2021-03-05 06:00:00,1,22620.0,3.1,0.0,99.1,3.2,0,not,201.0
1519,2021-03-05 07:00:00,1,22620.0,3.2,0.0,98.9,3.2,0,not,191.0
1520,2021-03-05 08:00:00,1,22620.0,3.5,0.0,98.2,3.2,0,not,181.0
1521,2021-03-05 09:00:00,1,22620.0,4.0,0.0,97.2,3.2,0,not,426.0
1522,2021-03-05 10:00:00,1,22620.0,5.1,0.0,95.9,3.2,0,not,481.0
1523,2021-03-05 11:00:00,1,22620.0,7.5,0.0,89.7,3.2,0,not,382.0
1524,2021-03-05 12:00:00,1,22620.0,11.9,0.0,76.1,3.2,0,not,318.0
1525,2021-03-05 13:00:00,1,22620.0,14.1,0.0,68.2,3.2,0,not,311.0
1526,2021-03-05 14:00:00,1,22620.0,16.1,0.0,53.3,3.2,0,not,364.0
1527,2021-03-05 15:00:00,1,22620.0,18.2,0.0,44.0,3.2,0,not,304.0
1528,2021-03-05 16:00:00,1,22620.0,18.8,0.0,39.8,3.2,0,not,157.0
1529,2021-03-05 17:00:00,1,22620.0,18.1,0.0,31.3,3.2,0,not,257.0
1530,2021-03-05 18:00:00,1,22620.0,16.0,0.0,36.1,3.2,0,not,247.0
1531,2021-03-05 19:00:00,1,22620.0,11.8,0.0,53.4,3.2,0,not,288.0
1532,2021-03-05 20:00:00,1,22620.0,8.5,0.0,68.7,3.2,0,not,446.0
1533,2021-03-05 21:00:00,1,22620.0,7.1,0.0,74.6,3.2,0,not,241.0
1534,2021-03-05 22:00:00,1,22620.0,5.8,0.0,81.6,3.2,0,not,328.0
1535,2021-03-05 23:00:00,1,22620.0,4.4,0.0,84.7,3.2,0,not,182.0
1536,2021-03-06 00:00:00,0,22620.0,4.5,0.0,85.0,2.3,0,not,89.0
1537,2021-03-06 01:00:00,0,22620.0,3.6,0.0,88.2,2.3,0,not,180.0
1538,2021-03-06 02:00:00,0,22620.0,3.0,0.0,89.4,2.3,0,not,104.0
1539,2021-03-06 03:00:00,0,22620.0,2.5,0.0,91.9,2.3,0,not,98.0
1540,2021-03-06 04:00:00,0,22620.0,1.8,0.0,93.7,2.3,0,not,53.0
1541,2021-03-06 05:00:00,0,22620.0,1.3,0.0,94.8,2.3,0,not,44.0
1542,2021-03-06 06:00:00,0,22620.0,0.6,0.0,96.1,2.3,0,not,79.0
1543,2021-03-06 07:00:00,0,22620.0,0.1,0.0,96.7,2.3,0,not,103.0
1544,2021-03-06 08:00:00,0,22620.0,1.9,0.0,96.9,2.3,0,not,71.0
1545,2021-03-06 09:00:00,0,22620.0,5.4,0.0,84.4,2.3,0,not,227.0
1546,2021-03-06 10:00:00,0,22620.0,9.7,0.0,70.9,2.3,0,not,446.0
1547,2021-03-06 11:00:00,0,22620.0,9.7,0.0,71.2,2.3,0,not,461.0
1548,2021-03-06 12:00:00,0,22620.0,8.2,0.0,73.0,2.3,0,not,414.0
1549,2021-03-06 13:00:00,0,22620.0,7.8,0.0,71.6,2.3,0,not,279.0
1550,2021-03-06 14:00:00,0,22620.0,7.7,0.0,73.9,2.3,0,not,300.0
1551,2021-03-06 15:00:00,0,22620.0,7.1,0.0,68.0,2.3,0,not,368.0
1552,2021-03-06 16:00:00,0,22620.0,6.5,0.0,66.2,2.3,0,not,242.0
1553,2021-03-06 17:00:00,0,22620.0,5.9,0.0,64.2,2.3,0,not,139.0
1554,2021-03-06 18:00:00,0,22620.0,5.3,0.0,65.9,2.3,0,not,250.0
1555,2021-03-06 19:00:00,0,22620.0,4.5,0.0,68.0,2.3,0,not,383.0
1556,2021-03-06 20:00:00,0,22620.0,4.0,0.0,70.3,2.3,0,not,248.0
1557,2021-03-06 21:00:00,0,22620.0,3.8,0.0,72.0,2.3,0,not,135.0
1558,2021-03-06 22:00:00,0,22620.0,3.5,0.0,73.0,2.3,0,not,490.0
1559,2021-03-06 23:00:00,0,22620.0,3.4,0.0,74.0,2.3,0,not,299.0
1560,2021-03-07 00:00:00,0,22620.0,3.1,0.0,77.2,2.2,0,not,62.0
1561,2021-03-07 01:00:00,0,22620.0,3.1,0.0,75.8,2.2,0,not,54.0
1562,2021-03-07 02:00:00,0,22620.0,3.0,0.0,77.3,2.2,0,not,142.0
1563,2021-03-07 03:00:00,0,22620.0,3.0,0.0,77.7,2.2,0,not,98.0
1564,2021-03-07 04:00:00,0,22620.0,2.8,0.0,79.2,2.2,0,not,193.0
1565,2021-03-07 05:00:00,0,22620.0,2.7,0.0,79.7,2.2,0,not,169.0
1566,2021-03-07 06:00:00,0,22620.0,2.7,0.0,79.2,2.2,0,not,33.0
1567,2021-03-07 07:00:00,0,22620.0,2.6,0.0,79.7,2.2,0,not,29.0
1568,2021-03-07 08:00:00,0,22620.0,2.8,0.0,79.1,2.2,0,not,92.0
1569,2021-03-07 09:00:00,0,22620.0,3.2,0.0,77.5,2.2,0,not,301.0
1570,2021-03-07 10:00:00,0,22620.0,3.5,0.0,76.9,2.2,0,not,358.0
1571,2021-03-07 11:00:00,0,22620.0,4.8,0.0,75.3,2.2,0,not,236.0
1572,2021-03-07 12:00:00,0,22620.0,5.9,0.0,69.7,2.2,0,not,345.0
1573,2021-03-07 13:00:00,0,22620.0,7.2,0.0,65.3,2.2,0,not,303.0
1574,2021-03-07 14:00:00,0,22620.0,8.3,0.0,62.0,2.2,0,not,319.0
1575,2021-03-07 15:00:00,0,22620.0,8.6,0.0,61.0,2.2,0,not,539.0
1576,2021-03-07 16:00:00,0,22620.0,9.0,0.0,59.4,2.2,0,not,324.0
1577,2021-03-07 17:00:00,0,22620.0,9.0,0.0,61.7,2.2,0,not,290.0
1578,2021-03-07 18:00:00,0,22620.0,8.6,0.0,62.0,2.2,0,not,292.0
1579,2021-03-07 19:00:00,0,22620.0,5.7,0.0,74.6,2.2,0,not,266.0
1580,2021-03-07 20:00:00,0,22620.0,3.6,0.0,81.2,2.2,0,not,333.0
1581,2021-03-07 21:00:00,0,22620.0,3.0,0.0,85.4,2.2,0,not,342.0
1582,2021-03-07 22:00:00,0,22620.0,2.2,0.0,87.7,2.2,0,not,223.0
1583,2021-03-07 23:00:00,0,22620.0,1.7,0.0,90.3,2.2,0,not,360.0
1584,2021-03-08 00:00:00,1,22620.0,1.1,0.0,91.5,-0.1,0,not,195.0
1585,2021-03-08 01:00:00,1,22620.0,0.3,0.0,94.2,-0.1,0,not,492.0
1586,2021-03-08 02:00:00,1,22620.0,-0.9,0.0,95.2,-0.1,0,not,97.0
1587,2021-03-08 03:00:00,1,22620.0,-1.5,0.0,96.0,-0.1,0,not,47.0
1588,2021-03-08 04:00:00,1,22620.0,-2.1,0.0,96.6,-0.1,0,not,45.0
1589,2021-03-08 05:00:00,1,22620.0,-2.4,0.0,97.0,-0.1,0,not,93.0
1590,2021-03-08 06:00:00,1,22620.0,-2.6,0.0,96.9,-0.1,0,not,98.0
1591,2021-03-08 07:00:00,1,22620.0,-3.0,0.0,96.5,-0.1,0,not,235.0
1592,2021-03-08 08:00:00,1,22620.0,-2.1,0.0,96.6,-0.1,0,not,215.0
1593,2021-03-08 09:00:00,1,22620.0,1.7,0.0,94.8,-0.1,0,not,259.0
1594,2021-03-08 10:00:00,1,22620.0,6.3,0.0,75.8,-0.1,0,not,311.0
1595,2021-03-08 11:00:00,1,22620.0,9.9,0.0,62.4,-0.1,0,not,381.0
1596,2021-03-08 12:00:00,1,22620.0,11.4,0.0,53.5,-0.1,0,not,428.0
1597,2021-03-08 13:00:00,1,22620.0,12.7,0.0,50.0,-0.1,0,not,521.0
1598,2021-03-08 14:00:00,1,22620.0,13.7,0.0,39.4,-0.1,0,not,424.0
1599,2021-03-08 15:00:00,1,22620.0,14.6,0.0,35.9,-0.1,0,not,191.0
1600,2021-03-08 16:00:00,1,22620.0,14.4,0.0,35.1,-0.1,0,not,181.0
1601,2021-03-08 17:00:00,1,22620.0,13.9,0.0,37.0,-0.1,0,not,193.0
1602,2021-03-08 18:00:00,1,22620.0,12.4,0.0,41.9,-0.1,0,not,75.0
1603,2021-03-08 19:00:00,1,22620.0,7.8,0.0,56.7,-0.1,0,not,111.0
1604,2021-03-08 20:00:00,1,22620.0,6.7,0.0,62.7,-0.1,0,not,443.0
1605,2021-03-08 21:00:00,1,22620.0,5.5,0.0,67.9,-0.1,0,not,424.0
1606,2021-03-08 22:00:00,1,22620.0,5.0,0.0,76.7,-0.1,0,not,751.0
1607,2021-03-08 23:00:00,1,22620.0,3.6,0.0,81.3,-0.1,0,not,330.0
1608,2021-03-09 00:00:00,1,22620.0,2.2,0.0,85.0,0.9,0,not,111.0
1609,2021-03-09 01:00:00,1,22620.0,1.3,0.0,88.9,0.9,0,not,103.0
1610,2021-03-09 02:00:00,1,22620.0,0.6,0.0,90.5,0.9,0,not,98.0
1611,2021-03-09 03:00:00,1,22620.0,0.1,0.0,92.2,0.9,0,not,80.0
1612,2021-03-09 04:00:00,1,22620.0,-0.2,0.0,93.8,0.9,0,not,179.0
1613,2021-03-09 05:00:00,1,22620.0,0.4,0.0,92.9,0.9,0,not,95.0
1614,2021-03-09 06:00:00,1,22620.0,1.0,0.0,92.8,0.9,0,not,68.0
1615,2021-03-09 07:00:00,1,22620.0,1.4,0.0,92.4,0.9,0,not,267.0
1616,2021-03-09 08:00:00,1,22620.0,2.5,0.0,89.1,0.9,0,not,343.0
1617,2021-03-09 09:00:00,1,22620.0,4.0,0.0,84.8,0.9,0,not,211.0
1618,2021-03-09 10:00:00,1,22620.0,6.9,0.0,71.4,0.9,0,not,146.0
1619,2021-03-09 11:00:00,1,22620.0,10.1,0.0,62.3,0.9,0,not,558.0
1620,2021-03-09 12:00:00,1,22620.0,12.4,0.0,52.9,0.9,0,not,752.0
1621,2021-03-09 13:00:00,1,22620.0,14.4,0.0,38.3,0.9,0,not,342.0
1622,2021-03-09 14:00:00,1,22620.0,14.8,0.0,33.3,0.9,0,not,175.0
1623,2021-03-09 15:00:00,1,22620.0,14.9,0.0,29.8,0.9,0,not,255.0
1624,2021-03-09 16:00:00,1,22620.0,14.9,0.0,30.0,0.9,0,not,245.0
1625,2021-03-09 17:00:00,1,22620.0,13.8,0.0,32.2,0.9,0,not,110.0
1626,2021-03-09 18:00:00,1,22620.0,12.3,0.0,35.4,0.9,0,not,111.0
1627,2021-03-09 19:00:00,1,22620.0,11.4,0.0,36.9,0.9,0,not,180.0
1628,2021-03-09 20:00:00,1,22620.0,8.1,0.0,50.6,0.9,0,not,299.0
1629,2021-03-09 21:00:00,1,22620.0,8.9,0.0,48.8,0.9,0,not,465.0
1630,2021-03-09 22:00:00,1,22620.0,9.6,0.0,43.0,0.9,0,not,858.0
1631,2021-03-09 23:00:00,1,22620.0,8.9,0.0,42.7,0.9,0,not,421.0
1632,2021-03-10 00:00:00,1,22620.0,4.7,0.0,59.6,1.5,0,not,194.0
1633,2021-03-10 01:00:00,1,22620.0,3.7,0.0,63.6,1.5,0,not,108.0
1634,2021-03-10 02:00:00,1,22620.0,1.9,0.0,71.3,1.5,0,not,140.0
1635,2021-03-10 03:00:00,1,22620.0,1.1,0.0,76.1,1.5,0,not,83.0
1636,2021-03-10 04:00:00,1,22620.0,-0.4,0.0,80.5,1.5,0,not,47.0
1637,2021-03-10 05:00:00,1,22620.0,-1.6,0.0,85.7,1.5,0,not,46.0
1638,2021-03-10 06:00:00,1,22620.0,-1.6,0.0,89.0,1.5,0,not,49.0
1639,2021-03-10 07:00:00,1,22620.0,-2.5,0.0,89.8,1.5,0,not,65.0
1640,2021-03-10 08:00:00,1,22620.0,-1.2,0.0,88.4,1.5,0,not,175.0
1641,2021-03-10 09:00:00,1,22620.0,3.7,0.0,70.9,1.5,0,not,274.0
1642,2021-03-10 10:00:00,1,22620.0,8.2,0.0,55.2,1.5,0,not,184.0
1643,2021-03-10 11:00:00,1,22620.0,11.1,0.0,51.1,1.5,0,not,638.0
1644,2021-03-10 12:00:00,1,22620.0,13.5,0.0,43.9,1.5,0,not,642.0
1645,2021-03-10 13:00:00,1,22620.0,14.6,0.0,39.1,1.5,0,not,309.0
1646,2021-03-10 14:00:00,1,22620.0,15.0,0.0,36.7,1.5,0,not,175.0
1647,2021-03-10 15:00:00,1,22620.0,16.3,0.0,34.6,1.5,0,not,226.0
1648,2021-03-10 16:00:00,1,22620.0,16.9,0.0,32.8,1.5,0,not,229.0
1649,2021-03-10 17:00:00,1,22620.0,16.7,0.0,33.9,1.5,0,not,82.0
1650,2021-03-10 18:00:00,1,22620.0,14.5,0.0,40.6,1.5,0,not,321.0
1651,2021-03-10 19:00:00,1,22620.0,9.6,0.0,56.5,1.5,0,not,259.0
1652,2021-03-10 20:00:00,1,22620.0,7.3,0.0,63.4,1.5,0,not,273.0
1653,2021-03-10 21:00:00,1,22620.0,5.7,0.0,70.2,1.5,0,not,649.0
1654,2021-03-10 22:00:00,1,22620.0,4.0,0.0,76.7,1.5,0,not,634.0
1655,2021-03-10 23:00:00,1,22620.0,3.0,0.0,79.5,1.5,0,not,218.0
1656,2021-03-11 00:00:00,1,22620.0,1.6,0.0,85.3,0.4,0,not,393.0
