,ds,y,population,temp,rain,hum,year,month,day,hour,week_weekday
1232,2021-02-21 08:00:00,34.0,22531.0,-2.0,0.0,84.5,2021,2,21,8,0
1233,2021-02-21 09:00:00,145.0,22531.0,1.9,0.0,77.1,2021,2,21,9,0
1234,2021-02-21 10:00:00,209.0,22531.0,9.7,0.0,61.3,2021,2,21,10,0
1235,2021-02-21 11:00:00,438.0,22531.0,15.2,0.0,47.5,2021,2,21,11,0
1236,2021-02-21 12:00:00,427.0,22531.0,22.3,0.0,27.8,2021,2,21,12,0
1237,2021-02-21 13:00:00,540.0,22531.0,24.1,0.0,21.5,2021,2,21,13,0
1238,2021-02-21 14:00:00,257.0,22531.0,24.2,0.0,21.8,2021,2,21,14,0
1239,2021-02-21 15:00:00,559.0,22531.0,24.7,0.0,21.8,2021,2,21,15,0
1240,2021-02-21 16:00:00,196.0,22531.0,24.4,0.0,23.4,2021,2,21,16,0
1241,2021-02-21 17:00:00,320.0,22531.0,23.5,0.0,23.8,2021,2,21,17,0
1242,2021-02-21 18:00:00,91.0,22531.0,20.8,0.0,26.1,2021,2,21,18,0
1243,2021-02-21 19:00:00,376.0,22531.0,20.4,0.0,22.6,2021,2,21,19,0
1244,2021-02-21 20:00:00,524.0,22531.0,19.8,0.0,25.9,2021,2,21,20,0
1245,2021-02-21 21:00:00,280.0,22531.0,19.0,0.0,25.3,2021,2,21,21,0
1246,2021-02-21 22:00:00,235.0,22531.0,16.9,0.0,27.5,2021,2,21,22,0
1247,2021-02-21 23:00:00,298.0,22531.0,11.6,0.0,40.1,2021,2,21,23,0
1248,2021-02-22 00:00:00,174.0,22531.0,7.3,0.0,53.1,2021,2,22,0,1
1249,2021-02-22 01:00:00,119.0,22531.0,5.5,0.0,59.4,2021,2,22,1,1
1250,2021-02-22 02:00:00,132.0,22531.0,5.1,0.0,60.8,2021,2,22,2,1
1251,2021-02-22 03:00:00,90.0,22531.0,3.5,0.0,67.2,2021,2,22,3,1
1252,2021-02-22 04:00:00,185.0,22531.0,2.9,0.0,68.0,2021,2,22,4,1
1253,2021-02-22 05:00:00,72.0,22531.0,2.0,0.0,73.4,2021,2,22,5,1
1254,2021-02-22 06:00:00,49.0,22531.0,0.9,0.0,76.7,2021,2,22,6,1
1255,2021-02-22 07:00:00,44.0,22531.0,0.4,0.0,78.6,2021,2,22,7,1
1256,2021-02-22 08:00:00,245.0,22531.0,0.8,0.0,78.5,2021,2,22,8,1
1257,2021-02-22 09:00:00,353.5,22531.0,5.6,0.0,64.9,2021,2,22,9,1
1258,2021-02-22 10:00:00,462.0,22531.0,11.9,0.0,51.4,2021,2,22,10,1
1259,2021-02-22 11:00:00,656.0,22531.0,15.9,0.0,43.3,2021,2,22,11,1
1260,2021-02-22 12:00:00,396.0,22531.0,19.4,0.0,40.2,2021,2,22,12,1
1261,2021-02-22 13:00:00,306.0,22531.0,20.9,0.0,37.9,2021,2,22,13,1
1262,2021-02-22 14:00:00,260.0,22531.0,21.3,0.0,36.8,2021,2,22,14,1
1263,2021-02-22 15:00:00,169.0,22531.0,19.3,0.0,37.7,2021,2,22,15,1
1264,2021-02-22 16:00:00,211.0,22531.0,20.0,0.0,28.8,2021,2,22,16,1
1265,2021-02-22 17:00:00,241.0,22531.0,18.7,0.0,29.3,2021,2,22,17,1
1266,2021-02-22 18:00:00,228.0,22531.0,15.6,0.0,26.5,2021,2,22,18,1
1267,2021-02-22 19:00:00,370.0,22531.0,13.5,0.0,21.6,2021,2,22,19,1
1268,2021-02-22 20:00:00,265.0,22531.0,11.5,0.0,23.8,2021,2,22,20,1
1269,2021-02-22 21:00:00,393.0,22531.0,9.9,0.0,20.8,2021,2,22,21,1
1270,2021-02-22 22:00:00,195.0,22531.0,8.6,0.0,28.9,2021,2,22,22,1
1271,2021-02-22 23:00:00,275.0,22531.0,6.5,0.0,38.4,2021,2,22,23,1
1272,2021-02-23 00:00:00,164.0,22531.0,4.7,0.0,35.2,2021,2,23,0,1
1273,2021-02-23 01:00:00,105.0,22531.0,3.2,0.0,33.9,2021,2,23,1,1
1274,2021-02-23 02:00:00,120.0,22531.0,2.0,0.0,35.0,2021,2,23,2,1
1275,2021-02-23 03:00:00,183.0,22531.0,1.3,0.0,36.1,2021,2,23,3,1
1276,2021-02-23 04:00:00,193.0,22531.0,0.5,0.0,35.1,2021,2,23,4,1
1277,2021-02-23 05:00:00,48.0,22531.0,0.1,0.0,35.6,2021,2,23,5,1
1278,2021-02-23 06:00:00,41.0,22531.0,-3.0,0.0,46.1,2021,2,23,6,1
1279,2021-02-23 07:00:00,204.0,22531.0,-5.0,0.0,57.6,2021,2,23,7,1
1280,2021-02-23 08:00:00,370.0,22531.0,-4.9,0.0,57.3,2021,2,23,8,1
1281,2021-02-23 09:00:00,353.0,22531.0,-0.7,0.0,45.1,2021,2,23,9,1
1282,2021-02-23 10:00:00,336.0,22531.0,3.5,0.0,26.1,2021,2,23,10,1
1283,2021-02-23 11:00:00,220.0,22531.0,5.4,0.0,22.6,2021,2,23,11,1
1284,2021-02-23 12:00:00,397.0,22531.0,6.5,0.0,19.5,2021,2,23,12,1
1285,2021-02-23 13:00:00,180.0,22531.0,7.9,0.0,18.1,2021,2,23,13,1
1286,2021-02-23 14:00:00,235.0,22531.0,8.3,0.0,14.9,2021,2,23,14,1
1287,2021-02-23 15:00:00,163.0,22531.0,8.5,0.0,16.2,2021,2,23,15,1
1288,2021-02-23 16:00:00,126.0,22531.0,8.6,0.0,16.9,2021,2,23,16,1
1289,2021-02-23 17:00:00,220.0,22531.0,7.7,0.0,17.3,2021,2,23,17,1
1290,2021-02-23 18:00:00,398.5,22531.0,6.6,0.0,19.6,2021,2,23,18,1
1291,2021-02-23 19:00:00,577.0,22531.0,5.1,0.0,22.8,2021,2,23,19,1
1292,2021-02-23 20:00:00,219.0,22531.0,4.0,0.0,23.1,2021,2,23,20,1
1293,2021-02-23 21:00:00,266.0,22531.0,0.3,0.0,34.3,2021,2,23,21,1
1294,2021-02-23 22:00:00,281.0,22531.0,0.4,0.0,34.2,2021,2,23,22,1
1295,2021-02-23 23:00:00,322.0,22531.0,-1.2,0.0,39.0,2021,2,23,23,1
1296,2021-02-24 00:00:00,117.0,22531.0,-2.8,0.0,46.5,2021,2,24,0,1
1297,2021-02-24 01:00:00,279.0,22531.0,-4.0,0.0,52.6,2021,2,24,1,1
1298,2021-02-24 02:00:00,363.0,22531.0,-4.7,0.0,55.4,2021,2,24,2,1
1299,2021-02-24 03:00:00,223.0,22531.0,-4.1,0.0,58.3,2021,2,24,3,1
1300,2021-02-24 04:00:00,83.0,22531.0,-3.1,0.0,57.7,2021,2,24,4,1
1301,2021-02-24 05:00:00,49.0,22531.0,-3.3,0.0,56.1,2021,2,24,5,1
1302,2021-02-24 06:00:00,41.0,22531.0,-2.9,0.0,57.1,2021,2,24,6,1
1303,2021-02-24 07:00:00,158.0,22531.0,-4.1,0.0,62.0,2021,2,24,7,1
1304,2021-02-24 08:00:00,185.0,22531.0,-3.4,0.0,59.6,2021,2,24,8,1
1305,2021-02-24 09:00:00,253.0,22531.0,-0.5,0.0,52.6,2021,2,24,9,1
1306,2021-02-24 10:00:00,328.0,22531.0,2.0,0.0,38.0,2021,2,24,10,1
1307,2021-02-24 11:00:00,269.0,22531.0,4.4,0.0,24.7,2021,2,24,11,1
1308,2021-02-24 12:00:00,279.0,22531.0,7.0,0.0,21.0,2021,2,24,12,1
1309,2021-02-24 13:00:00,318.0,22531.0,8.5,0.0,23.2,2021,2,24,13,1
1310,2021-02-24 14:00:00,302.0,22531.0,9.7,0.0,21.7,2021,2,24,14,1
1311,2021-02-24 15:00:00,452.0,22531.0,11.3,0.0,20.1,2021,2,24,15,1
1312,2021-02-24 16:00:00,314.0,22531.0,11.1,0.0,20.7,2021,2,24,16,1
1313,2021-02-24 17:00:00,217.0,22531.0,10.3,0.0,19.7,2021,2,24,17,1
1314,2021-02-24 18:00:00,316.0,22531.0,8.4,0.0,25.6,2021,2,24,18,1
1315,2021-02-24 19:00:00,158.0,22531.0,3.7,0.0,34.5,2021,2,24,19,1
1316,2021-02-24 20:00:00,263.0,22531.0,1.3,0.0,48.1,2021,2,24,20,1
1317,2021-02-24 21:00:00,299.0,22531.0,-0.1,0.0,48.8,2021,2,24,21,1
1318,2021-02-24 22:00:00,521.0,22531.0,-1.0,0.0,52.6,2021,2,24,22,1
1319,2021-02-24 23:00:00,575.0,22531.0,-1.5,0.0,58.5,2021,2,24,23,1
1320,2021-02-25 00:00:00,259.0,22531.0,-2.5,0.0,64.4,2021,2,25,0,1
1321,2021-02-25 01:00:00,185.0,22531.0,-3.4,0.0,67.8,2021,2,25,1,1
1322,2021-02-25 02:00:00,140.0,22531.0,-3.9,0.0,74.8,2021,2,25,2,1
1323,2021-02-25 03:00:00,74.0,22531.0,-4.2,0.0,74.4,2021,2,25,3,1
1324,2021-02-25 04:00:00,53.0,22531.0,-4.6,0.0,77.5,2021,2,25,4,1
1325,2021-02-25 05:00:00,53.0,22531.0,-4.0,0.0,79.7,2021,2,25,5,1
1326,2021-02-25 06:00:00,64.0,22531.0,-4.0,0.0,77.3,2021,2,25,6,1
1327,2021-02-25 07:00:00,236.0,22531.0,-4.3,0.0,80.3,2021,2,25,7,1
1328,2021-02-25 08:00:00,215.0,22531.0,-3.5,0.0,79.7,2021,2,25,8,1
1329,2021-02-25 09:00:00,112.0,22531.0,-0.5,0.0,70.7,2021,2,25,9,1
1330,2021-02-25 10:00:00,253.0,22531.0,3.4,0.0,60.4,2021,2,25,10,1
1331,2021-02-25 11:00:00,429.0,22531.0,5.4,0.0,57.4,2021,2,25,11,1
1332,2021-02-25 12:00:00,241.0,22531.0,6.5,0.0,58.3,2021,2,25,12,1
1333,2021-02-25 13:00:00,479.0,22531.0,7.6,0.0,57.7,2021,2,25,13,1
1334,2021-02-25 14:00:00,352.0,22531.0,7.6,0.0,58.4,2021,2,25,14,1
1335,2021-02-25 15:00:00,225.0,22531.0,7.8,0.0,57.7,2021,2,25,15,1
1336,2021-02-25 16:00:00,177.0,22531.0,8.2,0.0,60.5,2021,2,25,16,1
1337,2021-02-25 17:00:00,136.0,22531.0,7.0,0.0,74.6,2021,2,25,17,1
1338,2021-02-25 18:00:00,90.0,22531.0,5.4,0.0,90.8,2021,2,25,18,1
1339,2021-02-25 19:00:00,203.0,22531.0,4.9,0.5,96.0,2021,2,25,19,1
1340,2021-02-25 20:00:00,336.0,22531.0,4.6,0.5,97.1,2021,2,25,20,1
1341,2021-02-25 21:00:00,271.0,22531.0,4.1,0.0,96.7,2021,2,25,21,1
1342,2021-02-25 22:00:00,428.0,22531.0,3.5,0.0,96.2,2021,2,25,22,1
1343,2021-02-25 23:00:00,511.0,22531.0,3.4,0.0,97.6,2021,2,25,23,1
1344,2021-02-26 00:00:00,201.0,22531.0,3.0,0.5,98.2,2021,2,26,0,1
1345,2021-02-26 01:00:00,213.0,22531.0,3.0,0.0,98.6,2021,2,26,1,1
1346,2021-02-26 02:00:00,225.0,22531.0,2.8,0.0,98.7,2021,2,26,2,1
1347,2021-02-26 03:00:00,91.0,22531.0,2.5,0.0,98.7,2021,2,26,3,1
1348,2021-02-26 04:00:00,43.0,22531.0,2.1,0.0,98.8,2021,2,26,4,1
1349,2021-02-26 05:00:00,42.0,22531.0,2.3,0.0,99.3,2021,2,26,5,1
1350,2021-02-26 06:00:00,43.0,22531.0,1.8,0.0,99.3,2021,2,26,6,1
1351,2021-02-26 07:00:00,69.0,22531.0,1.3,0.0,99.6,2021,2,26,7,1
1352,2021-02-26 08:00:00,226.0,22531.0,1.4,0.0,99.8,2021,2,26,8,1
1353,2021-02-26 09:00:00,185.0,22531.0,2.0,0.0,99.9,2021,2,26,9,1
1354,2021-02-26 10:00:00,146.0,22531.0,5.6,0.0,99.9,2021,2,26,10,1
1355,2021-02-26 11:00:00,214.0,22531.0,8.8,0.0,64.3,2021,2,26,11,1
1356,2021-02-26 12:00:00,643.0,22531.0,10.3,0.0,56.3,2021,2,26,12,1
1357,2021-02-26 13:00:00,598.0,22531.0,12.1,0.0,47.1,2021,2,26,13,1
1358,2021-02-26 14:00:00,553.0,22531.0,13.2,0.0,36.2,2021,2,26,14,1
1359,2021-02-26 15:00:00,261.0,22531.0,13.6,0.0,37.3,2021,2,26,15,1
1360,2021-02-26 16:00:00,186.0,22531.0,13.0,0.0,32.0,2021,2,26,16,1
1361,2021-02-26 17:00:00,174.0,22531.0,12.2,0.0,35.2,2021,2,26,17,1
1362,2021-02-26 18:00:00,216.0,22531.0,10.5,0.0,38.3,2021,2,26,18,1
1363,2021-02-26 19:00:00,180.0,22531.0,8.7,0.0,43.1,2021,2,26,19,1
1364,2021-02-26 20:00:00,90.0,22531.0,7.9,0.0,49.3,2021,2,26,20,1
1365,2021-02-26 21:00:00,200.0,22531.0,6.0,0.0,57.6,2021,2,26,21,1
1366,2021-02-26 22:00:00,501.0,22531.0,4.9,0.0,63.5,2021,2,26,22,1
1367,2021-02-26 23:00:00,323.0,22531.0,5.7,0.0,58.9,2021,2,26,23,1
1368,2021-02-27 00:00:00,145.0,22531.0,2.9,0.0,70.5,2021,2,27,0,0
1369,2021-02-27 01:00:00,204.0,22531.0,1.2,0.0,77.6,2021,2,27,1,0
1370,2021-02-27 02:00:00,106.0,22531.0,-0.3,0.0,81.4,2021,2,27,2,0
1371,2021-02-27 03:00:00,141.0,22531.0,-0.3,0.0,84.5,2021,2,27,3,0
1372,2021-02-27 04:00:00,69.0,22531.0,0.4,0.0,84.4,2021,2,27,4,0
1373,2021-02-27 05:00:00,48.0,22531.0,0.8,0.0,84.9,2021,2,27,5,0
1374,2021-02-27 06:00:00,67.0,22531.0,1.5,0.0,82.3,2021,2,27,6,0
1375,2021-02-27 07:00:00,33.0,22531.0,1.8,0.0,82.8,2021,2,27,7,0
1376,2021-02-27 08:00:00,70.0,22531.0,2.3,0.0,80.9,2021,2,27,8,0
1377,2021-02-27 09:00:00,132.0,22531.0,3.9,0.0,77.7,2021,2,27,9,0
1378,2021-02-27 10:00:00,135.0,22531.0,6.1,0.0,68.8,2021,2,27,10,0
1379,2021-02-27 11:00:00,146.0,22531.0,8.4,0.0,55.9,2021,2,27,11,0
1380,2021-02-27 12:00:00,265.0,22531.0,9.3,0.0,48.4,2021,2,27,12,0
1381,2021-02-27 13:00:00,556.0,22531.0,10.0,0.0,45.7,2021,2,27,13,0
1382,2021-02-27 14:00:00,586.0,22531.0,10.4,0.0,44.3,2021,2,27,14,0
1383,2021-02-27 15:00:00,161.0,22531.0,11.6,0.0,43.2,2021,2,27,15,0
1384,2021-02-27 16:00:00,187.0,22531.0,11.0,0.0,42.7,2021,2,27,16,0
1385,2021-02-27 17:00:00,196.0,22531.0,10.1,0.0,44.4,2021,2,27,17,0
1386,2021-02-27 18:00:00,87.0,22531.0,8.1,0.0,49.5,2021,2,27,18,0
1387,2021-02-27 19:00:00,177.0,22531.0,5.7,0.0,59.0,2021,2,27,19,0
1388,2021-02-27 20:00:00,365.0,22531.0,3.7,0.0,65.6,2021,2,27,20,0
1389,2021-02-27 21:00:00,525.0,22531.0,1.5,0.0,73.9,2021,2,27,21,0
1390,2021-02-27 22:00:00,311.0,22531.0,0.3,0.0,78.7,2021,2,27,22,0
1391,2021-02-27 23:00:00,469.0,22531.0,-0.1,0.0,79.8,2021,2,27,23,0
1392,2021-02-28 00:00:00,182.0,22531.0,-0.8,0.0,82.9,2021,2,28,0,0
1393,2021-02-28 01:00:00,98.0,22531.0,-1.6,0.0,85.2,2021,2,28,1,0
1394,2021-02-28 02:00:00,124.0,22531.0,-2.1,0.0,88.0,2021,2,28,2,0
1395,2021-02-28 03:00:00,97.0,22531.0,-2.5,0.0,89.8,2021,2,28,3,0
1396,2021-02-28 04:00:00,77.0,22531.0,-2.5,0.0,91.1,2021,2,28,4,0
1397,2021-02-28 05:00:00,37.0,22531.0,-2.9,0.0,89.9,2021,2,28,5,0
1398,2021-02-28 06:00:00,26.0,22531.0,-3.4,0.0,92.7,2021,2,28,6,0
1399,2021-02-28 07:00:00,85.0,22531.0,-3.4,0.0,92.1,2021,2,28,7,0
1400,2021-02-28 08:00:00,98.0,22531.0,-3.1,0.0,92.1,2021,2,28,8,0
1401,2021-02-28 09:00:00,67.0,22531.0,-0.6,0.0,88.7,2021,2,28,9,0
1402,2021-02-28 10:00:00,269.0,22531.0,3.6,0.0,72.1,2021,2,28,10,0
1403,2021-02-28 11:00:00,249.0,22531.0,6.9,0.0,62.9,2021,2,28,11,0
1404,2021-02-28 12:00:00,386.0,22531.0,7.5,0.0,60.4,2021,2,28,12,0
1405,2021-02-28 13:00:00,440.0,22531.0,9.0,0.0,57.1,2021,2,28,13,0
1406,2021-02-28 14:00:00,512.0,22531.0,10.2,0.0,54.1,2021,2,28,14,0
1407,2021-02-28 15:00:00,285.0,22531.0,9.7,0.0,56.6,2021,2,28,15,0
1408,2021-02-28 16:00:00,228.0,22531.0,10.1,0.0,55.9,2021,2,28,16,0
1409,2021-02-28 17:00:00,259.0,22531.0,9.9,0.0,56.8,2021,2,28,17,0
1410,2021-02-28 18:00:00,257.0,22531.0,9.4,0.0,62.7,2021,2,28,18,0
1411,2021-02-28 19:00:00,357.0,22531.0,8.6,0.0,67.3,2021,2,28,19,0
1412,2021-02-28 20:00:00,295.0,22531.0,7.7,0.0,80.7,2021,2,28,20,0
1413,2021-02-28 21:00:00,252.0,22531.0,6.8,0.0,90.3,2021,2,28,21,0
1414,2021-02-28 22:00:00,502.0,22531.0,6.5,0.0,93.6,2021,2,28,22,0
1415,2021-02-28 23:00:00,398.0,22531.0,6.2,0.0,94.2,2021,2,28,23,0
1416,2021-03-01 00:00:00,126.0,22620.0,6.4,0.0,93.6,2021,3,1,0,1
1417,2021-03-01 01:00:00,166.0,22620.0,5.8,0.0,92.7,2021,3,1,1,1
1418,2021-03-01 02:00:00,99.0,22620.0,5.5,0.0,95.1,2021,3,1,2,1
1419,2021-03-01 03:00:00,96.0,22620.0,5.6,0.0,95.1,2021,3,1,3,1
1420,2021-03-01 04:00:00,77.0,22620.0,5.5,0.0,94.5,2021,3,1,4,1
1421,2021-03-01 05:00:00,40.0,22620.0,5.5,0.0,96.5,2021,3,1,5,1
1422,2021-03-01 06:00:00,26.0,22620.0,5.6,0.0,96.1,2021,3,1,6,1
1423,2021-03-01 07:00:00,137.0,22620.0,5.8,0.0,95.9,2021,3,1,7,1
1424,2021-03-01 08:00:00,49.0,22620.0,6.0,0.0,95.5,2021,3,1,8,1
1425,2021-03-01 09:00:00,88.0,22620.0,6.5,0.0,92.5,2021,3,1,9,1
1426,2021-03-01 10:00:00,121.0,22620.0,7.7,0.0,90.2,2021,3,1,10,1
1427,2021-03-01 11:00:00,195.0,22620.0,9.3,0.0,90.0,2021,3,1,11,1
1428,2021-03-01 12:00:00,267.0,22620.0,10.1,0.5,93.8,2021,3,1,12,1
1429,2021-03-01 13:00:00,522.0,22620.0,12.0,0.5,94.8,2021,3,1,13,1
1430,2021-03-01 14:00:00,530.0,22620.0,13.0,0.0,93.7,2021,3,1,14,1
1431,2021-03-01 15:00:00,352.0,22620.0,13.3,0.5,96.0,2021,3,1,15,1
1432,2021-03-01 16:00:00,149.0,22620.0,13.9,2.5,95.2,2021,3,1,16,1
1433,2021-03-01 17:00:00,236.0,22620.0,12.3,6.0,97.6,2021,3,1,17,1
1434,2021-03-01 18:00:00,377.0,22620.0,11.7,5.5,98.7,2021,3,1,18,1
1435,2021-03-01 19:00:00,333.0,22620.0,10.8,3.5,98.9,2021,3,1,19,1
1436,2021-03-01 20:00:00,367.0,22620.0,9.9,4.5,97.0,2021,3,1,20,1
1437,2021-03-01 21:00:00,574.0,22620.0,7.5,5.0,96.1,2021,3,1,21,1
1438,2021-03-01 22:00:00,315.0,22620.0,6.0,3.5,95.2,2021,3,1,22,1
1439,2021-03-01 23:00:00,407.0,22620.0,4.9,1.5,94.8,2021,3,1,23,1
1440,2021-03-02 00:00:00,57.0,22620.0,3.6,1.5,91.4,2021,3,2,0,1
1441,2021-03-02 01:00:00,82.0,22620.0,2.7,1.0,94.0,2021,3,2,1,1
1442,2021-03-02 02:00:00,98.0,22620.0,1.8,0.5,94.6,2021,3,2,2,1
1443,2021-03-02 03:00:00,96.0,22620.0,1.4,0.5,95.5,2021,3,2,3,1
1444,2021-03-02 04:00:00,78.0,22620.0,1.1,0.0,96.3,2021,3,2,4,1
1445,2021-03-02 05:00:00,88.0,22620.0,1.3,0.0,97.1,2021,3,2,5,1
1446,2021-03-02 06:00:00,51.0,22620.0,0.9,0.0,96.5,2021,3,2,6,1
1447,2021-03-02 07:00:00,164.0,22620.0,1.1,0.0,97.3,2021,3,2,7,1
1448,2021-03-02 08:00:00,313.0,22620.0,1.4,0.0,96.2,2021,3,2,8,1
1449,2021-03-02 09:00:00,308.0,22620.0,1.7,0.0,86.6,2021,3,2,9,1
1450,2021-03-02 10:00:00,439.0,22620.0,2.1,0.0,81.3,2021,3,2,10,1
1451,2021-03-02 11:00:00,369.0,22620.0,3.0,0.0,78.6,2021,3,2,11,1
1452,2021-03-02 12:00:00,344.0,22620.0,4.1,0.0,71.4,2021,3,2,12,1
1453,2021-03-02 13:00:00,411.0,22620.0,4.0,0.0,68.9,2021,3,2,13,1
1454,2021-03-02 14:00:00,212.0,22620.0,5.4,0.0,62.6,2021,3,2,14,1
1455,2021-03-02 15:00:00,139.0,22620.0,5.4,0.0,60.7,2021,3,2,15,1
1456,2021-03-02 16:00:00,288.0,22620.0,5.6,0.0,56.3,2021,3,2,16,1
1457,2021-03-02 17:00:00,193.0,22620.0,5.8,0.0,57.4,2021,3,2,17,1
1458,2021-03-02 18:00:00,175.0,22620.0,4.2,0.0,60.6,2021,3,2,18,1
1459,2021-03-02 19:00:00,167.0,22620.0,2.9,0.0,62.2,2021,3,2,19,1
1460,2021-03-02 20:00:00,532.0,22620.0,-0.2,0.0,76.9,2021,3,2,20,1
1461,2021-03-02 21:00:00,665.0,22620.0,-1.5,0.0,85.0,2021,3,2,21,1
1462,2021-03-02 22:00:00,434.0,22620.0,-2.7,0.0,88.8,2021,3,2,22,1
1463,2021-03-02 23:00:00,160.0,22620.0,-3.4,0.0,92.0,2021,3,2,23,1
1464,2021-03-03 00:00:00,101.0,22620.0,-3.8,0.0,93.4,2021,3,3,0,1
1465,2021-03-03 01:00:00,169.0,22620.0,-4.4,0.0,94.6,2021,3,3,1,1
1466,2021-03-03 02:00:00,128.0,22620.0,-4.6,0.0,95.4,2021,3,3,2,1
1467,2021-03-03 03:00:00,143.0,22620.0,-4.8,0.0,95.5,2021,3,3,3,1
1468,2021-03-03 04:00:00,60.0,22620.0,-5.5,0.0,94.7,2021,3,3,4,1
1469,2021-03-03 05:00:00,45.0,22620.0,-5.7,0.0,95.1,2021,3,3,5,1
1470,2021-03-03 06:00:00,49.0,22620.0,-6.0,0.0,94.5,2021,3,3,6,1
1471,2021-03-03 07:00:00,109.0,22620.0,-6.2,0.0,94.4,2021,3,3,7,1
1472,2021-03-03 08:00:00,353.0,22620.0,-5.5,0.0,95.0,2021,3,3,8,1
1473,2021-03-03 09:00:00,327.0,22620.0,-2.6,0.0,94.1,2021,3,3,9,1
1474,2021-03-03 10:00:00,330.0,22620.0,1.3,0.0,80.4,2021,3,3,10,1
1475,2021-03-03 11:00:00,439.0,22620.0,2.2,0.0,81.4,2021,3,3,11,1
1476,2021-03-03 12:00:00,509.0,22620.0,5.2,0.0,64.7,2021,3,3,12,1
1477,2021-03-03 13:00:00,608.0,22620.0,6.9,0.0,61.6,2021,3,3,13,1
1478,2021-03-03 14:00:00,389.0,22620.0,8.4,0.0,55.7,2021,3,3,14,1
1479,2021-03-03 15:00:00,301.0,22620.0,8.4,0.0,52.3,2021,3,3,15,1
1480,2021-03-03 16:00:00,132.0,22620.0,8.2,0.0,54.9,2021,3,3,16,1
1481,2021-03-03 17:00:00,179.0,22620.0,8.3,0.0,56.2,2021,3,3,17,1
1482,2021-03-03 18:00:00,147.0,22620.0,7.2,0.0,57.3,2021,3,3,18,1
1483,2021-03-03 19:00:00,185.0,22620.0,5.0,0.0,67.3,2021,3,3,19,1
1484,2021-03-03 20:00:00,335.0,22620.0,3.4,0.0,75.4,2021,3,3,20,1
1485,2021-03-03 21:00:00,379.0,22620.0,2.1,0.0,80.2,2021,3,3,21,1
1486,2021-03-03 22:00:00,307.0,22620.0,0.6,0.0,86.0,2021,3,3,22,1
1487,2021-03-03 23:00:00,386.0,22620.0,0.0,0.0,89.4,2021,3,3,23,1
1488,2021-03-04 00:00:00,201.0,22620.0,-1.0,0.0,91.8,2021,3,4,0,1
1489,2021-03-04 01:00:00,186.0,22620.0,-1.5,0.0,94.1,2021,3,4,1,1
1490,2021-03-04 02:00:00,133.0,22620.0,-2.2,0.0,94.9,2021,3,4,2,1
1491,2021-03-04 03:00:00,49.0,22620.0,-2.4,0.0,95.8,2021,3,4,3,1
1492,2021-03-04 04:00:00,48.0,22620.0,-2.6,0.0,95.7,2021,3,4,4,1
1493,2021-03-04 05:00:00,49.0,22620.0,-2.6,0.0,96.3,2021,3,4,5,1
1494,2021-03-04 06:00:00,71.0,22620.0,-2.8,0.0,96.7,2021,3,4,6,1
1495,2021-03-04 07:00:00,77.0,22620.0,-2.8,0.0,96.7,2021,3,4,7,1
1496,2021-03-04 08:00:00,190.0,22620.0,-1.9,0.0,96.8,2021,3,4,8,1
1497,2021-03-04 09:00:00,467.0,22620.0,-0.1,0.0,93.8,2021,3,4,9,1
1498,2021-03-04 10:00:00,467.0,22620.0,2.6,0.0,84.3,2021,3,4,10,1
1499,2021-03-04 11:00:00,286.0,22620.0,5.5,0.0,70.0,2021,3,4,11,1
1500,2021-03-04 12:00:00,76.0,22620.0,8.2,0.0,60.9,2021,3,4,12,1
1501,2021-03-04 13:00:00,101.0,22620.0,9.1,0.0,56.7,2021,3,4,13,1
1502,2021-03-04 14:00:00,126.0,22620.0,10.2,0.0,54.3,2021,3,4,14,1
1503,2021-03-04 15:00:00,151.0,22620.0,10.0,0.0,49.7,2021,3,4,15,1
1504,2021-03-04 16:00:00,191.0,22620.0,10.0,0.0,55.3,2021,3,4,16,1
1505,2021-03-04 17:00:00,103.0,22620.0,8.9,0.0,66.0,2021,3,4,17,1
1506,2021-03-04 18:00:00,92.0,22620.0,6.8,0.5,93.7,2021,3,4,18,1
1507,2021-03-04 19:00:00,337.0,22620.0,6.1,1.0,97.0,2021,3,4,19,1
1508,2021-03-04 20:00:00,511.0,22620.0,5.7,1.0,98.0,2021,3,4,20,1
1509,2021-03-04 21:00:00,606.0,22620.0,5.4,0.5,98.5,2021,3,4,21,1
1510,2021-03-04 22:00:00,305.0,22620.0,5.0,0.0,98.8,2021,3,4,22,1
1511,2021-03-04 23:00:00,292.0,22620.0,4.8,0.0,99.0,2021,3,4,23,1
1512,2021-03-05 00:00:00,110.0,22620.0,4.3,0.0,99.3,2021,3,5,0,1
1513,2021-03-05 01:00:00,162.0,22620.0,4.2,0.0,99.4,2021,3,5,1,1
1514,2021-03-05 02:00:00,148.0,22620.0,4.3,0.0,99.7,2021,3,5,2,1
1515,2021-03-05 03:00:00,93.0,22620.0,4.1,0.0,99.7,2021,3,5,3,1
1516,2021-03-05 04:00:00,48.0,22620.0,4.2,0.0,99.7,2021,3,5,4,1
1517,2021-03-05 05:00:00,48.0,22620.0,3.5,0.0,99.0,2021,3,5,5,1
1518,2021-03-05 06:00:00,201.0,22620.0,3.1,0.0,99.1,2021,3,5,6,1
1519,2021-03-05 07:00:00,191.0,22620.0,3.2,0.0,98.9,2021,3,5,7,1
1520,2021-03-05 08:00:00,181.0,22620.0,3.5,0.0,98.2,2021,3,5,8,1
